pc01_state_id,pc01_district_id,pc01_vd_area,pc01_vd_t_hh,pc01_vd_t_p,pc01_vd_t_m,pc01_vd_t_f,pc01_vd_sc_p,pc01_vd_sc_m,pc01_vd_sc_f,pc01_vd_st_p,pc01_vd_st_m,pc01_vd_st_f,pc01_vd_edu_fac,pc01_vd_p_sch,pc01_vd_m_sch,pc01_vd_s_sch,pc01_vd_s_s_sch,pc01_vd_college,pc01_vd_ind_sch,pc01_vd_tr_sch,pc01_vd_adlt_lt_ct,pc01_vd_oth_sch,pc01_vd_medi_fac,pc01_vd_hosp,pc01_vd_all_hosp,pc01_vd_ayu_hosp,pc01_vd_un_hosp,pc01_vd_hom_hosp,pc01_vd_disp_cntr,pc01_vd_all_disp,pc01_vd_ayu_disp,pc01_vd_un_disp,pc01_vd_hom_disp,pc01_vd_mcw_cntr,pc01_vd_m_home,pc01_vd_cwc,pc01_vd_h_cntr,pc01_vd_ph_cntr,pc01_vd_phs_cnt,pc01_vd_fwc_cntr,pc01_vd_tb_cln,pc01_vd_n_home,pc01_vd_rmp,pc01_vd_smp,pc01_vd_chw,pc01_vd_oth_cntr,pc01_vd_tap,pc01_vd_well,pc01_vd_tank,pc01_vd_tubewell,pc01_vd_handpump,pc01_vd_river,pc01_vd_canal,pc01_vd_lake,pc01_vd_spring,pc01_vd_other,pc01_vd_p_t_fac,pc01_vd_post_off,pc01_vd_tele_off,pc01_vd_post_tele,pc01_vd_phone,pc01_vd_comm_fac,pc01_vd_bs_fac,pc01_vd_rs_fac,pc01_vd_nw_fac,pc01_vd_bank_fac,pc01_vd_comm_bank,pc01_vd_coop_bank,pc01_vd_crsoc_fac,pc01_vd_ac_soc,pc01_vd_nac_soc,pc01_vd_other_soc,pc01_vd_rc_fac,pc01_vd_c_v_hall,pc01_vd_sp_cl_fac,pc01_vd_st_au_fac,pc01_vd_app_pr,pc01_vd_app_mr,pc01_vd_app_fp,pc01_vd_app_navriv,pc01_vd_app_navcan,pc01_vd_app_nw,pc01_vd_dist_town,pc01_vd_power_supl,pc01_vd_power_dom,pc01_vd_power_agr,pc01_vd_power_oth,pc01_vd_power_all,pc01_vd_pap_mag,pc01_vd_tot_inc,pc01_vd_tot_exp,pc01_vd_land_fores,pc01_vd_canal_govt,pc01_vd_canal_pvt,pc01_vd_well_wo_el,pc01_vd_tw_wo_el,pc01_vd_tw_w_el,pc01_vd_tank_irr,pc01_vd_river_irr,pc01_vd_lake_irr,pc01_vd_w_fall,pc01_vd_oth_irr,pc01_vd_tot_irr,pc01_vd_un_irr,pc01_vd_cult_waste,pc01_vd_area_na_cu
02,09,179470.0,77086,409362,214150,195212,127395,65609,61786,3179,1721,1458,1.0,848,230,98,32,1,2,4,2,1,1.0,2,2,0,0,0,22610,15,76,1,0,2,4,14,2,20,178,15,0,4,109,5,32,14,2310,256,241,136,486,159,21,6,1417,149,1.0,215,25,10,14922,1.0,1.0,1.0,,1.0,66,12,1.0,149.0,13,21,1.0,24,7.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,100673766.0,82079609.0,24290.0,2831.0,1549.0,269.0,506.0,1910.0,321.0,427.0,5.0,311.0,2029.0,11361.0,32068.0,54116.0,57635.0
02,10,223028.0,71097,410923,215656,195267,126680,65587,61093,5794,3098,2696,1.0,956,235,101,20,1,0,0,17,2,1.0,3,3,0,0,0,24700,17,77,0,0,5,0,7,6,23,140,3,0,0,111,0,12,5,951,197,61,77,193,118,19,3,597,56,1.0,192,13,1,5224,1.0,1.0,,,1.0,39,16,1.0,91.0,8,25,1.0,24,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,248563999.0,221744474.0,48704.0,3083.0,724.0,0.0,233.0,2510.0,22.0,144.0,0.0,2.0,8207.0,14964.0,32073.0,72568.0,54719.0
02,11,505432.0,110603,555269,285305,269964,162494,82523,79971,2057,1141,916,1.0,1502,456,221,70,3,1,0,41,9,1.0,4,4,0,0,0,37400,24,134,0,0,2,4,25,4,53,256,4,1,3,24,1,19,1,2491,164,52,1,94,80,23,4,1050,56,1.0,349,27,11,16157,1.0,1.0,1.0,,1.0,75,29,1.0,96.0,32,36,1.0,12,8.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2,261782637.0,235374981.0,198634.0,1418.0,2324.0,1.0,0.0,0.0,0.0,19.0,0.0,1.0,480.0,4243.0,83049.0,160781.0,58725.0
02,12,623742.0,18641,78334,42173,36161,7625,3972,3653,56268,27583,28685,1.0,205,80,49,14,1,1,4,13,4,1.0,5,4,1,0,0,4001,0,40,0,1,1,1,5,3,17,32,4,1,0,0,0,11,4,186,0,2,0,14,10,4,1,118,10,1.0,83,9,0,3421,1.0,1.0,,,1.0,18,10,1.0,10.0,9,2,1.0,18,27.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2,43663501.0,32104117.0,39577.0,2072.0,2347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,5192.0,6868.0,284863.0,287242.0
03,01,344377.0,268800,1568788,826787,742001,410167,215273,194894,0,0,0,1.0,1483,469,196,84,7,21,10,19,34,1.0,14,12,1,0,1,220301,218,23,0,1,91,35,80,30,82,7,17,3,10,418,7,17,1,608,218,30,1032,1531,56,128,0,0,0,1.0,212,8,8,24979,1.0,1.0,1.0,1.0,1.0,94,89,1.0,268.0,14,2,1.0,34,18.0,10.0,1.0,1.0,1.0,,,,0.0,1.0,,,,1.0,2,35228005.0,35253805.0,651.0,59285.789994242004,9.0,21.0,10003.039999962,119305.62000275,108.0,487.0,37.0,22.0,5112.1599998500005,195081.60998912,64153.150000006004,17787.0,56844.0
03,02,486781.0,316994,1872802,993630,879171,633162,335043,298119,0,0,0,1.0,1331,660,251,66,9,28,26,52,32,1.0,19,5,7,2,5,332204,331,12,0,4,140,42,61,44,154,29,16,6,18,994,35,50,5,925,61,43,715,1097,46,215,31,30,32,1.0,254,10,10,40825,1.0,1.0,1.0,,1.0,158,149,1.0,496.0,45,23,1.0,0,27.0,19.0,1.0,1.0,1.0,,,,0.0,1.0,,,,1.0,2,34915376.0,34964376.0,813.0,222718.680019931,0.0,0.0,12503.0,155400.750034433,0.0,0.0,0.0,0.0,0.0,390622.43004083,19255.0899959399,5101.7400001299,61119.3100000024
03,03,157267.0,89648,507994,265973,242021,173297,91245,82052,0,0,0,1.0,519,196,98,27,1,9,5,9,0,1.0,30,18,6,3,3,120823,120,8,2,3,73,38,12,42,11,48,25,4,2,325,5,11,0,54,0,0,349,618,0,0,0,0,0,1.0,144,1,1,14360,1.0,1.0,1.0,,1.0,52,29,1.0,139.0,53,19,1.0,3,10.0,9.0,1.0,1.0,,,,,0.0,1.0,,,,1.0,2,28479174.0,29058984.0,130.0,3760.0,0.0,9.0,28658.0,92636.0,0.0,92.0,0.0,14.0,160.0,125939.0,2720.0,2449.0,16423.0
03,04,246479.0,186704,1030717,539021,491696,471812,247471,224341,0,0,0,1.0,917,394,186,59,7,12,11,41,22,1.0,14,8,4,0,2,163724,163,7,2,4,57,37,36,29,29,42,21,14,18,621,6,19,9,326,94,16,514,934,2,0,0,0,0,1.0,188,39,39,32740,1.0,1.0,1.0,1.0,1.0,79,54,1.0,239.0,44,26,1.0,6,23.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,2,29497219.009999998,29497219.009999998,15.0,19694.0,8.0,202.0,20684.0,167602.0,7.0,0.0,0.0,0.0,1260.0,212444.0,1825.0,2503.0,26108.0
03,05,570746.0,221815,1188662,610675,577987,432702,223433,209269,0,0,0,1.0,1350,333,179,56,5,18,8,21,15,1.0,0,0,0,0,0,41014,39,20,1,4,69,48,99,34,38,177,19,7,50,178,30,48,9,802,441,36,839,1314,0,0,0,0,3,1.0,328,5,5,17899,1.0,1.0,1.0,,1.0,67,40,1.0,297.0,83,24,1.0,19,42.0,22.0,1.0,1.0,,,,,0.0,1.0,,,,1.0,2,18175319.0,14329135.0,32713.0,23778.0,0.0,113.0,44104.0,87155.8000031,27.0,505.0,0.0,257.0,357.0,157029.8000031,59557.0,16368.0,59340.0
03,06,124768.0,92560,506402,264515,241887,210727,110697,100030,0,0,0,1.0,459,206,106,54,9,17,6,20,9,1.0,19,10,4,2,3,100646,99,16,4,6,62,2,1,30,23,21,0,0,0,119,0,0,0,191,103,5,199,465,0,0,0,0,0,1.0,186,13,8,12787,1.0,1.0,1.0,1.0,1.0,39,63,1.0,142.0,22,9,1.0,7,21.0,9.0,1.0,1.0,,,,,0.0,1.0,,,,1.0,2,2323656.0,2323656.0,4532.0,13268.43999958,0.0,0.0,22084.0,53145.0,0.0,0.0,0.0,0.0,104.0,88682.44000239999,10773.0,5115.0,15289.0
03,07,199222.0,129991,753701,403147,350554,204594,108895,95699,0,0,0,1.0,858,310,173,59,5,7,4,16,3,1.0,10,4,4,1,1,143025,142,10,2,5,40,10,41,24,18,67,5,3,4,424,1,4,1,710,453,0,528,864,33,51,1,0,0,1.0,187,4,4,16662,1.0,1.0,1.0,1.0,1.0,44,17,1.0,161.0,19,5,1.0,5,23.0,8.0,1.0,1.0,1.0,1.0,,1.0,0.0,1.0,,,,1.0,2,8678942.0,8678942.0,16045.0,12552.0,131.0,2092.0,26348.0,73529.0,720.0,604.0,54.0,8.0,879.0,118840.0,19829.0,4609.0,34656.0
03,08,111637.0,65017,386950,207937,179013,135434,72277,63157,0,0,0,1.0,466,130,75,29,0,7,3,5,1,1.0,10,4,6,0,0,78530,78,5,3,0,37,11,2,7,11,31,2,3,5,120,1,0,0,71,9,4,72,442,0,0,0,0,0,1.0,91,0,0,6839,1.0,1.0,1.0,0.0,1.0,17,9,1.0,136.0,23,20,1.0,10,29.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,1.0,2,23773025.0,23773025.0,0.0,8598.0,0.0,0.0,14811.0,74374.271598138,0.0,0.0,0.0,0.0,0.0,97783.2481995,2870.7291796199997,2124.821099521,8857.6655159
03,09,344403.0,235747,1339178,712593,626585,490502,259534,230968,0,0,0,1.0,976,487,222,87,15,9,10,28,24,1.0,15,1,2,1,11,229922,229,9,1,12,132,33,58,68,72,25,11,2,9,723,1,23,3,545,21,5,421,897,14,25,0,0,2,1.0,267,10,5,44554,1.0,1.0,1.0,1.0,1.0,97,91,1.0,367.0,24,8,1.0,14,61.0,15.0,1.0,1.0,1.0,,,0.0,0.0,1.0,,,,1.0,2,15732095.0,15732095.0,820.0,41076.0,0.0,0.0,71419.0,184271.0,0.0,0.0,0.0,0.0,88.0,296854.0,3528.0,695.0,38231.0
