Year,LGI Type,District,Block,Municipality,Corporation,Grama Panchayat,0,1,2,3
2005,District,Thiruvananthapuram,,,,,9,K.T.Jose,CPI,27661
2005,District,Thiruvananthapuram,,,,,10,O.P.Sheeja,JD(S),24050
2005,District,Thiruvananthapuram,,,,,11,Pavithran.K.K,CPI(M),36563
2005,District,Thiruvananthapuram,,,,,12,Umibha Teacher,INL,24413
2005,District,Thiruvananthapuram,,,,,13,M.Sampath kumar,CPI(M),32659
2005,District,Thiruvananthapuram,,,,,14,P.Ashokan,CPI(M),36751
2005,District,Thiruvananthapuram,,,,,15,K.K.Narayanan,CPI(M),30255
2005,District,Thiruvananthapuram,,,,,16,K.Seena,CPI(M),26552
2005,District,Thiruvananthapuram,,,,,17,Sathyan Vandichal,DIC(K),24403
2005,District,Thiruvananthapuram,,,,,18,N.V.ChandraBabu,CPI(M),28752
2005,District,Thiruvananthapuram,,,,,19,P.Balan,CPI(M),32679
2005,District,Thiruvananthapuram,,,,,20,Sameera Teacher,CPI(M),27627
2005,District,Thiruvananthapuram,,,,,21,Roshni Khalid,ML,17105
2005,District,Thiruvananthapuram,,,,,22,Raveendran.C,CPI,23868
2005,District,Thiruvananthapuram,,,,,23,Ramachandran.P.,CPI(M),37307
2005,District,Thiruvananthapuram,,,,,24,Payyaratta Sreedevi Teacher,CPI(M),23555
2005,District,Thiruvananthapuram,,,,,25,[P.P.Thampayi,CPI(M),27236
2005,District,Thiruvananthapuram,,,,,26,P.C.Rasheed,CPI(M),31479
2005,District,Thiruvananthapuram,,,,,"Kasaragode District Panchayat, Kasargode","Kasaragode District Panchayat, Kasargode","Kasaragode District Panchayat, Kasargode","Kasaragode District Panchayat, Kasargode"
2005,District,Thiruvananthapuram,,,,,Ward No,Elected Members,Front,Votes
2005,District,Thiruvananthapuram,,,,,1,PRABHAKARA CHOWTTA,INC,12648
2005,District,Thiruvananthapuram,,,,,2,ROOPAVANI R BHAT EDAMALE,BJP,15452
2005,District,Thiruvananthapuram,,,,,3,P B ABDUL RASAK,ML,18508
2005,District,Thiruvananthapuram,,,,,4,M ANANTHAN,CPI(M),27655
2005,District,Thiruvananthapuram,,,,,5,M V PUSHPAKUMARI,CPI(M),19908
2005,District,Thiruvananthapuram,,,,,6,K RAGHAVAN,INC,20897
2005,District,Thiruvananthapuram,,,,,7,ADV V P P MUSTHAFA,CPI(M),40418
2005,District,Thiruvananthapuram,,,,,8,SABOORA M,ML,18370
2005,District,Thiruvananthapuram,,,,,9,RADHA M V,CPI(M),21653
2005,District,Thiruvananthapuram,,,,,10,M V BALAKRISHNAN MASTER,CPI(M),23488
2005,District,Thiruvananthapuram,,,,,11,V NARAYANAN MASTER,CPI(M),25083
2005,District,Thiruvananthapuram,,,,,12,GEETHAKRISHNAN,DIC(K),14902
2005,District,Thiruvananthapuram,,,,,13,MOHAMMED MUBARAK HAJI,INL,12733
2005,District,Thiruvananthapuram,,,,,14,P A ASHARAF ALI,INC,11995
2005,District,Thiruvananthapuram,,,,,15,M C KAMARUDDIN,ML,13523
2005,District,Thiruvananthapuram,,,,,16,FAREEDA SAKEER AHAMMED,ML,10006
2005,Block,Thiruvananthapuram,Athiyannoor,,,,"Athiyannoor Block Panchayat, Thiruvananthapuram","Athiyannoor Block Panchayat, Thiruvananthapuram","Athiyannoor Block Panchayat, Thiruvananthapuram","Athiyannoor Block Panchayat, Thiruvananthapuram"
2005,Block,Thiruvananthapuram,Athiyannoor,,,,Ward No,Elected Members,Front,Votes
2005,Block,Thiruvananthapuram,Athiyannoor,,,,1,Anitha R,CPI,4575
2005,Block,Thiruvananthapuram,Athiyannoor,,,,2,Sureshkumar,INC,3994
2005,Block,Thiruvananthapuram,Athiyannoor,,,,3,Advocate N Jayakumar,CPI(M),4292
2005,Block,Thiruvananthapuram,Athiyannoor,,,,4,Payattuvila R Viswanathan,CPI(M),3208
2005,Block,Thiruvananthapuram,Athiyannoor,,,,5,Radhadevi C,CPI(M),3569
2005,Block,Thiruvananthapuram,Athiyannoor,,,,6,Prabhakaran K,CPI(M),3015
2005,Block,Thiruvananthapuram,Athiyannoor,,,,7,Karichal Gopalakrishnan N,JD(S),3254
2005,Block,Thiruvananthapuram,Athiyannoor,,,,8,Adocate M R Prameelakumary,INC,3015
2005,Block,Thiruvananthapuram,Athiyannoor,,,,9,Lorance P,INC,2884
2005,Block,Thiruvananthapuram,Athiyannoor,,,,10,BIju R,INC,3815
2005,Block,Thiruvananthapuram,Athiyannoor,,,,11,Advocate S Chandran,CPI(M),3710
2005,Block,Thiruvananthapuram,Athiyannoor,,,,12,RosatteRani,CPI(M),4477
2005,Block,Thiruvananthapuram,Athiyannoor,,,,13,Radhamma,CPI(M),4240
2005,Block,Thiruvananthapuram,Chirayinkeezhu,,,,"Chirayinkeezhu Block Panchayat, Thiruvananthapuram","Chirayinkeezhu Block Panchayat, Thiruvananthapuram","Chirayinkeezhu Block Panchayat, Thiruvananthapuram","Chirayinkeezhu Block Panchayat, Thiruvananthapuram"
2005,Block,Thiruvananthapuram,Chirayinkeezhu,,,,Ward No,Elected Members,Front,Votes
2005,Block,Thiruvananthapuram,Chirayinkeezhu,,,,1,Premeela Radhakrishnan,CPI(M),3666
2005,Block,Thiruvananthapuram,Chirayinkeezhu,,,,2,Peethambaran Sreedharan,CPI(M),3653
2005,Block,Thiruvananthapuram,Chirayinkeezhu,,,,3,Firos Lal,JD(S),3451
2005,Block,Thiruvananthapuram,Chirayinkeezhu,,,,4,Pressanna Kumari Syamalan,CPI(M),4136
2005,Block,Thiruvananthapuram,Chirayinkeezhu,,,,5,Krishna Pilla,CPI(M),3997
2005,Block,Thiruvananthapuram,Chirayinkeezhu,,,,6,Sulochana Prabhakaran,CPI(M),4025
2005,Block,Thiruvananthapuram,Chirayinkeezhu,,,,7,Shaji K,CPI(M),4394
2005,Block,Thiruvananthapuram,Chirayinkeezhu,,,,8,Sudevan J,CPI,3287
2005,Block,Thiruvananthapuram,Chirayinkeezhu,,,,9,Anilal S V,CPI(M),4094
2005,Block,Thiruvananthapuram,Chirayinkeezhu,,,,10,Shylaja J,CPI(M),4373
2005,Block,Thiruvananthapuram,Chirayinkeezhu,,,,11,Sulekha,CPI(M),4036
2005,Block,Thiruvananthapuram,Chirayinkeezhu,,,,12,Pretheep Kumar k,CPI(M),3682
2005,Block,Thiruvananthapuram,Chirayinkeezhu,,,,13,Babu Kesavan,CPI(M),3489
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,"Kazhakuttam Block Panchayat, Thiruvananthapuram","Kazhakuttam Block Panchayat, Thiruvananthapuram","Kazhakuttam Block Panchayat, Thiruvananthapuram","Kazhakuttam Block Panchayat, Thiruvananthapuram"
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,Ward No,Elected Members,Front,Votes
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,1,Adv M Yazeer,CPI(M),4280
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,2,Biju Poul,INC,3197
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,3,JIJI . L,INC,
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,4,Latheef E A,CPI,3060
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,5,Neena Vijayan,CPI(M),3632
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,6,Ani Ashokan,CPI(M),4321
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,7,Jayakumar R,INC,3177
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,8,Chendrika Kumari A,CPI(M),3810
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,9,Shasthavattom Shaji,JD(S),5278
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,10,Adv M Muneer,INC,3549
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,11,Sundaran R,CPI(M),2872
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,12,Shantha A,CPI(M),3113
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,13,Kumar G K,INC,3738
2005,Block,Thiruvananthapuram,Kazhakuttam,,,,14,Stalin B P,INC,4062
2005,Block,Thiruvananthapuram,Kilimannoor,,,,"Kilimannoor Block Panchayat, Thiruvananthapuram","Kilimannoor Block Panchayat, Thiruvananthapuram","Kilimannoor Block Panchayat, Thiruvananthapuram","Kilimannoor Block Panchayat, Thiruvananthapuram"
2005,Block,Thiruvananthapuram,Kilimannoor,,,,Ward No,Elected Members,Front,Votes
2005,Block,Thiruvananthapuram,Kilimannoor,,,,1,Rathi K,CPI(M),4082
2005,Block,Thiruvananthapuram,Kilimannoor,,,,2,Girija Balachandran,CPI,3928
2005,Block,Thiruvananthapuram,Kilimannoor,,,,3,Thulasi BaiAmma R,CPI(M),3381
2005,Block,Thiruvananthapuram,Kilimannoor,,,,4,Gopalakrishnan S,CPI(M),3865
2005,Block,Thiruvananthapuram,Kilimannoor,,,,5,Deepa O,CPI(M),3657
2005,Block,Thiruvananthapuram,Kilimannoor,,,,6,Maitheenkunju M,CPI(M),3821
2005,Block,Thiruvananthapuram,Kilimannoor,,,,7,Binu V,CPI(M),4058
2005,Block,Thiruvananthapuram,Kilimannoor,,,,8,Adv Vijayan K,CPI(M),4264
2005,Block,Thiruvananthapuram,Kilimannoor,,,,9,Lathika V,CPI,4112
2005,Block,Thiruvananthapuram,Kilimannoor,,,,10,Suni S K,CPI(M),4034
2005,Block,Thiruvananthapuram,Kilimannoor,,,,11,KrishnaPilla N,CPI(M),4184
2005,Block,Thiruvananthapuram,Kilimannoor,,,,12,Adv Rajeev P R,CPI,4163
2005,Block,Thiruvananthapuram,Kilimannoor,,,,13,Anandan A,CPI(M),3628
2005,Block,Thiruvananthapuram,Kilimannoor,,,,14,Aneesh Kumar S,INC,2674
2005,Block,Thiruvananthapuram,Nedumangad,,,,"Nedumangad Block Panchayat, Thiruvananthapuram","Nedumangad Block Panchayat, Thiruvananthapuram","Nedumangad Block Panchayat, Thiruvananthapuram","Nedumangad Block Panchayat, Thiruvananthapuram"
2005,Block,Thiruvananthapuram,Nedumangad,,,,Ward No,Elected Members,Front,Votes
2005,Block,Thiruvananthapuram,Nedumangad,,,,1,Gopinathan N,CPI(M),3505
2005,Block,Thiruvananthapuram,Nedumangad,,,,2,Shiji S K,CPI(M),3208
2005,Block,Thiruvananthapuram,Nedumangad,,,,3,Mohanachandran nair,CPI(M),3499
2005,Block,Thiruvananthapuram,Nedumangad,,,,4,Anad Jayachandran,DIC(K),3959
2005,Block,Thiruvananthapuram,Nedumangad,,,,5,Rethnamma D A,CPI(M),3572
2005,Block,Thiruvananthapuram,Nedumangad,,,,6,Rajmohan R,CPI(M),3851
2005,Block,Thiruvananthapuram,Nedumangad,,,,7,Omana P Nair,CPI,3631
2005,Block,Thiruvananthapuram,Nedumangad,,,,8,Soman Y,CPI(M),4509
2005,Block,Thiruvananthapuram,Nedumangad,,,,9,Sunil kumar T,CPI(M),4881
2005,Block,Thiruvananthapuram,Nedumangad,,,,10,Maruthur Vijayan,CPI(M),4004
2005,Block,Thiruvananthapuram,Nedumangad,,,,11,Kristal bai B S,CPI,3969
2005,Block,Thiruvananthapuram,Nedumangad,,,,12,Jayakumar V B,CPI,3804
2005,Block,Thiruvananthapuram,Nemom,,,,"Nemom Block Panchayat, Thiruvananthapuram","Nemom Block Panchayat, Thiruvananthapuram","Nemom Block Panchayat, Thiruvananthapuram","Nemom Block Panchayat, Thiruvananthapuram"
2005,Block,Thiruvananthapuram,Nemom,,,,Ward No,Elected Members,Front,Votes
2005,Block,Thiruvananthapuram,Nemom,,,,1,Sudhakaran nNair G,CPI(M),4104
2005,Block,Thiruvananthapuram,Nemom,,,,2,Sasidharan Nair G,INC,2997
2005,Block,Thiruvananthapuram,Nemom,,,,3,Shibu lal,INC,4350
2005,Block,Thiruvananthapuram,Nemom,,,,4,Sobhana Kumari Sylan,CPI(M),3988
2005,Block,Thiruvananthapuram,Nemom,,,,5,Sudharmma K,INDEPENDENT,3786
2005,Block,Thiruvananthapuram,Nemom,,,,6,Biju das D R,CPI(M),3416
2005,Block,Thiruvananthapuram,Nemom,,,,7,Ad A Prathapa Chandran,CPI(M),5555
2005,Block,Thiruvananthapuram,Nemom,,,,8,Balaramapuram Kabeer,CPI(M),4312
2005,Block,Thiruvananthapuram,Nemom,,,,9,Kalliyoor Thankamani,CPI(M),4168
2005,Block,Thiruvananthapuram,Nemom,,,,10,Kalliyoor Sreedharan,CPI(M),3270
2005,Block,Thiruvananthapuram,Nemom,,,,11,Ad. M Manikantan,INC,4034
2005,Block,Thiruvananthapuram,Nemom,,,,12,Malayinkeezu Ravi,CPI(M),4060
2005,Block,Thiruvananthapuram,Nemom,,,,13,Jayanthi P S,CPI(M),3768
2005,Block,Thiruvananthapuram,Nemom,,,,14,Ivikumari C M,CPI(M),3887
2005,Block,Thiruvananthapuram,Nemom,,,,15,Sakunthala Kumari L,CPI(M),4458
2005,Block,Thiruvananthapuram,Parassala,,,,"Parassala Block Panchayat, Thiruvananthapuram","Parassala Block Panchayat, Thiruvananthapuram","Parassala Block Panchayat, Thiruvananthapuram","Parassala Block Panchayat, Thiruvananthapuram"
2005,Block,Thiruvananthapuram,Parassala,,,,Ward No,Elected Members,Front,Votes
2005,Block,Thiruvananthapuram,Parassala,,,,1,Biju R S,INC,4708
2005,Block,Thiruvananthapuram,Parassala,,,,2,Vattavila Vijayan,INC,3882
2005,Block,Thiruvananthapuram,Parassala,,,,3,Ushakumary S,INC,3869
2005,Block,Thiruvananthapuram,Parassala,,,,4,Mini T,INC,4107
2005,Block,Thiruvananthapuram,Parassala,,,,5,Palayyan R,DIC(K),3437
2005,Block,Thiruvananthapuram,Parassala,,,,6,Mebal Albert,CPI(M),2383
2005,Block,Thiruvananthapuram,Parassala,,,,7,Zairus H,INC,3355
2005,Block,Thiruvananthapuram,Parassala,,,,8,Adv. F Lorenz,INDEPENDENT,4904
2005,Block,Thiruvananthapuram,Parassala,,,,9,Vijayam L,INC,3931
2005,Block,Thiruvananthapuram,Parassala,,,,10,Dharmamany G,INC,4418
2005,Block,Thiruvananthapuram,Parassala,,,,11,Bhuvanachandran V,INC,4717
2005,Block,Thiruvananthapuram,Parassala,,,,12,Athanaz B,CPI(M),3301
2005,Block,Thiruvananthapuram,Parassala,,,,13,Sobha W L,CPI(M),4487
2005,Block,Thiruvananthapuram,Perumkadavila,,,,"Perumkadavila Block Panchayat, Thiruvananthapuram","Perumkadavila Block Panchayat, Thiruvananthapuram","Perumkadavila Block Panchayat, Thiruvananthapuram","Perumkadavila Block Panchayat, Thiruvananthapuram"
2005,Block,Thiruvananthapuram,Perumkadavila,,,,Ward No,Elected Members,Front,Votes
2005,Block,Thiruvananthapuram,Perumkadavila,,,,1,Binitha,CPI(M),4051
2005,Block,Thiruvananthapuram,Perumkadavila,,,,2,Thomas Mangalassery,INC,4915
2005,Block,Thiruvananthapuram,Perumkadavila,,,,3,D G Retnakumar,INC,3771
2005,Block,Thiruvananthapuram,Perumkadavila,,,,4,Anappara Sasi,INC,4044
2005,Block,Thiruvananthapuram,Perumkadavila,,,,5,Sarala Vincent,INC,4279
2005,Block,Thiruvananthapuram,Perumkadavila,,,,6,K V Indira Bhai,INC,3859
2005,Block,Thiruvananthapuram,Perumkadavila,,,,7,B S Anil,INC,4452
2005,Block,Thiruvananthapuram,Perumkadavila,,,,8,S Vikraman,CPI(M),3489
2005,Block,Thiruvananthapuram,Perumkadavila,,,,9,C Baby,CPI(M),4252
2005,Block,Thiruvananthapuram,Perumkadavila,,,,10,S Surendran,CPI(M),3005
2005,Block,Thiruvananthapuram,Perumkadavila,,,,11,K K Sajayan,CPI(M),4223
2005,Block,Thiruvananthapuram,Perumkadavila,,,,12,Thara Thomas,INC,4419
2005,Block,Thiruvananthapuram,Perumkadavila,,,,13,Vazhichal Thomas,CPI,2097
2005,Block,Thiruvananthapuram,Thiruvananthapuram Rural,,,,"Thiruvananthapuram Rural Block Panchayat, Thiruvananthapuram","Thiruvananthapuram Rural Block Panchayat, Thiruvananthapuram","Thiruvananthapuram Rural Block Panchayat, Thiruvananthapuram","Thiruvananthapuram Rural Block Panchayat, Thiruvananthapuram"
2005,Block,Thiruvananthapuram,Thiruvananthapuram Rural,,,,Ward No,Elected Members,Front,Votes
2005,Block,Thiruvananthapuram,Thiruvananthapuram Rural,,,,1,Adv. M Harilal,CPI(M),1930
2005,Block,Thiruvananthapuram,Thiruvananthapuram Rural,,,,2,Sreekala B,CPI(M),1558
2005,Block,Thiruvananthapuram,Thiruvananthapuram Rural,,,,3,Padmavathy P,CPI(M),1029
2005,Block,Thiruvananthapuram,Thiruvananthapuram Rural,,,,4,Peroorkkada Sreekumar,CPI,1956
2005,Block,Thiruvananthapuram,Thiruvananthapuram Rural,,,,5,Sasi V,CPI(M),1670
2005,Block,Thiruvananthapuram,Thiruvananthapuram Rural,,,,6,Sadhasivan Nadar K,DIC(K),1354
2005,Block,Thiruvananthapuram,Thiruvananthapuram Rural,,,,7,Syamalakumari S,CPI(M),2085
2005,Block,Thiruvananthapuram,Thiruvananthapuram Rural,,,,8,Renganadhan V S,CPI(M),1720
2005,Block,Thiruvananthapuram,Thiruvananthapuram Rural,,,,9,Jayakumar B,INDEPENDENT,1140
2005,Block,Thiruvananthapuram,Thiruvananthapuram Rural,,,,10,Sreeja V K,CPI,1628
2005,Block,Thiruvananthapuram,Thiruvananthapuram Rural,,,,11,Krishnakumar B,INC,1722
2005,Block,Thiruvananthapuram,Thiruvananthapuram Rural,,,,12,Thomas Cheriyan,INC,1477
2005,Block,Thiruvananthapuram,Vamanpuram,,,,"Vamanpuram Block Panchayat, Thiruvananthapuram","Vamanpuram Block Panchayat, Thiruvananthapuram","Vamanpuram Block Panchayat, Thiruvananthapuram","Vamanpuram Block Panchayat, Thiruvananthapuram"
2005,Block,Thiruvananthapuram,Vamanpuram,,,,Ward No,Elected Members,Front,Votes
2005,Block,Thiruvananthapuram,Vamanpuram,,,,1,Ajayakumari D P,CPI(M),3823
2005,Block,Thiruvananthapuram,Vamanpuram,,,,2,Sajitha devi ramachandran nair,CPI(M),4502
2005,Block,Thiruvananthapuram,Vamanpuram,,,,3,Asharaf abdul vahid,CPI(M),3692
2005,Block,Thiruvananthapuram,Vamanpuram,,,,4,Sasidharan S,CPI(M),3153
2005,Block,Thiruvananthapuram,Vamanpuram,,,,5,Anitha shivarajan P,CPI(M),4806
2005,Block,Thiruvananthapuram,Vamanpuram,,,,6,Pavitrakumar B,INC,3985
2005,Block,Thiruvananthapuram,Vamanpuram,,,,7,Thanimoodu Sureendran,INC,4074
2005,Block,Thiruvananthapuram,Vamanpuram,,,,8,Laila Chandrachudan,CPI(M),4209
2005,Block,Thiruvananthapuram,Vamanpuram,,,,9,Pattara Sasi,INC,4080
2005,Block,Thiruvananthapuram,Vamanpuram,,,,10,Santhya Rajeesh,CPI(M),4521
2005,Block,Thiruvananthapuram,Vamanpuram,,,,11,Sreedharan nair g,CPI(M),3744
2005,Block,Thiruvananthapuram,Vamanpuram,,,,12,Soman kochappi,CPI(M),4644
2005,Block,Thiruvananthapuram,Vamanpuram,,,,13,Chandrasekaran nair P,DIC(K),4009
2005,Block,Thiruvananthapuram,Vamanpuram,,,,14,Biju P G,CPI,3966
2005,Block,Thiruvananthapuram,Varkala,,,,"Varkala Block Panchayat, Thiruvananthapuram","Varkala Block Panchayat, Thiruvananthapuram","Varkala Block Panchayat, Thiruvananthapuram","Varkala Block Panchayat, Thiruvananthapuram"
2005,Block,Thiruvananthapuram,Varkala,,,,Ward No,Elected Members,Front,Votes
2005,Block,Thiruvananthapuram,Varkala,,,,1,Adv D Rajesh Kumar,INC,3295
2005,Block,Thiruvananthapuram,Varkala,,,,2,Adv Junu Sreenivasn,CPI(M),2315
2005,Block,Thiruvananthapuram,Varkala,,,,3,Laila,CPI(M),3679
2005,Block,Thiruvananthapuram,Varkala,,,,4,Vijaya Kumari G S,CPI(M),3653
2005,Block,Thiruvananthapuram,Varkala,,,,5,Thankamani S,CPI(M),4212
2005,Block,Thiruvananthapuram,Varkala,,,,6,Bhaskaran K,CPI(M),3476
2005,Block,Thiruvananthapuram,Varkala,,,,7,Nahas A,CPI(M),3643
2005,Block,Thiruvananthapuram,Varkala,,,,8,Anil Kumar Raman,INC,3050
2005,Block,Thiruvananthapuram,Varkala,,,,9,Laji K M,CPI(M),3207
2005,Block,Thiruvananthapuram,Varkala,,,,10,Leena V,CPI,3039
2005,Block,Thiruvananthapuram,Varkala,,,,11,Abdul kalam Azeed,INC,2798
2005,Block,Thiruvananthapuram,Varkala,,,,12,Annes K A,CPI,3146
2005,Block,Thiruvananthapuram,Vellanad,,,,"Vellanad Block Panchayat, Thiruvananthapuram","Vellanad Block Panchayat, Thiruvananthapuram","Vellanad Block Panchayat, Thiruvananthapuram","Vellanad Block Panchayat, Thiruvananthapuram"
2005,Block,Thiruvananthapuram,Vellanad,,,,Ward No,Elected Members,Front,Votes
2005,Block,Thiruvananthapuram,Vellanad,,,,1,Ayyappan Pillai P,CPI(M),3698
2005,Block,Thiruvananthapuram,Vellanad,,,,2,Clemant S N,INC,3363
2005,Block,Thiruvananthapuram,Vellanad,,,,3,Bindhu Rani Udayakumar R,CPI(M),4527
2005,Block,Thiruvananthapuram,Vellanad,,,,4,Anitha Devi Rajendran G S,CPI(M),4372
2005,Block,Thiruvananthapuram,Vellanad,,,,5,Sebastian,BSP,3731
2005,Block,Thiruvananthapuram,Vellanad,,,,6,Giji M,INC,3354
2005,Block,Thiruvananthapuram,Vellanad,,,,7,Satheesh Kumar G,JD(S),3425
2005,Block,Thiruvananthapuram,Vellanad,,,,8,Manikantan G,CPI(M),4429
2005,Block,Thiruvananthapuram,Vellanad,,,,9,Biju J,CPI(M),4784
2005,Block,Thiruvananthapuram,Vellanad,,,,10,Sreekumari O,CPI,4685
2005,Block,Thiruvananthapuram,Vellanad,,,,11,Baby,INC,4625
2005,Block,Thiruvananthapuram,Vellanad,,,,12,Janardanan Nair Krishnapilla,INDEPENDENT,2951
2005,Block,Thiruvananthapuram,Vellanad,,,,13,Jayachandran V S,CPI(M),4034
2005,Block,Thiruvananthapuram,Vellanad,,,,14,VasanthaKumari V,CPI(M),3801
2005,Block,Thiruvananthapuram,Vellanad,,,,15,Cheruvakkonam D Sathyan,DIC(K),3986
2005,Block,Kollam,Anchal,,,,"Anchal Block Panchayat, Kollam","Anchal Block Panchayat, Kollam","Anchal Block Panchayat, Kollam","Anchal Block Panchayat, Kollam"
2005,Block,Kollam,Anchal,,,,Ward No,Elected Members,Front,Votes
2005,Block,Kollam,Anchal,,,,1,L.Gopinatha Pillai,CPI,5191
2005,Block,Kollam,Anchal,,,,2,B.Sasi,CPI(M),5085
2005,Block,Kollam,Anchal,,,,3,Siva.P,INC,3882
2005,Block,Kollam,Anchal,,,,4,Sabu Abraham,INC,3537
2005,Block,Kollam,Anchal,,,,5,M.Sainaba Beevi,INC,3804
2005,Block,Kollam,Anchal,,,,6,Annamma Francic,INC,4244
2005,Block,Kollam,Anchal,,,,7,Bindu Murali,CPI,4347
2005,Block,Kollam,Anchal,,,,8,Radha Rajendran,CPI,4228
2005,Block,Kollam,Anchal,,,,9,K.R.Lalitha Bai,CPI(M),4971
2005,Block,Kollam,Anchal,,,,10,V.S .Satheesh,CPI(M),4403
2005,Block,Kollam,Anchal,,,,11,Naseema Latheef,CPI,4879
2005,Block,Kollam,Anchal,,,,12,N.Subhash Pillai,CPI(M),4958
2005,Block,Kollam,Anchal,,,,13,P.S.Suman,CPI(M),6309
2005,Block,Kollam,Anchal,,,,14,Ajaya Prasad.C,CPI,3947
2005,Block,Kollam,Anchalummoodu,,,,"Anchalummoodu Block Panchayat, Kollam","Anchalummoodu Block Panchayat, Kollam","Anchalummoodu Block Panchayat, Kollam","Anchalummoodu Block Panchayat, Kollam"
2005,Block,Kollam,Anchalummoodu,,,,Ward No,Elected Members,Front,Votes
2005,Block,Kollam,Anchalummoodu,,,,1,Sasidharan N,RSP,1286
2005,Block,Kollam,Anchalummoodu,,,,2,Vinayababu,INC,1166
2005,Block,Kollam,Anchalummoodu,,,,3,Adv. M S Gopakumar,RSP,1498
2005,Block,Kollam,Anchalummoodu,,,,4,G Krishnakutty Pillai,CPI(M),2034
2005,Block,Kollam,Anchalummoodu,,,,5,G Suresh,INC,1373
2005,Block,Kollam,Anchalummoodu,,,,6,Asha Jose,CPI,1847
2005,Block,Kollam,Anchalummoodu,,,,7,Ambili Shaji,CPI(M),1462
2005,Block,Kollam,Anchalummoodu,,,,8,Adv. K G Saji Kumar,INC,1190
2005,Block,Kollam,Anchalummoodu,,,,9,Sindu Subhash,CPI(M),1443
2005,Block,Kollam,Anchalummoodu,,,,10,Nandini,CPI(M),1510
2005,Block,Kollam,Anchalummoodu,,,,11,IBrahim Kutty,CPI(M),1673
2005,Block,Kollam,Anchalummoodu,,,,12,Baiju,CPI(M),1622
2005,Block,Kollam,Chadayamangalam,,,,"Chadayamangalam Block Panchayat, Kollam","Chadayamangalam Block Panchayat, Kollam","Chadayamangalam Block Panchayat, Kollam","Chadayamangalam Block Panchayat, Kollam"
2005,Block,Kollam,Chadayamangalam,,,,Ward No,Elected Members,Front,Votes
2005,Block,Kollam,Chadayamangalam,,,,1,Adv.M.C.Binukuamr,CPI,4787
2005,Block,Kollam,Chadayamangalam,,,,2,Mahadevan Pillai.V,CPI(M),3978
2005,Block,Kollam,Chadayamangalam,,,,3,Shyni.L,CPI,4793
2005,Block,Kollam,Chadayamangalam,,,,4,Manjappara Vahid,CPI,5700
2005,Block,Kollam,Chadayamangalam,,,,5,Suseeladevi,CPI(M),5139
2005,Block,Kollam,Chadayamangalam,,,,6,M.S.Murali,CPI(M),5315
2005,Block,Kollam,Chadayamangalam,,,,7,S.Buhari,CPI,4731
2005,Block,Kollam,Chadayamangalam,,,,8,Syamalakumar.M.S,CPI(M),4887
2005,Block,Kollam,Chadayamangalam,,,,9,V.Subbalal,CPI(M),5207
