district_2020,ps_2020,gp_2020,reservation_2020
Jodhpur,Tinwari,Bhaisar Kotwali,General
Jodhpur,Tinwari,Bhaiser Chavandyali,SC (Woman)
Jodhpur,Tinwari,Binjvadiya,General
Jodhpur,Tinwari,Chandaliya,OBC (Woman)
Jodhpur,Tinwari,Cherai,General (Woman)
Jodhpur,Tinwari,Chopasani Charanan,General (Woman)
Jodhpur,Tinwari,Dholiyanagar,General
Jodhpur,Tinwari,Ggadi,General (Woman)
Jodhpur,Tinwari,Ghevra,SC
Jodhpur,Tinwari,Gopasariya,OBC
Jodhpur,Tinwari,Jasnath Baari,OBC (Woman)
Jodhpur,Tinwari,Jelugadi,OBC (Woman)
Jodhpur,Tinwari,Jud,SC
Jodhpur,Tinwari,Khudiyala,OBC
Jodhpur,Tinwari,Mahadev Nagar,SC
Jodhpur,Tinwari,Malunga,General
Jodhpur,Tinwari,Mandayain Kala,SC (Woman)
Jodhpur,Tinwari,Mandiyai Khurd,General
Jodhpur,Tinwari,Methaniya,General
Jodhpur,Tinwari,Mino Ki Dhani,ST
Jodhpur,Tinwari,Panchlakhurd,General (Woman)
Jodhpur,Tinwari,Rajasani,General (Woman)
Jodhpur,Tinwari,Ramnagar,SC (Woman)
Jodhpur,Tinwari,Rampura Bhatiyan,SC
Jodhpur,Tinwari,Santodakhurd,General
Jodhpur,Tinwari,Shivnagar,OBC
Jodhpur,Tinwari,Sindhiyon Ki Dhani,General (Woman)
Jodhpur,Tinwari,Tinvri,General
Jodhpur,Tinwari,Ummednagar,General (Woman)
Jhunjhunu,Udaipurwati,Bagoli,General
Jhunjhunu,Udaipurwati,Bagora,General
Jhunjhunu,Udaipurwati,Bajawa Rawat Ka,OBC (Woman)
Jhunjhunu,Udaipurwati,Bamlas,OBC
Jhunjhunu,Udaipurwati,Bara Gaon,General (Woman)
Jhunjhunu,Udaipurwati,Bhatiwar,General (Woman)
Jodhpur,Bhopalgarh,Artiya Kala,OBC
Jhunjhunu,Udaipurwati,Bhorki,General
Jhunjhunu,Udaipurwati,Chanwara,General
Jhunjhunu,Udaipurwati,Chhaosari,General (Woman)
Jodhpur,Bhopalgarh,Artiya Khurd (R),SC (Woman)
Jodhpur,Bhopalgarh,Asop,General (Woman)
Jhunjhunu,Udaipurwati,Chhapoli,General (Woman)
Jhunjhunu,Udaipurwati,Chhau,General (Woman)
Jhunjhunu,Udaipurwati,Deeppura,OBC (Woman)
Jhunjhunu,Surajgarh,Adooka,SC
Jodhpur,Bhopalgarh,Bagoriya,General
Jodhpur,Bhopalgarh,Barni Khurd,General (Woman)
Jodhpur,Bhopalgarh,Basni Harisingh,General
Jodhpur,Bhopalgarh,Birani,General
Jodhpur,Bhopalgarh,Budkiya,General (Woman)
Jodhpur,Bhopalgarh,Chhapla,SC
Jodhpur,Bhopalgarh,Devatda,General
Jodhpur,Bhopalgarh,Dhandhora,SC
Jodhpur,Bhopalgarh,Dhoru,SC (Woman)
Jodhpur,Bhopalgarh,Gaderi,SC
Jhunjhunu,Udaipurwati,Dhamora,OBC
Jhunjhunu,Udaipurwati,Dhaniya Bhodki (Mu. Gadhwaloka Bas),General (Woman)
Jhunjhunu,Udaipurwati,Duriya,General (Woman)
Jhunjhunu,Udaipurwati,Guda,SC
Jhunjhunu,Udaipurwati,Guda Dahar,OBC
Jhunjhunu,Udaipurwati,Gudha Gorji,SC
Jhunjhunu,Surajgarh,Agwana Khurd,General (Woman)
Jhunjhunu,Surajgarh,Baloda,General (Woman)
Jodhpur,Bhopalgarh,Gajsingh Pura,OBC
Jodhpur,Bhopalgarh,Garasani,General
Jodhpur,Bhopalgarh,Hingoli,SC (Woman)
Jodhpur,Bhopalgarh,Hiradeshar,General (Woman)
Jodhpur,Bhopalgarh,Jhalamaliya (G),General (Woman)
Jodhpur,Bhopalgarh,Khedi Salva,General (Woman)
Jodhpur,Bhopalgarh,Kudi,General
Jodhpur,Bhopalgarh,Kumbhara,SC
Jodhpur,Bhopalgarh,Mangariya,General
Jodhpur,Bhopalgarh,Nadsar,OBC (Woman)
Jodhpur,Bhopalgarh,Nandiya Prabhavati,OBC
Jodhpur,Bhopalgarh,Paldi Ranavatan,General (Woman)
Jodhpur,Bhopalgarh,Radod,OBC (Woman)
Jhunjhunu,Udaipurwati,Gudhabavni (Mu. Dhani Khedada),OBC
Jodhpur,Pipar Sahar,Badakalan,General (Woman)
Jhunjhunu,Surajgarh,Bamanwas,OBC (Woman)
Jhunjhunu,Surajgarh,Barsari Ka Bas,General (Woman)
Jhunjhunu,Surajgarh,Berla,General (Woman)
Jhunjhunu,Surajgarh,Bhaothari,General
Jhunjhunu,Surajgarh,Dalmiya Ki Dhani,OBC
Jodhpur,Bhopalgarh,Rajlani,General
Jodhpur,Bhopalgarh,Rampura,OBC (Woman)
Jodhpur,Bhopalgarh,Rudiya,General (Woman)
Jodhpur,Bhopalgarh,Surpura Khurd,General
Jodhpur,Bhopalgarh,Ustrad,General (Woman)
Jhunjhunu,Udaipurwati,Hansalsar,General
Jhunjhunu,Udaipurwati,Indrapura,General (Woman)
Jhunjhunu,Udaipurwati,Jahaz,General (Woman)
Jhunjhunu,Udaipurwati,Jetpura,SC
Jhunjhunu,Udaipurwati,Jodhpura,General
Jodhpur,Pipar Sahar,Benan,SC
Jodhpur,Pipar Sahar,Bhundana,General
Jodhpur,Pipar Sahar,Borunda,General (Woman)
Jodhpur,Pipar Sahar,Boyal,General
Jhunjhunu,Surajgarh,Dheegariya,OBC (Woman)
Jhunjhunu,Surajgarh,Farat,SC
Jhunjhunu,Surajgarh,Jakhod,General (Woman)
Jhunjhunu,Udaipurwati,Kakrana,General (Woman)
Jhunjhunu,Udaipurwati,Ked,General
Jhunjhunu,Udaipurwati,Khinwasar,SC (Woman)
Jhunjhunu,Udaipurwati,Kishorepura,General
Jhunjhunu,Udaipurwati,Mainpura,General (Woman)
Jhunjhunu,Udaipurwati,Manaksas,General (Woman)
Jodhpur,Sekhala,Bhalu Laxmangarh,General (Woman)
Jodhpur,Pipar Sahar,Buchkala,General (Woman)
Jodhpur,Pipar Sahar,Chaudha,General
Jodhpur,Pipar Sahar,Chaukdikala,General
Jodhpur,Pipar Sahar,Chirdhani,General (Woman)
Jodhpur,Pipar Sahar,Jaspali,SC
Jodhpur,Pipar Sahar,Javasiya,SC
Jodhpur,Pipar Sahar,Kagal,General
Jodhpur,Pipar Sahar,Khangata,General
Jhunjhunu,Surajgarh,Jeeni,General
Jhunjhunu,Surajgarh,Kajra,General (Woman)
Jhunjhunu,Surajgarh,Kakora,General
Jhunjhunu,Surajgarh,Kirwana,General
Jhunjhunu,Surajgarh,Kuloth Kalan,OBC
Jhunjhunu,Udaipurwati,Mandawara,General
Jhunjhunu,Udaipurwati,Nangal,OBC (Woman)
Jhunjhunu,Udaipurwati,Natas,ST
Jhunjhunu,Udaipurwati,Neori,General (Woman)
Jhunjhunu,Udaipurwati,Pachlangi,SC (Woman)
Jodhpur,Pipar Sahar,Khariya Anawas,SC (Woman)
Jodhpur,Pipar Sahar,Khariya Khangar,General (Woman)
Jodhpur,Pipar Sahar,Khawaspura,General (Woman)
Jodhpur,Pipar Sahar,Kood,General
Jodhpur,Pipar Sahar,Kosana,General (Woman)
Jodhpur,Pipar Sahar,Madliya,OBC
Jodhpur,Pipar Sahar,Malavas,OBC
Jhunjhunu,Surajgarh,Kuloth Khurd,SC (Woman)
Jhunjhunu,Surajgarh,Lakhoo,OBC
Jhunjhunu,Surajgarh,Lotiya,SC
Jhunjhunu,Surajgarh,Mahpalwas,General (Woman)
Jhunjhunu,Surajgarh,Pilod,SC (Woman)
Jhunjhunu,Surajgarh,Sehi Kalan,SC (Woman)
Jhunjhunu,Surajgarh,Swami Sehi,General
Jhunjhunu,Udaipurwati,Papra,General (Woman)
Jhunjhunu,Udaipurwati,Ponkh,SC (Woman)
Jhunjhunu,Udaipurwati,Posana,General
Jhunjhunu,Udaipurwati,Raghunathpura,General
Jhunjhunu,Udaipurwati,Sarai,ST (Woman)
Jodhpur,Pipar Sahar,Nanan,General (Woman)
Jodhpur,Pipar Sahar,Paldisiddha,SC (Woman)
Jodhpur,Pipar Sahar,Ramdavaskalan,General (Woman)
Jodhpur,Pipar Sahar,Ratkudiya,OBC
Jodhpur,Pipar Sahar,Ravniyana,General
Jodhpur,Pipar Sahar,Riyan,General (Woman)
Jodhpur,Pipar Sahar,Salvakhurd,General (Woman)
Jhunjhunu,Surajgarh,Ureeka,General
Jhunjhunu,Udaipurwati,Seethal,General
Jhunjhunu,Udaipurwati,Signor,OBC
Jhunjhunu,Udaipurwati,Teetanwar,General
Jhunjhunu,Udaipurwati,Todi,OBC (Woman)
Jhunjhunu,Pilani,Badangarh,General (Woman)
Jalore,Sayla,Thalwad,General (Woman)
Jalore,Jaswantpura,Bansdadhanji,General (Woman)
Jodhpur,Pipar Sahar,Sathin,OBC
Jodhpur,Pipar Sahar,Shekhnagar,SC
Jodhpur,Pipar Sahar,Silari,General
Jodhpur,Pipar Sahar,Sindhipura,OBC (Woman)
Jodhpur,Pipar Sahar,Siyara,OBC (Woman)
Jodhpur,Pipar Sahar,Sovniya,SC (Woman)
Jodhpur,Pipar Sahar,Tilwasani,General
Jhunjhunu,Pilani,Bajawa,General (Woman)
Jhunjhunu,Pilani,Bangothari Kalan,SC
Jhunjhunu,Pilani,Beri,General (Woman)
Jhunjhunu,Pilani,Bhageena,OBC
Jhunjhunu,Pilani,Devrod,General (Woman)
Jalore,Jaswantpura,Bugaon,General (Woman)
Jalore,Jaswantpura,Chandur,General
Jalore,Jaswantpura,Dantlawas,General (Woman)
Jalore,Jaswantpura,Dorda,OBC
Jalore,Jaswantpura,Gajipura,SC
Jalore,Jaswantpura,Gejapura,General (Woman)
Jalore,Jaswantpura,Jaswantpura,OBC (Woman)
Jhunjhunu,Pilani,Dhindhawa Bichala,SC
Jhunjhunu,Pilani,Dobra,OBC
Jhunjhunu,Pilani,Doodwa,General
Jhunjhunu,Pilani,Dulania,SC (Woman)
Jhunjhunu,Pilani,Ghandawa,OBC
Jhunjhunu,Pilani,Ghumansar Kalan,General
Jaisalmer,Nachna,Aankal Ka Tala,ST (Woman)
Jalore,Jaswantpura,Jodvada,General (Woman)
Jalore,Jaswantpura,Kalapura,OBC
Jalore,Jaswantpura,Mandoli,OBC
Jalore,Jaswantpura,Mudtrasili,General
Jalore,Jaswantpura,Panseri,SC (Woman)
Jalore,Jaswantpura,Pavli,General
Jalore,Jaswantpura,Punag Kala,OBC (Woman)
Jhunjhunu,Pilani,Hameenpur,General (Woman)
Jhunjhunu,Pilani,Jherli,SC (Woman)
Jhunjhunu,Pilani,Kazi,SC
Jhunjhunu,Pilani,Kherla,General (Woman)
Jhunjhunu,Pilani,Khudania,General
Jhunjhunu,Pilani,Khudia,OBC (Woman)
Jhunjhunu,Pilani,Leekhawa,General
Jaisalmer,Nachna,Ajasar,General (Woman)
Jaisalmer,Nachna,Ascendra,General
Jaisalmer,Nachna,Avay,General (Woman)
Jaisalmer,Nachna,Bodana,General
Jaisalmer,Nachna,Chhayan,OBC (Woman)
Jaisalmer,Nachna,Dhakalvala Gaon,SC
Jaisalmer,Nachna,Ghantiyali,SC
Jaisalmer,Nachna,Jaliwala,OBC
Jaisalmer,Nachna,Madasar,OBC
Jalore,Jaswantpura,Puran,General
Jalore,Jaswantpura,Rajikavas,SC
Jalore,Jaswantpura,Rajpura,ST (Woman)
Jalore,Jaswantpura,Ramsin,General
Jalore,Jaswantpura,Savidar,SC (Woman)
Jalore,Jaswantpura,Sikvada,General (Woman)
Jhunjhunu,Pilani,Mandrella,General
Jhunjhunu,Pilani,Morwa,OBC (Woman)
Jhunjhunu,Pilani,Peepali,General (Woman)
Jhunjhunu,Pilani,Sujdola,General (Woman)
Jaisalmer,Sankda,Barali Nathusar,SC
Jodhpur,Aau,Chadi,General
Pali,Raipur,Amarpura,OBC (Woman)
Jaisalmer,Sam,Adbala,General (Woman)
Jaisalmer,Nachna,Nachana,OBC (Woman)
Jaisalmer,Nachna,Nokh,General (Woman)
Jaisalmer,Nachna,Panche Ka Tla,OBC
Jaisalmer,Nachna,Satyaya,General
Jaisalmer,Nachna,Sheikh Ka Tala,SC (Woman)
Jaisalmer,Nachna,Talariya,SC (Woman)
Jalore,Jaswantpura,Somta,General (Woman)
Jalore,Jaswantpura,Tatol,General
Jalore,Jaswantpura,Tevab,ST
Jalore,Jaswantpura,Thur,ST
Jhunjhunu,Pilani,Tigiyas,General
Jaisalmer,Sankda,Bhadaria (R),General
Jaisalmer,Sankda,Chowk,General
Jaisalmer,Sankda,Dalpatpura,OBC (Woman)
Jaisalmer,Sankda,Dholiya (R),OBC
Jaisalmer,Sankda,Didaniya,General (Woman)
Jaisalmer,Sankda,Eka,General (Woman)
Jaisalmer,Sankda,Gomat,General
Jaisalmer,Sankda,Indranagar,SC (Woman)
Jaisalmer,Sankda,Jaimla,SC (Woman)
Jaisalmer,Sankda,Kailava,General (Woman)
Jodhpur,Aau,Seoul City,SC (Woman)
Jodhpur,Aau,Suvap,ST
Jodhpur,Aau,Udaynagar,OBC
Pali,Raipur,Babra,General (Woman)
Pali,Raipur,Bagri,General (Woman)
Pali,Raipur,Bansiya,General
Pali,Raipur,Bar,OBC
Pali,Raipur,Birantiya Kalan,General
Jaisalmer,Sam,Balidad Ki Basti,OBC (Woman)
Jaisalmer,Sam,Bandha,SC
Jaisalmer,Sam,Barisiyala,General
Jaisalmer,Sam,Bida,OBC (Woman)
Jaisalmer,Sam,Chhatangarh,SC
Jaisalmer,Sam,Dabadi,SC (Woman)
Jaisalmer,Sam,Damodara,SC
Jaisalmer,Sam,Dav,General (Woman)
Jaisalmer,Sam,Dhanana,OBC (Woman)
Jaisalmer,Sam,Dhoba,SC
Jaisalmer,Sam,Fuliya,SC (Woman)
Jaisalmer,Sam,Habur,General
Jaisalmer,Sam,Harnau,OBC (Woman)
Jaisalmer,Sam,Hatar,SC (Woman)
Jaisalmer,Sankda,Khetolai,General (Woman)
Jaisalmer,Sankda,Lanva,General (Woman)
Jaisalmer,Sankda,Lathi,SC
Jaisalmer,Sankda,Madhupura,OBC
Jaisalmer,Sankda,Mandwa,General
Jaisalmer,Sankda,Modradi,ST
Jaisalmer,Sankda,Morani,ST (Woman)
Jaisalmer,Sankda,Nananiyai,OBC (Woman)
Jaisalmer,Sankda,Nedan,General
Pali,Raipur,Birantiya Khurd,OBC
Pali,Raipur,Butiwas,General (Woman)
Pali,Raipur,Chang,General (Woman)
Pali,Raipur,Chitad,General
Jaisalmer,Sam,Janra,SC
Jaisalmer,Sam,Kanoi,OBC (Woman)
Jaisalmer,Sam,Khuhdi,General (Woman)
Jaisalmer,Sam,Khuhdi,General
Jaisalmer,Sam,Khuivala,General
Jaisalmer,Sam,Kohariyo Ka Gaon,ST
Jaisalmer,Sam,Kolutala,ST (Woman)
Jaisalmer,Sam,Lunar,General
Jaisalmer,Sam,Mandhala,OBC (Woman)
Jaisalmer,Sam,Myajlar,General (Woman)
Jaisalmer,Sam,Netasi,OBC
Jaisalmer,Sam,Pochhnida,General (Woman)
Jaisalmer,Sam,Raghava,General
Jaisalmer,Sam,Ramgarh,General (Woman)
Jaisalmer,Sankda,Odhaniya,OBC
Jaisalmer,Sankda,Sada,General (Woman)
Jaisalmer,Sankda,Sanavada,OBC (Woman)
Jaisalmer,Sankda,Ujla,General
Pali,Raipur,Devalikalan,General
Pali,Raipur,Dipawas,General
Pali,Raipur,Giri,General
Pali,Raipur,Hajiwas,General
Pali,Raipur,Jhala Ki Chauki,General (Woman)
Jaisalmer,Sam,Sagro Ki Basti,OBC
Jaisalmer,Sam,Salkha,General
Jaisalmer,Sam,Sam,General
Jaisalmer,Sam,Satto,General
Jaisalmer,Sam,Shahgarh,OBC
Jaisalmer,Sam,Shahgarh,General (Woman)
Jaisalmer,Sam,Sipla,General (Woman)
Jaisalmer,Sam,Tanot,General (Woman)
Jaisalmer,Sam,Tejpala,OBC (Woman)
Jaisalmer,Sam,Turke Ki Basti,OBC
Pali,Raipur,Jhuntha,OBC
Pali,Raipur,Kalabkalan,OBC (Woman)
Pali,Raipur,Kalaliya,General (Woman)
Pali,Raipur,Kanuja,General (Woman)
Pali,Raipur,Kotkirana,SC (Woman)
Pali,Raipur,Kushalpura,General (Woman)
Jalore,Sanchore,Achalpur,General
Jhunjhunu,Singhana,Banwas,SC (Woman)
Pali,Raipur,Lilamba,General (Woman)
Pali,Raipur,Megdara (R),SC
Pali,Raipur,Messiyan,SC (Woman)
Pali,Raipur,Mohra Kalan,General
Pali,Raipur,Nanna,General (Woman)
Pali,Raipur,Nimberakalan,OBC (Woman)
Pali,Raipur,Paatan,SC (Woman)
Jalore,Sanchore,Arnai,General (Woman)
Jalore,Sanchore,Baverla,OBC
Jalore,Sanchore,Bhadruna,General (Woman)
Jalore,Sanchore,Bhadval,General
Jalore,Sanchore,Bichhavadi,OBC (Woman)
Jalore,Sanchore,Bijrol Kheda,General
Jalore,Sanchore,Chourau,General
Jhunjhunu,Singhana,Bhaisavta Khurd,General (Woman)
Jhunjhunu,Singhana,Bhodan,OBC (Woman)
Jhunjhunu,Singhana,Dana,OBC
Jhunjhunu,Singhana,Dhadot Kala,OBC
Pali,Raipur,Pachanpura,General
Pali,Raipur,Pipaliyakalan,General
Pali,Raipur,Pratap Garh,General
Pali,Raipur,Raatdiya,General
Pali,Raipur,Raipur,General (Woman)
Pali,Raipur,Rampurakalan,OBC
Pali,Raipur,Ravania (R),SC
Jalore,Sarnau,Data,General (Woman)
Jalore,Sanchore,Dangra (R),SC (Woman)
Jalore,Sanchore,Dantiya,General (Woman)
Jalore,Sanchore,Dhanta,General (Woman)
Jalore,Sanchore,Golasan,OBC
Jalore,Sanchore,Hariyali,OBC (Woman)
Jalore,Sanchore,Jakhal,General (Woman)
Jalore,Sanchore,Jelatara (R),ST (Woman)
Jalore,Sanchore,Karawadi,SC (Woman)
Jalore,Sanchore,Karola,OBC
Jhunjhunu,Singhana,Dhardana Kalan,General (Woman)
Jhunjhunu,Singhana,Dhurdana Khurd,General
Jhunjhunu,Singhana,Dumoli Khurd,OBC (Woman)
Jhunjhunu,Singhana,Gadakheda,General
Jhunjhunu,Singhana,Gujarvas,General (Woman)
Jhunjhunu,Singhana,Heerwa,General (Woman)
Pali,Raipur,Relada,General (Woman)
Pali,Raipur,Sabalpura,General (Woman)
Pali,Raipur,Sendra,General
Pali,Raipur,Sumel,OBC (Woman)
Jalore,Sarnau,Dugawa,General
Jalore,Sarnau,Gundau,General
Jalore,Sarnau,Kuda,SC
Jalore,Sarnau,Lachiwad,General (Woman)
Jalore,Sarnau,Mokhatra,ST
Jalore,Sarnau,Panchala,OBC (Woman)
Jalore,Sarnau,Rajeevnagar,General (Woman)
Jalore,Sarnau,Sankad,General (Woman)
Jalore,Sarnau,Sarnau,General (Woman)
Jalore,Sarnau,Sediya,General
Jalore,Sarnau,Surava,General
Jalore,Sanchore,Kilva,General (Woman)
Jalore,Sanchore,Kod,OBC (Woman)
Jalore,Sanchore,Paharpura,SC
Jalore,Sanchore,Paladar (R),SC
Jalore,Sanchore,Paldi Solindiyan,General (Woman)
Jalore,Sanchore,Pemana,General
Jalore,Sanchore,Pratappura,General (Woman)
Jalore,Sanchore,Servana,General
Jhunjhunu,Singhana,Makdo,General
Jhunjhunu,Singhana,Moi Bharu,SC (Woman)
Jhunjhunu,Singhana,Moi Sadda,General (Woman)
Jhunjhunu,Singhana,Muradpur,General
Jhunjhunu,Singhana,Pacheri Khurd,General
Jhunjhunu,Singhana,Puhania,General (Woman)
Jhunjhunu,Singhana,Shahpur,General (Woman)
Jhunjhunu,Singhana,Shyampura Mainana,OBC
Jhunjhunu,Singhana,Silarpuri,SC
Jhunjhunu,Singhana,Thali,General
Nagaur,Khinwasar,Berawas,SC
Nagaur,Khinwasar,Dehru,General
Nagaur,Khinwasar,Lalap,SC (Woman)
Nagaur,Riyan,Arniyala,OBC (Woman)
Nagaur,Riyan,Badyali,General
Nagaur,Riyan,Baggad,SC (Woman)
Nagaur,Riyan,Beejathal,General
Nagaur,Riyan,Bhawal,SC
Nagaur,Riyan,Chandiya Kalan,OBC
Nagaur,Riyan,Chundiya,General (Woman)
Nagaur,Riyan,Gawardi,General (Woman)
Nagaur,Riyan,Jadaukalan,SC
Nagaur,Riyan,Jasnagar,General
Nagaur,Riyan,Jaswantabad,OBC (Woman)
Nagaur,Riyan,Jatawas,General (Woman)
Nagaur,Riyan,Jhindiya,General
Nagaur,Riyan,Lampolai,General (Woman)
Nagaur,Riyan,Medas,SC
Nagaur,Riyan,Padu Khurd,OBC
Nagaur,Riyan,Padukalan,General (Woman)
Nagaur,Riyan,Riyabadi,General
Nagaur,Riyan,Rohisa,General (Woman)
Nagaur,Riyan,Sesra,SC (Woman)
Nagaur,Kuchaman,Mandawara,OBC
Nagaur,Kuchaman,Narayanpura,SC
Jalore,Bagoda,Bagoda,General (Woman)
Jalore,Bagoda,Bali,General
Jalore,Bagoda,Bhalani,General (Woman)
Jalore,Bagoda,Bijaliya,ST
Jalore,Bagoda,Chenpura,General (Woman)
Jalore,Bagoda,Dhumbadiya,OBC
Jalore,Bagoda,Dungarava,SC
Jalore,Bagoda,Jaisawas,ST
Jalore,Bagoda,Jeran,General (Woman)
Jalore,Bagoda,Jetu,OBC
Jalore,Bagoda,Kaleti,SC
Jalore,Bagoda,Kavatara,General
Jalore,Bagoda,Khokha,General
Jalore,Bagoda,Kuka,General (Woman)
Jalore,Bagoda,Lakhani,OBC (Woman)
Jalore,Bagoda,Lunavas,ST (Woman)
Jalore,Bagoda,Morseem,General (Woman)
Jalore,Bagoda,Nandiya,General
Jalore,Bagoda,Narsana,SC (Woman)
Jalore,Bagoda,Navapura Dhvecha,SC (Woman)
Jalore,Bagoda,Naya Morseem,OBC (Woman)
Jalore,Bagoda,Rah,General
Jalore,Bagoda,Rangala,General (Woman)
Jalore,Bagoda,Rauta,General (Woman)
Jalore,Bagoda,Sevadi,General
Jalore,Bagoda,Sobadawas,OBC
Jalore,Bagoda,Vada Bhadavi,General
Jalore,Bagoda,Wada Naya,OBC (Woman)
Nagaur,Makrana,Aasriwa,General (Woman)
Nagaur,Makrana,Altawa,SC (Woman)
Nagaur,Makrana,Bajoli,OBC (Woman)
Nagaur,Makrana,Besroli,OBC
Nagaur,Makrana,Bheechawa,General (Woman)
Nagaur,Makrana,Dabdikala,SC
Nagaur,Makrana,Devri,OBC (Woman)
Nagaur,Makrana,Jakhali,OBC (Woman)
Nagaur,Makrana,Khedi Sheela,General (Woman)
Nagaur,Makrana,Kukadod,SC (Woman)
Nagaur,Makrana,Loroli,General (Woman)
Nagaur,Makrana,Mamdoli,General
Nagaur,Makrana,Manana,General
Nagaur,Makrana,Modi Charana,General (Woman)
Nagaur,Makrana,Nimbadi,General
Nagaur,Makrana,Ramsiya,General (Woman)
Nagaur,Makrana,Ranigaon,SC
Nagaur,Parbatsar,Badu,General
Nagaur,Parbatsar,Bagot,General (Woman)
Nagaur,Parbatsar,Bajwas,SC
Nagaur,Parbatsar,Barev,OBC
Nagaur,Parbatsar,Bassi,SC (Woman)
Nagaur,Parbatsar,Bethwalia,OBC
Nagaur,Parbatsar,Bhadsiya,General (Woman)
Nagaur,Parbatsar,Bhadva,General (Woman)
Nagaur,Parbatsar,Bhakri Molas,General
Nagaur,Parbatsar,Bidiyad,SC
Nagaur,Parbatsar,Chitai,General
Nagaur,Parbatsar,Dhadhota,General
Nagaur,Parbatsar,Gangwan,SC (Woman)
Nagaur,Parbatsar,Gingoli,OBC
Nagaur,Parbatsar,Gudha,General (Woman)
Nagaur,Parbatsar,Gular,General (Woman)
Nagaur,Parbatsar,Harnawa Patti,General (Woman)
Nagaur,Parbatsar,Huldhani,SC
Nagaur,Parbatsar,Janjila,OBC (Woman)
Nagaur,Parbatsar,Javla,General
Nagaur,Parbatsar,Jhalara,General
Nagaur,Parbatsar,Kaletda,General
Nagaur,Parbatsar,Khidarpura,General (Woman)
Nagaur,Parbatsar,Khokhar,OBC (Woman)
Nagaur,Parbatsar,Kinsriya,SC
Nagaur,Parbatsar,Kundri,General
Nagaur,Parbatsar,Kurada,OBC
Nagaur,Parbatsar,Lalana Kala,OBC (Woman)
Nagaur,Parbatsar,Manglana,SC (Woman)
Nagaur,Parbatsar,Mayapur,OBC
Nagaur,Parbatsar,Morikhurd,General (Woman)
Nagaur,Parbatsar,Neniya,General
Nagaur,Parbatsar,Netiyas,General
Nagaur,Parbatsar,Peeh,General
Nagaur,Parbatsar,Pilawa,SC
Nagaur,Parbatsar,Pipalad,General (Woman)
Nagaur,Parbatsar,Rabadiyad,General (Woman)
Nagaur,Parbatsar,Rid,General (Woman)
Nagaur,Parbatsar,Rohindi,SC (Woman)
Nagaur,Parbatsar,Rughnathpura,OBC (Woman)
Nagaur,Parbatsar,Runija,General (Woman)
Nagaur,Parbatsar,Taparwada,General (Woman)
Nagaur,Deedwana,Aanguta,General (Woman)
Nagaur,Deedwana,Baliya,General
Nagaur,Deedwana,Barangana,General
Nagaur,Deedwana,Bheechawa,General (Woman)
Nagaur,Deedwana,Chholukha,OBC (Woman)
Nagaur,Deedwana,Dadu Basni,SC
Nagaur,Deedwana,Daulatpura,General (Woman)
Nagaur,Deedwana,Dayalpura,General
Nagaur,Deedwana,Dundoli,General (Woman)
Nagaur,Deedwana,Godraas,OBC
Nagaur,Deedwana,Kalvani,General (Woman)
Nagaur,Deedwana,Kerap,SC
Nagaur,Deedwana,Kharesh,SC (Woman)
Nagaur,Deedwana,Khatukhurd,General
Nagaur,Deedwana,Khunkhuna,General
Nagaur,Deedwana,Koliya,General (Woman)
Nagaur,Deedwana,Lalasari,General (Woman)
Nagaur,Deedwana,Lorolikala,OBC (Woman)
Nagaur,Deedwana,Mamdoda,OBC
Nagaur,Deedwana,Mandabaasni,SC
Nagaur,Deedwana,Mandukara,General
Nagaur,Deedwana,Mawa,General
Nagaur,Deedwana,Nimbi Khurd,SC (Woman)
Nagaur,Deedwana,Nimbikalan,OBC (Woman)
Nagaur,Deedwana,Palot,OBC (Woman)
Nagaur,Deedwana,Pawa,General
Nagaur,Deedwana,Pyanwa,SC (Woman)
Nagaur,Deedwana,Ramsabaas,OBC
Nagaur,Deedwana,Ransisar Jatan,SC (Woman)
Nagaur,Deedwana,Saniya,SC
Nagaur,Deedwana,Sherani Abad,General
Nagaur,Deedwana,Sigarawatkala,General
Nagaur,Deedwana,Singhana,OBC
Nagaur,Deedwana,Supka,General (Woman)
Nagaur,Deedwana,Thanu,General (Woman)
Nagaur,Degana,Aantroli Kalan,General (Woman)
Nagaur,Degana,Bachwari,General (Woman)
Nagaur,Degana,Banwarla,OBC
Nagaur,Degana,Barna,OBC
Nagaur,Degana,Butati,General
Nagaur,Degana,Chandaroon,General (Woman)
Nagaur,Degana,Choliyas,General
Nagaur,Degana,Chosli,OBC (Woman)
Nagaur,Degana,Chui,SC (Woman)
Nagaur,Degana,Chuva,SC (Woman)
Nagaur,Degana,Davoli Meethi,OBC (Woman)
Nagaur,Degana,Degana Gaon,General (Woman)
Nagaur,Degana,Edwa,General
Nagaur,Degana,Gonarda,General (Woman)
Nagaur,Degana,Gundisar,General
Nagaur,Degana,Gunsali,General
Nagaur,Degana,Jakheda,SC (Woman)
Nagaur,Degana,Jalsukhurd,SC
Nagaur,Degana,Jalsunanak,General
Nagaur,Degana,Kherva,OBC
Nagaur,Degana,Khinvtana,General (Woman)
Nagaur,Degana,Khudi Kalan,SC
Nagaur,Degana,Kirad,SC (Woman)
Nagaur,Degana,Kitalsar,SC
Nagaur,Degana,Manjhi,General (Woman)
Nagaur,Degana,Mogas,General
Nagaur,Degana,Nimbola Kalan,General
