"state","period","sample","fixed_effects","outcome","contrast","variance","n","clusters","left_n","right_n","left_clusters","right_clusters","common_clusters","left_mean","right_mean","estimate","standard_error","p_value","conf_low","conf_high","mde_80","bootstrap_seed","bootstrap_B","bootstrap_p","bootstrap_low","bootstrap_high"
"up","05_21","full",FALSE,"female_winner_2021","101-001","HC1",14117,449,1751,2959,418,438,411,0.214163335237007,0.210882054748226,0.00328128048878193,0.0123466706649597,0.79042610678692,-0.0209198254737673,0.0274823864513312,0.03459025002786,NA,NA,NA,NA,NA
"up","05_21","full",FALSE,"female_winner_2021","011-001","cluster",14117,449,930,2959,371,438,369,0.22258064516129,0.210882054748226,0.0116985904130644,0.0150060065209456,0.436041617389812,-0.0177923139064897,0.0411894947326186,0.0420406060519879,NA,NA,NA,NA,NA
"up","05_21","full",FALSE,"female_winner_2021","011-001","HC1",14117,449,930,2959,371,438,369,0.22258064516129,0.210882054748226,0.0116985904130644,0.0155704580059713,0.452465134276199,-0.0188215647213373,0.0422187455474661,0.043621964988778,NA,NA,NA,NA,NA
"up","05_21","full",TRUE,"female_winner_2021","111-000","cluster",14117,449,550,2177,295,427,288,0.287272727272727,0.165824529168581,0.114773181804965,0.0200565498230489,1.92359151944023e-08,0.0753565794606768,0.154189784149253,0.0561901335106001,120053,9999,0,0.075450969551951,0.153976348354122
"up","05_21","full",TRUE,"female_winner_2021","111-000","HC1",14117,449,550,2177,295,427,288,0.287272727272727,0.165824529168581,0.114773181804965,0.0208118160823175,3.5550132989761e-08,0.073979157485333,0.155567206124597,0.0583060762983065,120053,9999,0,0.075450969551951,0.153976348354122
"up","05_21","full",TRUE,"female_winner_2021","111-001","cluster",14117,449,550,2959,295,438,294,0.287272727272727,0.210882054748226,0.0678873951914374,0.0194822405991415,0.000541417940126009,0.0295994674447813,0.106175322938093,0.0545811572782751,120054,9999,0.0005000500050005,0.029548042228426,0.106452571141748
"up","05_21","full",TRUE,"female_winner_2021","111-001","HC1",14117,449,550,2959,295,438,294,0.287272727272727,0.210882054748226,0.0678873951914374,0.0205990541455753,0.000984423930436201,0.0275104135550305,0.108264376827844,0.0577100056013524,120054,9999,0.0005000500050005,0.029548042228426,0.106452571141748
"up","05_21","full",TRUE,"female_winner_2021","101-001","cluster",14117,449,1751,2959,418,438,411,0.214163335237007,0.210882054748226,-0.00096672919055673,0.013197321717404,0.94163834222195,-0.0269030735136838,0.0249696151325703,0.0369734214421602,120055,9999,0.941794179417942,-0.0267887613371189,0.0251510667799816
"up","05_21","full",TRUE,"female_winner_2021","101-001","HC1",14117,449,1751,2959,418,438,411,0.214163335237007,0.210882054748226,-0.00096672919055673,0.0123923275740528,0.937821002332022,-0.0252573970704383,0.0233239386893249,0.03471816174948,120055,9999,0.941794179417942,-0.0267887613371189,0.0251510667799816
"up","05_21","full",TRUE,"female_winner_2021","011-001","cluster",14117,449,930,2959,371,438,369,0.22258064516129,0.210882054748226,0.00457512671324599,0.0147352765447244,0.756334269895322,-0.0243837192059584,0.0335339726324504,0.0412821329525067,120056,9999,0.757575757575758,-0.024329454516159,0.0335367763292565
"up","05_21","full",TRUE,"female_winner_2021","011-001","HC1",14117,449,930,2959,371,438,369,0.22258064516129,0.210882054748226,0.00457512671324599,0.015566285890227,0.768829196370056,-0.0259369363696002,0.0350871897960922,0.0436102764509806,120056,9999,0.757575757575758,-0.024329454516159,0.0335367763292565
"up","05_21","restricted",FALSE,"female_winner_2021","111-000","cluster",2057,74,91,311,49,67,48,0.274725274725275,0.122186495176849,0.152538779548427,0.0476084412526361,0.00200999863870144,0.0576552929638277,0.247422266133027,0.133379105270785,NA,NA,NA,NA,NA
"up","05_21","restricted",FALSE,"female_winner_2021","111-000","HC1",2057,74,91,311,49,67,48,0.274725274725275,0.122186495176849,0.152538779548427,0.0504415280150414,0.00252493694953463,0.0536167676877796,0.251460791409075,0.141316239265971,NA,NA,NA,NA,NA
"up","05_21","restricted",FALSE,"female_winner_2021","111-001","cluster",2057,74,91,411,49,70,49,0.274725274725275,0.201946472019465,0.0727788027058114,0.0476625308767689,0.131092240467319,-0.0222124843442255,0.167770089755848,0.133530641962209,NA,NA,NA,NA,NA
"up","05_21","restricted",FALSE,"female_winner_2021","111-001","HC1",2057,74,91,411,49,70,49,0.274725274725275,0.201946472019465,0.0727788027058114,0.0509095404122579,0.152992628757615,-0.0270610387633007,0.172618644174924,0.142627415879907,NA,NA,NA,NA,NA
"up","05_21","restricted",FALSE,"female_winner_2021","101-001","cluster",2057,74,251,411,70,70,66,0.243027888446215,0.201946472019465,0.0410814164267507,0.0392749939584534,0.29901488758066,-0.0371935336517883,0.11935636650529,0.110032242515479,NA,NA,NA,NA,NA
"up","05_21","restricted",FALSE,"female_winner_2021","101-001","HC1",2057,74,251,411,70,70,66,0.243027888446215,0.201946472019465,0.0410814164267507,0.0336072756137926,0.221698310407626,-0.024826565501955,0.106989398355456,0.0941536465806497,NA,NA,NA,NA,NA
"up","05_21","restricted",FALSE,"female_winner_2021","011-001","cluster",2057,74,151,411,59,70,58,0.231788079470199,0.201946472019465,0.0298416074507341,0.0328031387442197,0.365965134402352,-0.0355349537866618,0.0952181686881301,0.0919007886135147,NA,NA,NA,NA,NA
"up","05_21","restricted",FALSE,"female_winner_2021","011-001","HC1",2057,74,151,411,59,70,58,0.231788079470199,0.201946472019465,0.0298416074507341,0.0397175376462433,0.452530821248659,-0.0480493463868621,0.10773256128833,0.11127206636956,NA,NA,NA,NA,NA
"up","05_21","restricted",TRUE,"female_winner_2021","111-000","cluster",2057,74,91,311,49,67,48,0.274725274725275,0.122186495176849,0.131441083260606,0.045393548294277,0.00498956593755449,0.0409718719761699,0.221910294545043,0.127173893898944,120061,9999,0.0064006400640064,0.0389624709540871,0.223135181894753
"up","05_21","restricted",TRUE,"female_winner_2021","111-000","HC1",2057,74,91,311,49,67,48,0.274725274725275,0.122186495176849,0.131441083260606,0.0505818142429323,0.00943052292922032,0.0322417868924208,0.230640379628792,0.141709263088335,120061,9999,0.0064006400640064,0.0389624709540871,0.223135181894753
"up","05_21","restricted",TRUE,"female_winner_2021","111-001","cluster",2057,74,91,411,49,70,49,0.274725274725275,0.201946472019465,0.0592352694517953,0.0443022512935322,0.185351059402864,-0.0290589900466644,0.147529528950255,0.124116532353086,120062,9999,0.188918891889189,-0.031630069681049,0.149485949351267
"up","05_21","restricted",TRUE,"female_winner_2021","111-001","HC1",2057,74,91,411,49,70,49,0.274725274725275,0.201946472019465,0.0592352694517953,0.0510249765059557,0.24581981073242,-0.0408331413466816,0.159303680250272,0.142950819933647,120062,9999,0.188918891889189,-0.031630069681049,0.149485949351267
"up","05_21","restricted",TRUE,"female_winner_2021","101-001","cluster",2057,74,251,411,70,70,66,0.243027888446215,0.201946472019465,0.0409625903707495,0.0385125890493607,0.291008609576372,-0.0357928889152034,0.117718069656702,0.107896300191948,120063,9999,0.295229522952295,-0.0368040049893667,0.119309580704501
"up","05_21","restricted",TRUE,"female_winner_2021","101-001","HC1",2057,74,251,411,70,70,66,0.243027888446215,0.201946472019465,0.0409625903707495,0.0324819846044741,0.207426572018468,-0.0227399490820795,0.104665129823578,0.0910010479228675,120063,9999,0.295229522952295,-0.0368040049893667,0.119309580704501
"up","05_21","restricted",TRUE,"female_winner_2021","011-001","cluster",2057,74,151,411,59,70,58,0.231788079470199,0.201946472019465,0.0294830492000431,0.0348033729964619,0.399690355084363,-0.039879973153178,0.0988460715532643,0.0975046153273597,120064,9999,0.402740274027403,-0.0415426967053523,0.10145962502218
"up","05_21","restricted",TRUE,"female_winner_2021","011-001","HC1",2057,74,151,411,59,70,58,0.231788079470199,0.201946472019465,0.0294830492000431,0.0395540277831119,0.456126587254704,-0.0480889355802501,0.107055033980336,0.110813979553996,120064,9999,0.402740274027403,-0.0415426967053523,0.10145962502218
