sample,variable,open,quota,difference,p,open_n,quota_n
Winners,Age,42.78971308607417,41.17976278724983,1.6099502988243444,1.932010341510488e-8,5716,5396
Winners,Children,2.0594821553533875,2.144180874722013,-0.0846987193686255,0.0028183525940465074,5716,5396
Winners,Graduate,0.23565430370888735,0.12305411415863603,0.11260018955025132,7.504059920802045e-55,5716,5396
Winners,Unemployed,0.099370188943317,0.6087842846553002,-0.5094140957119833,0,5716,5396
Winners,Log assets,12.931671783229135,12.556818108638781,0.37485367459035324,1.0511534081355075e-22,5716,5396
Candidates,Age,41.50027659456758,39.83224984066263,1.6680267539049538,5.669702085698808e-47,36154,31380
Candidates,Children,1.9022791392377199,2.0259400892288486,-0.12366094999112875,5.333194571779774e-27,36154,31380
Candidates,Graduate,0.2195607678265199,0.12836201402166986,0.09119875380485004,3.548474482454052e-218,36154,31380
Candidates,Unemployed,0.10690380040935996,0.6137667304015296,-0.5068629299921696,0,36154,31380
Candidates,Log assets,12.330247317920145,12.074513864486528,0.2557334534336171,3.727485017781786e-52,36154,31380
Women winners,Age,42.82219251336899,41.18032480866153,1.6418677047074581,0.013440087908015517,748,5357
Women winners,Children,2.1991978609625664,2.145603882770203,0.053593978192363334,0.4312116957030415,748,5357
Women winners,Graduate,0.11497326203208556,0.12320328542094455,-0.00823002338885899,0.5106185477160171,748,5357
Women winners,Unemployed,0.5307486631016043,0.6106029494119843,-0.07985428631038005,4.3260326107968004e-5,748,5357
Women winners,Log assets,12.557515452408786,12.556214391251308,0.0013010611574788555,0.9872161681882999,748,5357
Women candidates,Age,40.591411042944785,39.823778784083316,0.7676322588614681,0.004535128512474557,4075,31137
Women candidates,Children,2.0333742331288374,2.02761987346242,0.0057543596664175745,0.8269024813725104,4075,31137
Women candidates,Graduate,0.1649079754601227,0.12804701801715002,0.036860957442972686,1.776317232448496e-9,4075,31137
Women candidates,Unemployed,0.5484662576687117,0.6162443395317468,-0.06777808186303513,3.102891461599953e-16,4075,31137
Women candidates,Log assets,12.101427776473244,12.074979777450379,0.02644799902286543,0.47445112815439994,4075,31137
