year,variable,open,quota,difference,open_n,quota_n
2010,Age,41.59274424912628,40.1960390946502,1.3967051544760736,38342,19440
2010,Education,2.871524698763759,1.6723251028806487,1.19919959588311,38342,19440
2010,Assets (asinh),NA,NA,NA,0,0
2015,Age,41.462135288504975,40.313804412641595,1.1483308758633797,39826,20124
2015,Education,2.67074273087935,1.707960644007165,0.962782086872185,39826,20124
2015,Assets (asinh),NA,NA,NA,0,0
2021,Age,42.23780145821654,40.94099504499953,1.2968064132170056,39226,19778
2021,Education,2.8823309973620423,2.045802753522263,0.8365282438397794,37529,18667
2021,Assets (asinh),12.995371512918638,12.879162106400456,0.11620940651818223,39226,19778
