district,samiti,elex_gp,lgd_gp,lgd_gp_code,match_distance,match_quality,sl_no_2010
BARMER,BALOTRA,gangawas,Bhandiyawas,262330,0.23484848484848492,loose,barmer_balotra_gangawas
UDAIPUR,JHADOL,amiwara,Nainbara,262387,0.22023809523809523,loose,udaipur_jhadol_amiwara
UDAIPUR,JHADOL,pipalbara,Nainbara,262387,0.25000000000000006,loose,udaipur_jhadol_pipalbara
BARMER,CHOHTAN,bijasar,Jaisar,262418,0.130952380952381,strict,barmer_chohtan_bijasar
BARMER,CHOHTAN,talsar,Jaisar,262418,0.22222222222222238,loose,barmer_chohtan_talsar
DHAULPUR,BASERI,baseri,Barai,262428,0.17777777777777778,strict,dhaulpur_baseri_baseri
DHAULPUR,BASERI,golari,Barai,262428,0.3,loose,dhaulpur_baseri_golari
DAUSA,BANDIKUI,jhanjhirampura,Dwarapura,262436,0.2407407407407408,loose,dausa_bandikui_jhanjhirampura
DAUSA,BANDIKUI,nihalpura,Dwarapura,262436,0.29629629629629634,loose,dausa_bandikui_nihalpura
BARMER,SINDHARI,sindhari chosira,Sindhari Charnan,262491,0.1506410256410256,strict,barmer_sindhari_sindhari chosira
BARMER,SINDHARI,adarsh chawa,Sindhari Charnan,262491,0.24722222222222212,loose,barmer_sindhari_adarsh chawa
DUNGARPUR,SIMALWARA,badgama,Bhadar,262514,0.253968253968254,loose,dungarpur_simalwara_badgama
DUNGARPUR,SIMALWARA,bhaisara chhota,Bhadar,262514,0.27777777777777773,loose,dungarpur_simalwara_bhaisara chhota
UDAIPUR,KHERWARA,ketav,Katar,262536,0.26666666666666666,loose,udaipur_kherwara_ketav
UDAIPUR,KHERWARA,pahar,Katar,262536,0.26666666666666666,loose,udaipur_kherwara_pahar
DHAULPUR,DHAULPUR,nuhera,Khera,262571,0.17777777777777778,strict,dhaulpur_dhaulpur_nuhera
DHAULPUR,DHAULPUR,piphera,Khera,262571,0.20952380952380956,loose,dhaulpur_dhaulpur_piphera
DHAULPUR,DHAULPUR,kantheri,Khera,262571,0.25833333333333336,loose,dhaulpur_dhaulpur_kantheri
DUNGARPUR,DUNGARPUR,hathai,Bhatwada,262585,0.27777777777777785,loose,dungarpur_dungarpur_hathai
DUNGARPUR,DUNGARPUR,mandawa,Bhatwada,262585,0.28690476190476194,loose,dungarpur_dungarpur_mandawa
DUNGARPUR,DUNGARPUR,kanhari,Chak Mahuri,262624,0.2546897546897547,loose,dungarpur_dungarpur_kanhari
DUNGARPUR,DUNGARPUR,pohri khaturat,Chak Mahuri,262624,0.29076479076479084,loose,dungarpur_dungarpur_pohri khaturat
JAISALMER,SANKRA,manasar,Sanawara,262632,0.22023809523809523,loose,jaisalmer_sankra_manasar
JAISALMER,SANKRA,pannasar,Sanawara,262632,0.25000000000000006,loose,jaisalmer_sankra_pannasar
UDAIPUR,SARADA,bhalriya,Sarsiya,262738,0.22023809523809523,loose,udaipur_sarada_bhalriya
UDAIPUR,SARADA,semari,Sarsiya,262738,0.253968253968254,loose,udaipur_sarada_semari
UDAIPUR,SARADA,shyampura ja,Kharbar A,262751,0.27777777777777785,loose,udaipur_sarada_shyampura ja
UDAIPUR,SARADA,shyampura sa,Kharbar A,262751,0.27777777777777785,loose,udaipur_sarada_shyampura sa
BARMER,CHOHTAN,meetha ka tala,Mate Ka Tala,262763,0.07539682539682548,strict,barmer_chohtan_meetha ka tala
BARMER,CHOHTAN,sarupe ka tala,Mate Ka Tala,262763,0.1507936507936509,strict,barmer_chohtan_sarupe ka tala
BARMER,BAYTOO,mudho ki dhani,Hudon Ki Dhani,262771,0.08608058608058612,strict,barmer_baytoo_mudho ki dhani
BARMER,BAYTOO,heera ki dhani,Hudon Ki Dhani,262771,0.19047619047619044,strict,barmer_baytoo_heera ki dhani
UDAIPUR,GIRWA,parmda,Umarda,262791,0.21111111111111114,loose,udaipur_girwa_parmda
UDAIPUR,GIRWA,sakroda,Umarda,262791,0.253968253968254,loose,udaipur_girwa_sakroda
BIKANER,KOLAYAT,ranjitpura,Gangapura,294041,0.24444444444444452,loose,bikaner_kolayat_ranjitpura
BIKANER,KOLAYAT,barsalpur,Gangapura,294041,0.29629629629629634,loose,bikaner_kolayat_barsalpur
BIKANER,KOLAYAT,nagrasar,Ranasar,294044,0.08928571428571432,strict,bikaner_kolayat_nagrasar
BIKANER,KOLAYAT,manakasar,Ranasar,294044,0.2142857142857143,loose,bikaner_kolayat_manakasar
BHARATPUR,WEIR,alipur,Raipur,294127,0.11111111111111106,strict,bharatpur_weir_alipur
BHARATPUR,WEIR,mainapura,Raipur,294127,0.20370370370370378,loose,bharatpur_weir_mainapura
UDAIPUR,JHADOL,sada,Saldari,294186,0.142857142857143,strict,udaipur_jhadol_sada
UDAIPUR,JHADOL,madari,Saldari,294186,0.1507936507936509,strict,udaipur_jhadol_madari
UDAIPUR,KHERWARA,patiya,Palsiya,294207,0.1507936507936509,strict,udaipur_kherwara_patiya
UDAIPUR,KHERWARA,pipli a,Palsiya,294207,0.28571428571428575,loose,udaipur_kherwara_pipli a
JAISALMER,SANKRA,bhaisda,Bhadriya,294266,0.18650793650793648,strict,jaisalmer_sankra_bhaisda
JAISALMER,SANKRA,ratdiya,Bhadriya,294266,0.22023809523809523,loose,jaisalmer_sankra_ratdiya
JAIPUR,BASSI,patan,Ghata,294290,0.26666666666666666,loose,jaipur_bassi_patan
JAIPUR,BASSI,kanota,Ghata,294290,0.3,loose,jaipur_bassi_kanota
CHURU,SUJANGARH,jogalsar,Kolasar,294331,0.18650793650793648,strict,churu_sujangarh_jogalsar
CHURU,SUJANGARH,lalgarh,Kolasar,294331,0.28571428571428575,loose,churu_sujangarh_lalgarh
JAIPUR,KOTPUTLI,chaturbhuj,Churi,294355,0.26666666666666666,loose,jaipur_kotputli_chaturbhuj
JAIPUR,KOTPUTLI,bhuri bhadaj,Churi,294355,0.2888888888888889,loose,jaipur_kotputli_bhuri bhadaj
NAGAUR,NAGAUR,tausar,Mundasar,294386,0.24722222222222212,loose,nagaur_nagaur_tausar
NAGAUR,NAGAUR,pabusar,Mundasar,294386,0.28690476190476194,loose,nagaur_nagaur_pabusar
UDAIPUR,SALUMBAR,payara,Jawarda,294492,0.253968253968254,loose,udaipur_salumbar_payara
UDAIPUR,SALUMBAR,jhallar,Jawarda,294492,0.28571428571428575,loose,udaipur_salumbar_jhallar
UDAIPUR,GIRWA,sulawas,Kaliwas,294498,0.2571428571428572,loose,udaipur_girwa_sulawas
UDAIPUR,GIRWA,vali,Kaliwas,294498,0.2738095238095238,loose,udaipur_girwa_vali
UDAIPUR,GIRWA,somakhera,Naya Khera,294505,0.24444444444444452,loose,udaipur_girwa_somakhera
UDAIPUR,GIRWA,savina khera gramin,Naya Khera,294505,0.24580896686159848,loose,udaipur_girwa_savina khera gramin
DUNGARPUR,SIMALWARA,bhaimai,Bhandari,294844,0.22023809523809523,loose,dungarpur_simalwara_bhaimai
DUNGARPUR,SIMALWARA,bavdi,Bhandari,294844,0.23333333333333345,loose,dungarpur_simalwara_bavdi
SIKAR,NEEM KA THANA,hasampur,Harjanpura,294845,0.21666666666666667,loose,sikar_neem ka thana_hasampur
SIKAR,NEEM KA THANA,rajpura,Harjanpura,294845,0.24285714285714294,loose,sikar_neem ka thana_rajpura
SIKAR,NEEM KA THANA,biharipur,Harjanpura,294845,0.24444444444444452,loose,sikar_neem ka thana_biharipur
SIKAR,NEEM KA THANA,kishorpura,Harjanpura,294845,0.26666666666666666,loose,sikar_neem ka thana_kishorpura
SIKAR,NEEM KA THANA,charanwas puranawas,Harjanpura,294845,0.2828460038986355,loose,sikar_neem ka thana_charanwas puranawas
UDAIPUR,GOGUNDA,padrada,Madarda,295104,0.1507936507936509,strict,udaipur_gogunda_padrada
UDAIPUR,GOGUNDA,sayara,Madarda,295104,0.253968253968254,loose,udaipur_gogunda_sayara
BARMER,CHOHTAN,panoriya,Parariya,295280,0.1666666666666667,strict,barmer_chohtan_panoriya
BARMER,CHOHTAN,harpaliya,Parariya,295280,0.1871693121693123,strict,barmer_chohtan_harpaliya
BARMER,CHOHTAN,janpaliya,Parariya,295280,0.25000000000000006,loose,barmer_chohtan_janpaliya
BARMER,BARMER,gardiya,Ramderiya,295353,0.2142857142857143,loose,barmer_barmer_gardiya
BARMER,BARMER,ramsar,Ramderiya,295353,0.29629629629629634,loose,barmer_barmer_ramsar
JAISALMER,SAM,lakha,Salkha,295386,0.12222222222222213,strict,jaisalmer_sam_lakha
JAISALMER,SAM,salkha damodara,Salkha,295386,0.20000000000000007,loose,jaisalmer_sam_salkha damodara
BARMER,SHEO,shiv,Shivaji Nagar,295412,0.2307692307692309,loose,barmer_sheo_shiv
BARMER,SHEO,jaisindhar gaon,Shivaji Nagar,295412,0.24508547008547016,loose,barmer_sheo_jaisindhar gaon
JAISALMER,SAM,mandai,Mandhla,295427,0.1507936507936509,strict,jaisalmer_sam_mandai
JAISALMER,SAM,modha,Mandhla,295427,0.20952380952380956,loose,jaisalmer_sam_modha
JAISALMER,SAM,mulana,Mandhla,295427,0.253968253968254,loose,jaisalmer_sam_mulana
