file,producer_script,consumer_scripts,key_cols,abs_path,exists,modified_time,n_rows,n_unique_keys,key_is_unique,invalid_rows
data/external/lgd/lgd_up_block_gp.csv,local_elections_up,01g_audit_crosswalk_provenance.R;03d_audit_shrug_coverage.R,gp_code,/private/tmp/quota-raj-canonical-cache/local_elections_up/5d4659d9ad2d9ccb11b6030d3f24fec1deba408e/data/external/lgd/lgd_up_block_gp.csv,TRUE,2026-09-13 12:15:49.994927,57695,57695,TRUE,0
data/crosswalks/active/up_block_xwalk.csv,local_elections_up,01g_audit_crosswalk_provenance.R,"elex_district,elex_block",/private/tmp/quota-raj-canonical-cache/local_elections_up/5d4659d9ad2d9ccb11b6030d3f24fec1deba408e/data/crosswalks/active/up_block_xwalk.csv,TRUE,2026-09-13 12:15:49.409859,685,685,TRUE,0
data/source/geography/raj_district_xwalk.csv,local_elections_rajasthan,01g_audit_crosswalk_provenance.R,elex_district_raw,/private/tmp/quota-raj-canonical-cache/local_elections_rajasthan/0b0dbf254c9e54f9fa162ce7d370644ba682acaf/data/source/geography/raj_district_xwalk.csv,TRUE,2026-03-26 15:29:48.546632,74,74,TRUE,0
data/source/geography/raj_samiti_std.csv,local_elections_rajasthan,01g_audit_crosswalk_provenance.R,"district_std,samiti_raw",/private/tmp/quota-raj-canonical-cache/local_elections_rajasthan/0b0dbf254c9e54f9fa162ce7d370644ba682acaf/data/source/geography/raj_samiti_std.csv,TRUE,2026-03-26 17:00:19.634363,628,628,TRUE,0
data/source/geography/raj_samiti_xwalk.csv,local_elections_rajasthan,01g_audit_crosswalk_provenance.R,"elex_district,elex_samiti",/private/tmp/quota-raj-canonical-cache/local_elections_rajasthan/0b0dbf254c9e54f9fa162ce7d370644ba682acaf/data/source/geography/raj_samiti_xwalk.csv,TRUE,2026-03-26 17:00:19.618513,628,628,TRUE,0
data/source/geography/lgd_raj_block_gp.csv,local_elections_rajasthan,01g_audit_crosswalk_provenance.R,gp_code,/private/tmp/quota-raj-canonical-cache/local_elections_rajasthan/0b0dbf254c9e54f9fa162ce7d370644ba682acaf/data/source/geography/lgd_raj_block_gp.csv,TRUE,2026-03-24 18:22:56.279217,11071,11071,TRUE,0
