district,block,elex_gp,lgd_gp,lgd_gp_code,match_distance,gp_match_type,key_2010
Basti,Parsrampur,Ragghupur,Raghunathpur,54373,0.14814814814814825,fuzzy,up2010__row1398
Basti,Parsrampur,Ranipur,Ranipur,54376,0,exact,up2010__row32256
Basti,Parsrampur,Ganipur,Ranipur,54376,0.09523809523809525,fuzzy,up2010__row48566
Basti,Ramnagar,Adampur,Adampur,54388,0,exact,up2010__row581
Basti,Ramnagar,Gadapurchak,Adampur,54388,0.19913419913419916,fuzzy,up2010__row9637
Basti,Ramnagar,Ahiraula,Ahiraula,54389,0,exact,up2010__row409
Basti,Ramnagar,Baidaula,Ahiraula,54389,0.1666666666666667,fuzzy,up2010__row25806
Basti,Ramnagar,Bholapur,Bholapur,54407,0,exact,up2010__row27520
Basti,Ramnagar,Bhanpur,Bholapur,54407,0.130952380952381,fuzzy,up2010__row26830
Basti,Ramnagar,Chirai Bujurg,Chirai Bujurg,54410,0,exact,up2010__row11898
Basti,Ramnagar,Siswa Bujurg,Chirai Bujurg,54410,0.18589743589743588,fuzzy,up2010__row38277
Basti,Ramnagar,Khoriya,Khoria,54426,0.04761904761904765,fuzzy,up2010__row9231
Basti,Ramnagar,Kohra,Khoria,54426,0.12222222222222213,fuzzy,up2010__row1467
Basti,Raudhauli,Bakhariya,Bakharia,54464,0.037037037037037104,fuzzy,up2010__row22463
Basti,Raudhauli,Bankatia,Bakharia,54464,0.1666666666666667,fuzzy,up2010__row23050
Basti,Raudhauli,Bharoli,Bharouli,54468,0.04166666666666672,fuzzy,up2010__row26637
Basti,Raudhauli,Tharoli,Bharouli,54468,0.130952380952381,fuzzy,up2010__row15812
Basti,Saltoya Gopalpur,Basdila,Basdiliya,54540,0.07407407407407415,fuzzy,up2010__row48636
Basti,Saltoya Gopalpur,Vasdiliya,Basdiliya,54540,0.07407407407407415,fuzzy,up2010__row48639
Basti,Saltoya Gopalpur,Hasanapur,Hasanpur,54558,0.037037037037037104,fuzzy,up2010__row48653
Basti,Saltoya Gopalpur,Bhagwanpur,Hasanpur,54558,0.14166666666666666,fuzzy,up2010__row26089
Basti,Saugahat,Jharkatiya,Jharkatia,54635,0.033333333333333416,fuzzy,up2010__row48464
Basti,Saugahat,Marwatia,Jharkatia,54635,0.19444444444444453,fuzzy,up2010__row48437
Basti,Saugahat,Sihaari,Sihari,54676,0.04761904761904765,fuzzy,up2010__row48456
Basti,Saugahat,Bihira,Sihari,54676,0.17777777777777778,fuzzy,up2010__row1365
Basti,Bikramjot,Niyamatpur,Niyamatpur,54732,0,exact,up2010__row18887
Basti,Bikramjot,Sitarampur,Niyamatpur,54732,0.19583333333333336,fuzzy,up2010__row38442
Bijnaur,Afzalgarah,Harewala,Harewali,54773,0.08333333333333338,fuzzy,up2010__row40202
Bijnaur,Afzalgarah,hareweli,Harewali,54773,0.08333333333333338,fuzzy,up2010__row40203
Bijnaur,Afzalgarah,Khijarpur,Khijarpur,54785,0,exact,up2010__row8747
Bijnaur,Afzalgarah,Harpur,Khijarpur,54785,0.11111111111111122,fuzzy,up2010__row40048
Bijnaur,Syohara,Mahmudpur,Mahmudpur,54844,0,exact,up2010__row447
Bijnaur,Syohara,Maksudpur,Mahmudpur,54844,0.14814814814814825,fuzzy,up2010__row27689
Bijnaur,Haldaur,Fatehpur Kala,Fatehpur Kala,54980,0,exact,up2010__row22021
Bijnaur,Haldaur,Fatehpur Nauabad,Fatehpur Kala,54980,0.15544871794871795,fuzzy,up2010__row22041
Bijnaur,Haldaur,Sharifpur,Shareef Pur,55038,0.12794612794612809,fuzzy,up2010__row35289
Bijnaur,Haldaur,Sherpur,Shareef Pur,55038,0.1688311688311689,fuzzy,up2010__row35873
Bijnaur,Jalilpur,Karal,Karaal,55090,0.05555555555555556,fuzzy,up2010__row1451
Bijnaur,Jalilpur,Kakarala,Karaal,55090,0.1388888888888889,fuzzy,up2010__row4975
Bijnaur,Kiratpur,Shahpur Sukkha,Shahpur Sukha,55195,0.02380952380952378,fuzzy,up2010__row35559
Bijnaur,Kiratpur,Shahlipr A,Shahpur Sukha,55195,0.19487179487179482,fuzzy,up2010__row35580
Bijnaur,Mau Pur Devmal,Ramjiwala,Ramjiwala,55385,0,exact,up2010__row32343
Bijnaur,Mau Pur Devmal,Kajiwala,Ramjiwala,55385,0.11574074074074082,fuzzy,up2010__row6396
Bijnaur,Najibabad,Bhaguwala,Bhaguwala,55413,0,exact,up2010__row26799
Bijnaur,Najibabad,Bhadaula,Bhaguwala,55413,0.16335978835978843,fuzzy,up2010__row26455
Bijnaur,Najibabad,Jahanabad,Jahanabad,55432,0,exact,up2010__row13434
Bijnaur,Najibabad,Aurangabad,Jahanabad,55432,0.1740740740740741,fuzzy,up2010__row4859
Bijnaur,Najibabad,Sadatpur,Sadatpur,55477,0,exact,up2010__row37512
Bijnaur,Najibabad,Saufatpur,Sadatpur,55477,0.11574074074074082,fuzzy,up2010__row39665
Bijnaur,Noorpur,Askaripur,Askaripur,55586,0,exact,up2010__row3179
Bijnaur,Noorpur,Madaripur,Askaripur,55586,0.14814814814814825,fuzzy,up2010__row28303
Bijnaur,Noorpur,Aurangabad,Aurangabad,55589,0,exact,up2010__row4858
Bijnaur,Noorpur,Maurana,Aurangabad,55589,0.18095238095238095,fuzzy,up2010__row31196
Bijnaur,Noorpur,Pahuli,Pahuli,55645,0,exact,up2010__row20907
Bijnaur,Noorpur,Pauti,Pahuli,55645,0.17777777777777778,fuzzy,up2010__row21849
Budaun,Aasfpur,Hardaspur,Hardaspur,55762,0,exact,up2010__row39958
Budaun,Aasfpur,Aasfpur,Hardaspur,55762,0.1587301587301588,fuzzy,up2010__row3641
Budaun,Bisauli,Taraapur,Tarapur,55863,0.04166666666666672,fuzzy,up2010__row41971
Budaun,Bisauli,Ratanpur,Tarapur,55863,0.08928571428571432,fuzzy,up2010__row41975
Budaun,Dahagawa,Vairpur Manpur,Bairpur Manpur,55868,0.04761904761904765,fuzzy,up2010__row35170
Budaun,Dahagawa,Vazirpur Thanpur,Bairpur Manpur,55868,0.130952380952381,fuzzy,up2010__row34311
Budaun,Gunnaur,Makhdumpur,Makhdumpur,56030,0,exact,up2010__row27705
Budaun,Gunnaur,Mahmudpur,Makhdumpur,56030,0.07037037037037047,fuzzy,up2010__row42063
Budaun,Junawai,Qadra bad,Kadrabad,56197,0.11574074074074082,fuzzy,up2010__row6425
Budaun,Junawai,Hyderabad,Kadrabad,56197,0.19444444444444453,fuzzy,up2010__row40749
Budaun,Salarpur,Kunar,Kunar,56516,0,exact,up2010__row7011
Budaun,Salarpur,Kundara,Kunar,56516,0.09523809523809525,fuzzy,up2010__row6937
Budaun,Salarpur,Rafiabad,Rafia Bad,56532,0.037037037037037104,fuzzy,up2010__row31641
Budaun,Salarpur,Faqihabad,Rafia Bad,56532,0.19576719576719587,fuzzy,up2010__row21955
Budaun,Samarer,Guldia,Guladiya,56563,0.1666666666666667,fuzzy,up2010__row10135
Budaun,Samarer,Nadiya,Guladiya,56563,0.18055555555555555,fuzzy,up2010__row18431
Budaun,Ujhani,Chandau,Chandau,56616,0,exact,up2010__row11444
Budaun,Ujhani,Chandanpur,Chandau,56616,0.09999999999999999,fuzzy,up2010__row11452
Bulandshahr,Anupshahr,BichoaulLaa,Bichaula,56759,0.09090909090909088,fuzzy,up2010__row24862
Bulandshahr,Anupshahr,Ainchaura,Bichaula,56759,0.19444444444444453,fuzzy,up2010__row4675
Bulandshahr,Anupshahr,Dungra Jogi,Dungara Jogi,56767,0.058080808080808156,fuzzy,up2010__row14794
Bulandshahr,Anupshahr,Dugara,Dungara Jogi,56767,0.1666666666666667,fuzzy,up2010__row16422
Bulandshahr,Anupshahr,Mauharsa,Mauharsa,56786,0,exact,up2010__row31242
Bulandshahr,Anupshahr,Sauharkha,Mauharsa,56786,0.19444444444444453,fuzzy,up2010__row39689
Bulandshahr,Arniyaan,Karaura,Karaura,56838,0,exact,up2010__row6020
Bulandshahr,Arniyaan,Kharaula,Karaura,56838,0.130952380952381,fuzzy,up2010__row6311
Bulandshahr,Arniyaan,Pala,Pala,56851,0,exact,up2010__row20490
Bulandshahr,Arniyaan,Palda,Pala,56851,0.06666666666666678,fuzzy,up2010__row20481
Bulandshahr,Arniyaan,Surajavali,Surjawali,56865,0.14537037037037034,fuzzy,up2010__row38716
Bulandshahr,Arniyaan,Khurawali,Surjawali,56865,0.14814814814814825,fuzzy,up2010__row8904
Bulandshahr,Bulandshahr,Kahira,Kahira,56944,0,exact,up2010__row6602
Bulandshahr,Bulandshahr,Sikhaira,Kahira,56944,0.1666666666666667,fuzzy,up2010__row37818
Bulandshahr,Danpur,Kariri,Kariri,57020,0,exact,up2010__row5946
Bulandshahr,Danpur,Kharikvari,Kariri,57020,0.13333333333333336,fuzzy,up2010__row8508
Bulandshahr,Danpur,Sabalpur,Sabalpur,57040,0,exact,up2010__row36407
Bulandshahr,Danpur,Aidalpur,Sabalpur,57040,0.1666666666666667,fuzzy,up2010__row4685
Bulandshahr,Danpur,Sheikhupur,Shekhupur,57043,0.033333333333333416,fuzzy,up2010__row35840
Bulandshahr,Danpur,Ishnupur,Shekhupur,57043,0.19444444444444453,fuzzy,up2010__row4067
Bulandshahr,Dibai,Pala Kaser,Palakser,57089,0.06666666666666678,fuzzy,up2010__row20492
Bulandshahr,Dibai,O.Badakser,Palakser,57089,0.19444444444444453,fuzzy,up2010__row4735
Bulandshahr,Khujra,Bhaipur,Bhaipur,57219,0,exact,up2010__row26758
Bulandshahr,Khujra,Bhidhepur,Bhaipur,57219,0.1587301587301588,fuzzy,up2010__row25137
Bulandshahr,Khujra,Mirpur,Mirpur,57252,0,exact,up2010__row30006
Bulandshahr,Khujra,Ibrapur,Mirpur,57252,0.1507936507936509,fuzzy,up2010__row3866
Bulandshahr,Lakhauti,Jaut,Jauth,57287,0.06666666666666678,fuzzy,up2010__row13960
Bulandshahr,Lakhauti,Pauth,Jauth,57287,0.13333333333333336,fuzzy,up2010__row21853
Bulandshahr,Shikarpur,Barauli,Barauli,57393,0,exact,up2010__row23846
Bulandshahr,Shikarpur,Parauli,Barauli,57393,0.09523809523809525,fuzzy,up2010__row20846
Bulandshahr,Shikarpur,Sarawa,Sarawa,57441,0,exact,up2010__row36952
Bulandshahr,Shikarpur,Saraganw,Sarawa,57441,0.1388888888888889,fuzzy,up2010__row36587
Bulandshahr,Sikandrabad,Bharana,Bharana,57460,0,exact,up2010__row41284
Bulandshahr,Sikandrabad,Bailana,Bharana,57460,0.19047619047619044,fuzzy,up2010__row41310
Bulandshahr,Unchagaon,Kamalpur,Kamalpur,57574,0,exact,up2010__row5622
Bulandshahr,Unchagaon,Amarpur,Kamalpur,57574,0.130952380952381,fuzzy,up2010__row2421
Chandauli,Barhani,Kajhera,Kajhara,57631,0.1507936507936509,fuzzy,up2010__row5081
Chandauli,Barhani,Kavarua,Kajhara,57631,0.19047619047619044,fuzzy,up2010__row852
Chandauli,Barhani,Narayanpur,Naraynpur,57646,0.033333333333333416,fuzzy,up2010__row18327
Chandauli,Barhani,Manrajpur,Naraynpur,57646,0.19576719576719587,fuzzy,up2010__row28409
Chandauli,Chakia,Bhishampur,Bhikhampur,57762,0.06666666666666678,fuzzy,up2010__row27121
Chandauli,Chakia,Bhavpur,Bhikhampur,57762,0.18095238095238095,fuzzy,up2010__row26875
Chandauli,Shahababganj,Vadaura,Baraura,58079,0.19047619047619044,fuzzy,up2010__row34325
Chandauli,Shahababganj,Hadaura,Baraura,58079,0.19047619047619044,fuzzy,up2010__row50392
Chandauli,Shahababganj,Sairaan,Saraiya,58125,0.17857142857142858,fuzzy,up2010__row39380
Chandauli,Shahababganj,Padriya,Saraiya,58125,0.19047619047619044,fuzzy,up2010__row50414
Chandauli,Sakaldeeha,Raipura,Raipura,58203,0,exact,up2010__row50143
Chandauli,Sakaldeeha,Ibrapur,Raipura,58203,0.17857142857142858,fuzzy,up2010__row50178
Chitrakoot,Karwi (Chitrakoot),Baihar,Baihar,58226,0,exact,up2010__row25888
Chitrakoot,Karwi (Chitrakoot),Bihaara,Baihar,58226,0.130952380952381,fuzzy,up2010__row25096
Chitrakoot,Karwi (Chitrakoot),Bhagwatpur,Bhagawatpur,58235,0.06363636363636369,fuzzy,up2010__row26045
Chitrakoot,Karwi (Chitrakoot),Bharatpur,Bhagawatpur,58235,0.12794612794612809,fuzzy,up2010__row26853
Chitrakoot,Karwi (Chitrakoot),Khoh,Khoh,58273,0,exact,up2010__row9241
Chitrakoot,Karwi (Chitrakoot),Khohi,Khoh,58273,0.06666666666666678,fuzzy,up2010__row9242
Chitrakoot,Manikpur,Agarhuda,Agarhunda,58317,0.037037037037037104,fuzzy,up2010__row45229
Chitrakoot,Manikpur,Baghauda,Agarhunda,58317,0.16335978835978843,fuzzy,up2010__row22577
Chitrakoot,Mau,Mandor,Mandaur,58413,0.1507936507936509,fuzzy,up2010__row45115
Chitrakoot,Mau,Mankuwar,Mandaur,58413,0.18650793650793648,fuzzy,up2010__row45126
Chitrakoot,Pahadi,Mirzapur,Mirzapur,58490,0,exact,up2010__row29833
Chitrakoot,Pahadi,Raipur,Mirzapur,58490,0.1666666666666667,fuzzy,up2010__row32795
Chitrakoot,Pahadi,Nandi,Nandi,58494,0,exact,up2010__row18655
Chitrakoot,Pahadi,Naini,Nandi,58494,0.13333333333333336,fuzzy,up2010__row19182
Itawah,Badh. Pura,Badhpura,Badpura,60422,0.04166666666666672,fuzzy,up2010__row22865
Itawah,Badh. Pura,Rajpura,Badpura,60422,0.19047619047619044,fuzzy,up2010__row31423
Itawah,Badh. Pura,Bhaupura,Bhaupura,60431,0,exact,up2010__row26780
Itawah,Badh. Pura,Vighupura,Bhaupura,60431,0.19444444444444453,fuzzy,up2010__row35027
Itawah,Basrehar,Santoshpur Unwa,Santoshpur Unva,60516,0.04444444444444449,fuzzy,up2010__row43382
Itawah,Basrehar,Santoshpur Dhar,Santoshpur Unva,60516,0.13333333333333336,fuzzy,up2010__row36246
Itawah,Jaswantnagar,Jagsaura,Jagsaura,60642,0,exact,up2010__row43295
Itawah,Jaswantnagar,Ajnaura,Jagsaura,60642,0.18650793650793648,fuzzy,up2010__row1944
Itawah,Jaswantnagar,Mahamai,Mahamai,60654,0,exact,up2010__row29186
Itawah,Jaswantnagar,Mahalai,Mahamai,60654,0.09523809523809525,fuzzy,up2010__row29137
Itawah,Mahewa,Ludhiyani,Ludhiyani,60721,0,exact,up2010__row43426
Itawah,Mahewa,Uzhiyani,Ludhiyani,60721,0.11574074074074082,fuzzy,up2010__row4170
Faizabad,Masaudha,Ballipur,Ballipur,61025,0,exact,up2010__row48296
Faizabad,Masaudha,Malikpur,Ballipur,61025,0.1666666666666667,fuzzy,up2010__row48284
Faizabad,Masaudha,Kandaila,Kandaila,61053,0,exact,up2010__row5473
Faizabad,Masaudha,Kail,Kandaila,61053,0.1666666666666667,fuzzy,up2010__row7599
Faizabad,Masaudha,Madhavpur,Madhopur,61057,0.11574074074074082,fuzzy,up2010__row48286
Faizabad,Masaudha,Gaddopur,Madhopur,61057,0.1666666666666667,fuzzy,up2010__row9659
Faizabad,Sohawal,Ibrahim pur Kandai,Ibbrahimpur Kandie,61311,0.11574074074074082,fuzzy,up2010__row3879
Faizabad,Sohawal,Ibrahimur Diwli,Ibbrahimpur Kandie,61311,0.17777777777777778,fuzzy,up2010__row3884
Faizabad,Sohawal,Sarangapur,Saranga Pur,61340,0.03030303030303033,fuzzy,up2010__row48334
Faizabad,Sohawal,Paranap ur,Saranga Pur,61340,0.13097643097643102,fuzzy,up2010__row48342
Faizabad,Taroon,Baharapur,Baharpur,61348,0.037037037037037104,fuzzy,up2010__row24838
Faizabad,Taroon,Fakhrpur,Baharpur,61348,0.1666666666666667,fuzzy,up2010__row21960
Fatehpur,Airayan,Arayan Sadat,Airayan Sadat,61945,0.025641025641025605,fuzzy,up2010__row4715
Fatehpur,Airayan,Airaiyan Masayk,Airayan Sadat,61945,0.1704739704739706,fuzzy,up2010__row4714
Fatehpur,Airayan,Izurabuzurg,Ijura Bujurg,61967,0.14393939393939392,fuzzy,up2010__row3710
Fatehpur,Airayan,Sarsai Bujurg,Ijura Bujurg,61967,0.16581196581196586,fuzzy,up2010__row36661
Fatehpur,Bahua,Korari,Korari,62131,0,exact,up2010__row45407
Fatehpur,Bahua,Kudraari,Korari,62131,0.18055555555555555,fuzzy,up2010__row6902
Fatehpur,Bhitaura,KathervA,Katherwa,62188,0.08333333333333338,fuzzy,up2010__row5279
Fatehpur,Bhitaura,Ahewa,Katherwa,62188,0.12500000000000006,fuzzy,up2010__row3367
Fatehpur,Bhitaura,Muhammadpur Kala,Mohammadpur Kla,62207,0.08769841269841273,fuzzy,up2010__row31039
Fatehpur,Bhitaura,Mohammadpur,Mohammadpur Kla,62207,0.08888888888888892,fuzzy,up2010__row31083
Fatehpur,Haswa,Semri,Semari,62404,0.05555555555555556,fuzzy,up2010__row39107
Fatehpur,Haswa,Ekari,Semari,62404,0.17777777777777778,fuzzy,up2010__row4630
Fatehpur,Teliani,Kandhi,Kandhi,62646,0,exact,up2010__row45396
Fatehpur,Teliani,Kandhha,Kandhi,62646,0.1507936507936509,fuzzy,up2010__row45384
Fatehpur,Vijayipur,Lakhipur,Lakhipur,62701,0,exact,up2010__row33834
Fatehpur,Vijayipur,Laukiapur,Lakhipur,62701,0.11574074074074082,fuzzy,up2010__row34231
Firozabad,Hathwant,Jarauli,Jarauli,62919,0,exact,up2010__row13199
Firozabad,Hathwant,Barauli,Jarauli,62919,0.09523809523809525,fuzzy,up2010__row23851
Firozabad,Hathwant,Thanumai,Thanumai,62954,0,exact,up2010__row15834
Firozabad,Hathwant,Dhunamai,Thanumai,62954,0.130952380952381,fuzzy,up2010__row17540
Firozabad,Narkhi,Jaakhai,Jakhai,63089,0.130952380952381,fuzzy,up2010__row13442
Firozabad,Narkhi,Jaudhari,Jakhai,63089,0.18055555555555555,fuzzy,up2010__row13963
Firozabad,Shikohabad,Itauli,Itauli,63154,0,exact,up2010__row3796
Firozabad,Shikohabad,Jijauli,Itauli,63154,0.1507936507936509,fuzzy,up2010__row13635
Firozabad,Shikohabad,Karanpur,Karanpur,63159,0,exact,up2010__row5745
Firozabad,Shikohabad,Makkhanpur,Karanpur,63159,0.1892857142857144,fuzzy,up2010__row27699
Firozabad,Shikohabad,Aamri,Rapari,63177,0.17777777777777778,fuzzy,up2010__row3524
Firozabad,Shikohabad,Rapdi,Rapari,63177,0.17777777777777778,fuzzy,up2010__row465
Gautam Buddha Nagar,Visarkh,Badalpur,Badalpur,63255,0,exact,up2010__row24612
Gautam Buddha Nagar,Visarkh,Bahlolpur,Badalpur,63255,0.19444444444444453,fuzzy,up2010__row24339
Gautam Buddha Nagar,Jewar,Chanchali,Chachura,63351,0.19444444444444453,fuzzy,up2010__row41261
Gautam Buddha Nagar,Jewar,Chaurauli,Chachura,63351,0.19444444444444453,fuzzy,up2010__row41264
Ghaziabad,Bhojpur,Muradabad,Moradabad,63480,0.07407407407407415,fuzzy,up2010__row30442
Ghaziabad,Bhojpur,Kadrabad,Moradabad,63480,0.1871693121693123,fuzzy,up2010__row6421
Ghaziabad,Dhaulana,Vastapur,Basatpur,63507,0.130952380952381,fuzzy,up2010__row34639
Ghaziabad,Dhaulana,Inayatpur,Basatpur,63507,0.19444444444444453,fuzzy,up2010__row3810
Ghaziabad,Simbhavli,Mu. Bagarpur,Mubarak Pur,63802,0.15824915824915836,fuzzy,up2010__row30075
Ghaziabad,Simbhavli,Mubarak Pur Shakarpur,Mubarak Pur,63802,0.1587301587301588,fuzzy,up2010__row30404
Ghazipur,Bhadaura,Saraila,Sawrai,63863,0.1507936507936509,fuzzy,up2010__row50039
Ghazipur,Bhadaura,Sevarai,Sawrai,63863,0.1507936507936509,fuzzy,up2010__row59
Ghazipur,Sadar,Chaurahi,Chaurahi,64028,0,exact,up2010__row12194
Ghazipur,Sadar,Chaukia,Chaurahi,64028,0.18650793650793648,fuzzy,up2010__row12101
Ghazipur,Sadar,Husainpur,Husenpur,64036,0.11574074074074082,fuzzy,up2010__row40640
Ghazipur,Sadar,Sukhdevpur,Husenpur,64036,0.1892857142857144,fuzzy,up2010__row50002
Ghazipur,Sadar,Raipur,Raipur,64055,0,exact,up2010__row49988
Ghazipur,Sadar,Ranipur,Raipur,64055,0.04761904761904765,fuzzy,up2010__row32267
Ghazipur,Jakhniya,Jafar pur,Jafar Pur,64093,0,exact,up2010__row12848
Ghazipur,Jakhniya,Jauharpur,Jafar Pur,64093,0.14814814814814825,fuzzy,up2010__row13985
Ghazipur,Karanda,Tulapatti,Tulla Patti,64189,0.06060606060606061,fuzzy,up2010__row50080
Ghazipur,Karanda,Sitapatti,Tulla Patti,64189,0.19528619528619526,fuzzy,up2010__row38438
Ghazipur,Kasimabad,Barar,Barar,64196,0,exact,up2010__row23710
Ghazipur,Kasimabad,Bahrar,Barar,64196,0.05555555555555556,fuzzy,up2010__row24315
Ghazipur,Kasimabad,Hasanpur,Hasanpur,64215,0,exact,up2010__row40311
Ghazipur,Kasimabad,Parshapur,Hasanpur,64215,0.19444444444444453,fuzzy,up2010__row20152
Ghazipur,Kasimabad,Kagzipur,Kagjipur,64222,0.08333333333333338,fuzzy,up2010__row6353
Ghazipur,Kasimabad,Kadipur,Kagjipur,64222,0.130952380952381,fuzzy,up2010__row6440
Ghazipur,Kasimabad,Mubarakpurnet,Mubarakpur Net,64241,0.02380952380952378,fuzzy,up2010__row30401
Ghazipur,Kasimabad,Mubarakpur,Mubarakpur Net,64241,0.09523809523809525,fuzzy,up2010__row30382
Ghazipur,Kasimabad,Siura,Siura,64268,0,exact,up2010__row37660
Ghazipur,Kasimabad,Survat,Siura,64268,0.17777777777777778,fuzzy,up2010__row38734
Ghazipur,Muhammadabad,Ahirauli,Ahirauli,64415,0,exact,up2010__row3331
Ghazipur,Muhammadabad,Sarauli,Ahirauli,64415,0.130952380952381,fuzzy,up2010__row37080
Ghazipur,Revatipur,Kalyanpur,Kalyanpur,64507,0,exact,up2010__row6159
Ghazipur,Revatipur,Kalupur,Kalyanpur,64507,0.1587301587301588,fuzzy,up2010__row6541
Ghazipur,Sadaat,Babura,Babura,64534,0,exact,up2010__row23254
Ghazipur,Sadaat,Gaura,Babura,64534,0.17777777777777778,fuzzy,up2010__row10756
Ghazipur,Sadaat,Parsanikala,Parsani Kala,64592,0.02777777777777788,fuzzy,up2010__row20177
Ghazipur,Sadaat,Barwan Kala,Parsani Kala,64592,0.14393939393939392,fuzzy,up2010__row23577
Ghazipur,Saidpur,Ahladpur,Ahladpur,64606,0,exact,up2010__row3277
Ghazipur,Saidpur,Jaldeepur,Ahladpur,64606,0.19444444444444453,fuzzy,up2010__row13315
Ghazipur,Saidpur,Karampur,Karampur,64648,0,exact,up2010__row5805
Ghazipur,Saidpur,Dharampur,Karampur,64648,0.11574074074074082,fuzzy,up2010__row17351
Ghazipur,Saidpur,Mudiyar,Mudiar,64665,0.04761904761904765,fuzzy,up2010__row30274
Ghazipur,Saidpur,Mauda,Mudiar,64665,0.17777777777777778,fuzzy,up2010__row31189
Ghazipur,Saidpur,Sauna,Sidhauna,64681,0.12500000000000006,fuzzy,up2010__row39661
Ghazipur,Saidpur,Sidhona,Sidhauna,64681,0.18650793650793648,fuzzy,up2010__row37973
Ghazipur,Saidpur,Singarpur,Sigarpur,64682,0.037037037037037104,fuzzy,up2010__row37846
Ghazipur,Saidpur,Sharifpur,Sigarpur,64682,0.1871693121693123,fuzzy,up2010__row35293
Ghazipur,Barachwar,Gandhpa,Gandhpa,64715,0,exact,up2010__row50015
Ghazipur,Barachwar,Bandhai,Gandhpa,64715,0.19047619047619044,fuzzy,up2010__row23223
Ghazipur,Barachwar,Khara,Khara,64729,0,exact,up2010__row50014
Ghazipur,Barachwar,Khadhra,Khara,64729,0.09523809523809525,fuzzy,up2010__row8257
Ghazipur,Barachwar,Paatepur,Pate Pur,64749,0.08333333333333338,fuzzy,up2010__row50024
Ghazipur,Barachwar,Pater,Pate Pur,64749,0.12500000000000006,fuzzy,up2010__row19931
Ghazipur,Jamaniya,Dewaitha,Devaitha,64827,0.08333333333333338,fuzzy,up2010__row16934
Ghazipur,Jamaniya,Devaria,Devaitha,64827,0.130952380952381,fuzzy,up2010__row16800
Gonda,Bhabha njot,Alauddinpur,Alauddinpur,64869,0,exact,up2010__row2821
Gonda,Bhabha njot,Badaulipur,Alauddinpur,64869,0.13097643097643102,fuzzy,up2010__row22935
Gonda,Bhabha njot,Banghoosara,Banghusara,64879,0.09393939393939396,fuzzy,up2010__row23091
Gonda,Bhabha njot,Badhara,Banghusara,64879,0.18095238095238095,fuzzy,up2010__row22744
Gonda,Bhabha njot,Bhanpur,Bhan Pur,64885,0.04166666666666672,fuzzy,up2010__row26827
Gonda,Bhabha njot,Bhavpur,Bhan Pur,64885,0.130952380952381,fuzzy,up2010__row26872
Gonda,Karnailganj,Kashipur,Kashipur,65097,0,exact,up2010__row47921
Gonda,Karnailganj,Kadipur,Kashipur,65097,0.130952380952381,fuzzy,up2010__row6435
Gonda,Karnailganj,Nakkar,Nakar,65110,0.05555555555555556,fuzzy,up2010__row17758
Gonda,Karnailganj,Nakhahra,Nakar,65110,0.12500000000000006,fuzzy,up2010__row47920
Gonda,Haladharamuu,Barbatpur,Barwatpur,65137,0.07407407407407415,fuzzy,up2010__row47660
Gonda,Haladharamuu,Barau,Barwatpur,65137,0.14814814814814825,fuzzy,up2010__row47653
Gonda,Katra Bazar,Baunapur,Baunapur,65345,0,exact,up2010__row47760
Gonda,Katra Bazar,Babupur,Baunapur,65345,0.130952380952381,fuzzy,up2010__row24662
Gonda,Manakapur,Rampur,Rampur,65471,0,exact,up2010__row32451
Gonda,Manakapur,Raamaapur,Rampur,65471,0.11111111111111122,fuzzy,up2010__row32754
Gonda,Mujehana,Dulhapur Bankat,Dulhapur,65499,0.15555555555555564,fuzzy,up2010__row16620
Gonda,Mujehana,Dhanepur,Dulhapur,65499,0.1666666666666667,fuzzy,up2010__row17487
Gonda,Parsapur,Chaudpur,Chandpur,65662,0.15476190476190485,fuzzy,up2010__row47672
Gonda,Parsapur,Andoopur,Chandpur,65662,0.1666666666666667,fuzzy,up2010__row2277
Gonda,Tarabganj,Chandipur,Chandipur,65814,0,exact,up2010__row734
Gonda,Tarabganj,Dhodipur,Chandipur,65814,0.19444444444444453,fuzzy,up2010__row47900
Gonda,Tarabganj,Pathar,Pathar,65841,0,exact,up2010__row47892
Gonda,Tarabganj,Katha,Pathar,65841,0.17777777777777778,fuzzy,up2010__row47898
Gorakhpur,Bosagaon,Wahidadi,Bahi Dadi,65927,0.11574074074074082,fuzzy,up2010__row34545
Gorakhpur,Bosagaon,Laahidadi,Bahi Dadi,65927,0.14814814814814825,fuzzy,up2010__row34000
Gorakhpur,Bosagaon,Godaasari,Godsaira,65948,0.0995370370370371,fuzzy,up2010__row10344
Gorakhpur,Bosagaon,Gorsahira,Godsaira,65948,0.11574074074074082,fuzzy,up2010__row10345
Gorakhpur,Bosagaon,Katwar,Katwar,65962,0,exact,up2010__row5156
Gorakhpur,Bosagaon,Tekwar,Katwar,65962,0.17777777777777778,fuzzy,up2010__row14367
Gorakhpur,Belghat,Rampur,Rampur,66114,0,exact,up2010__row49058
Gorakhpur,Belghat,Mirpur,Rampur,66114,0.17777777777777778,fuzzy,up2010__row30018
Gorakhpur,Gagaha,Baidwali,Baidauli,66372,0.08333333333333338,fuzzy,up2010__row48987
Gorakhpur,Gagaha,Badila,Baidauli,66372,0.19444444444444453,fuzzy,up2010__row22825
Gorakhpur,Gola,Varhajpaar,Barhajpar,66451,0.10370370370370369,fuzzy,up2010__row34424
