district,block,elex_gp,lgd_gp,lgd_gp_code,match_distance,tie_count,match_quality
Mau,Pardha,Sanegpur,Harpur,78694,0.27777777777777785,3,loose
Baliya,Sier,Vidua,Bithua,50368,0.3,2,loose
Baliya,Sier,Patanri,Padri,50401,0.20952380952380956,2,loose
Baliya,Bairiya,Bairiya,Balihar,49642,0.28571428571428575,2,loose
Ghazipur,Saidpur,Laulehra,Amehta,64611,0.27777777777777785,2,loose
Ghazipur,Saidpur,Gajadharpur,Sigarpur,64682,0.23484848484848492,2,loose
Ghazipur,Sadaat,Wudhanpur,Burnpur,64552,0.24338624338624346,3,loose
Ghazipur,Jakhniya,Odrai,Orarae,64124,0.3,3,loose
Ghazipur,Sadar,Weekapur,Bikapur,64021,0.22023809523809523,2,loose
Ghazipur,Barachwar,Bareji,Barezy,64698,0.22222222222222238,2,loose
Ghazipur,Karanda,Sisauda,Sabuan,64178,0.253968253968254,4,loose
Ghazipur,Virano,Afzalpur,Bahalolpur,64767,0.21666666666666667,2,loose
Chandauli,Niyamatabad,Leduwa,Lauda,58042,0.2611111111111111,2,loose
Chandauli,Chakia,Biaasad,Basaniya,57753,0.28690476190476194,2,loose
Chandauli,Shahababganj,Waraw,Arari,274223,0.26666666666666666,2,loose
Varanasi,Chiraigaon,Rasulgarh,Ramgadhwa,265885,0.29629629629629634,2,loose
Varanasi,Chiraigaon,Tilmapur,Tatepur,93214,0.22023809523809523,2,loose
Varanasi,Kashividyapeeth,Karaudi,Naraur,93440,0.253968253968254,2,loose
Varanasi,Badagaon,Icipur,Raipur,93120,0.22222222222222238,2,loose
Varanasi,Harhua,Hatia,Bhaithauli,93315,0.23333333333333345,2,loose
Varanasi,Harhua,Lamhi,Ahiran,93302,0.3,2,loose
Varanasi,Harhua,Venipur,Vajidpur,93377,0.22023809523809523,2,loose
Jaunpur,Rampur,Sahijini,Sapahi,70270,0.27777777777777785,2,loose
Jaunpur,Dobhi,Lebrwa,Lebarua,69462,0.21746031746031746,2,loose
Jaunpur,Sikarara,Firozpur Pratham,Firojpur 1.,70388,0.23333333333333345,2,loose
Jaunpur,Sujangang,Sakra -,Sakara No. 1,70631,0.20707070707070707,2,loose
Jaunpur,Srikoni,Rajepur Pratham,Rajepur No. 1,70479,0.26666666666666666,2,loose
Jaunpur,Ramnagar,Ramanagar,Ramnagar No. 1,70183,0.24857549857549863,2,loose
Jaunpur,Buxa,Devaria,Deoria,69244,0.25079365079365085,2,loose
Jaunpur,Machhalishahr,Saraibeeka,Sarai Dewa,69832,0.20000000000000007,2,loose
Jaunpur,Mugrabadshahapur,Loh,Lauh,70083,0.27777777777777785,2,loose
Sant Ravidas Nagar,Bhadohi,Aneppur,Anangpur,86441,0.22023809523809523,3,loose
Mirzapur,Seeti,Nauha,Bagha,80061,0.26666666666666666,2,loose
Mirzapur,Seeti,Rajapur,Adalpura,80060,0.22023809523809523,2,loose
Mirzapur,Seeti,Bharuhna,Bataua,80063,0.27777777777777785,2,loose
Sonbhadra,Nagwan,Chanani,Chakaya,267421,0.28571428571428575,2,loose
Sonbhadra,Duddhi,Beedar,Jabar,90386,0.3,2,loose
Sonbhadra,Chopan,Badgavan,Barganwa,90320,0.2222222222222222,2,loose
Sonbhadra,Chopan,Naktawar,Chatarwar,90325,0.27777777777777785,2,loose
Sonbhadra,Chopan,Nigai,Newari,90355,0.3,2,loose
Sonbhadra,Robertsganj,Bhawanipur,Barwan,90649,0.2222222222222222,2,loose
Sonbhadra,Ghorawal,Tikuria,Murtiya,90486,0.28571428571428575,2,loose
Sonbhadra,Ghorawal,Silhata,Siwadar,90515,0.28571428571428575,2,loose
Sonbhadra,Ghorawal,Phulwari,Bharauli,90428,0.27777777777777785,5,loose
Sonbhadra,Ghorawal,Purkhas,Purana,90498,0.253968253968254,2,loose
Sonbhadra,Myorpur,Anapara,Banmahari,271209,0.24338624338624346,2,loose
