district_name_eng_2010,block_name_eng_2010,gp_name_eng_2010,lgd_block_code,lgd_block_name
Bahraich,Fakhrpur,Bedaura,1485,Phakharpur
Bahraich,Fakhrpur,Silouta,1485,Phakharpur
Bahraich,Mahsi,Munsari,1482,Mahasi
Bahraich,Shivpur,Matra Kala,1488,Shivpur
Bahraich,Nawabganj,Pachpakri,1484,Nawabganj
Bahraich,Prayagpur,Sachauili,1486,Prayagpur
Bahraich,Prayagpur,Imliliaganj,1486,Prayagpur
Bahraich,Prayagpur,Birpur,1486,Prayagpur
Bahraich,Prayagpur,Pair,1486,Prayagpur
Shravasti,Gilola,Gilola,2114,Gilaula
Shravasti,Hariharpur Rani,Tadwa Vanakatwa,2115,Hariharpur Rani
Shravasti,Jamunha,Aalagaanv,2116,Jamunaha
Balrampur,Gainsadi,Lathawar,1510,Gaisri
Balrampur,Gainsadi,Laxminagar Nishchaldih,1510,Gaisri
Balrampur,Pachpedwa,Sisahaniya Bargadi,1512,Pachpedwa
Balrampur,Gaidas Buzurg,Mohammadpur Vazraha,1509,Gaindas Bujurg
Balrampur,Gaidas Buzurg,Elara,1509,Gaindas Bujurg
Balrampur,Shridattganj,Baybhit,1514,Shriduttganj
Balrampur,Shridattganj,Muzehana,1514,Shriduttganj
Balrampur,Tulsipur,Rajwapur,1515,Tulsipur
Balrampur,Tulsipur,Bhagwanpur,1515,Tulsipur
Balrampur,Tulsipur,Dewipatan,1515,Tulsipur
Balrampur,Hariya Satgharwa,Shivpura,1511,Harriya Satgharwa
Gonda,Haladharamuu,Mainzapur,1739,Haldharmau
Gonda,Manakapur,Gadrahi,1743,Mankapur
Gonda,Belasar,Mujeed,1736,Belsar
Gonda,Belasar,Barsara,1736,Belsar
Gonda,Belasar,Parsada,1736,Belsar
Gonda,Belasar,Devarada,1736,Belsar
Gonda,Belasar,Badalpur,1736,Belsar
Gonda,Pandri Kripal,ViyasiaChain,1746,Pandri Kripal
Gonda,Chhapia,Birpur,1737,Chhapia
Gonda,Jhanjhari,Iмилия Mishra,1741,Jhanjhari
Gonda,Mujehana,Mujehana,1744,Mujehana
Gonda,Mujehana,Khirbhari,1744,Mujehana
Gonda,Mujehana,Madhavganj,1744,Mujehana
Gonda,Tarabganj,Raamaapur,1749,Tarabganj
Gonda,Tarabganj,Tuphdiya,1749,Tarabganj
Gonda,Tarabganj,Gopasarai,1749,Tarabganj
Gonda,Karnailganj,Baseriya,1738,Colonelganj
Gonda,Bhabha njot,Pipra Adhai,1735,Babhanjot
Barabanki,Nindur,Gorecha,1533,Nindaura
Barabanki,Nindur,Behnta Kazi,1533,Nindaura
Barabanki,Banki,Obri,1526,Banki
Barabanki,Banki,Jinholi,1526,Banki
Barabanki,Banki,Peisar Dehat,1526,Banki
Barabanki,Banki,Badel,1526,Banki
Barabanki,Banki,Baki Dehat,1526,Banki
Barabanki,Banki,Fazullaganj,1526,Banki
Barabanki,Banikoder,Banikoder,1525,Bani Kodar
Barabanki,Banikoder,Malinpur,1525,Bani Kodar
Barabanki,Puredlai,Khaboli,1534,Puredalai
Barabanki,Haidarganj,Alapur,1530,Haidargarh
Barabanki,Haidarganj,Muhiuddin Sarai,1530,Haidargarh
Barabanki,Haidarganj,Mo Pur,1530,Haidargarh
Barabanki,Haidarganj,Rowli,1530,Haidargarh
Barabanki,Siddhaur,Mirapur,1537,Sidhaur
Barabanki,Sirauli Gauspur,Madhavpur,1538,Sirauli Gauspur
Sultanpur,Baldirai,Baliyapur,2161,Baldirai
Sultanpur,Bhaiyya,Kalyanpatti,2162,Bhadaiya
Sultanpur,Bhaiyya,Shripur,2162,Bhadaiya
Sultanpur,Bhaiyya,Jamuawa Pashchim,2162,Bhadaiya
Sultanpur,Dhanpat Ganj,Itawavulhanapur,2165,Dhanpatganj
Sultanpur,Doobepur,Firozpurkalo,2167,Dubepur
Sultanpur,Doobepur,Fattehpur,2167,Dubepur
Sultanpur,Jaisinghpur,Saraia Pratham,2170,Jaisinghpur
Sultanpur,Kudwar,Narottampur,2174,Kurwar
Sultanpur,Kudebhar,Kodri,2173,Kurebhar
Sultanpur,Kudebhar,Chunakana Ashrafpur,2173,Kurebhar
Sultanpur,Lambhua,Lambhua,2175,Lambhua
Sultanpur,Lambhua,Belonapurba,2175,Lambhua
Sultanpur,Pratappur Kemaicha,Munee Pur,2178,P.P.Kamaicha
Ambedkar Nagar,Jalalpur,Miswachitouna,1438,Jalal Pur
Ambedkar Nagar,Akbarpur,Bansgavan,1433,Akbarpur
Ambedkar Nagar,Bhiti,Heedipadhia,1435,Bhiti
Ambedkar Nagar,Jahangirganj,Hichnakinkhupur,1437,Jahangir Ganj
Ambedkar Nagar,Jahangirganj,Udharanpur,1437,Jahangir Ganj
Ambedkar Nagar,Jahangirganj,Mangaljotti Koraiya,1437,Jahangir Ganj
Ambedkar Nagar,Jahangirganj,Sirasiyaatihayatpur,1437,Jahangir Ganj
Ambedkar Nagar,Jahangirganj,Bijlipandauli,1437,Jahangir Ganj
Ambedkar Nagar,Jahangirganj,Tarolabaansgao,1437,Jahangir Ganj
Ambedkar Nagar,Jahangirganj,Nawaagaav,1437,Jahangir Ganj
Faizabad,Masaudha,Kalyan Bhadra,1671,Masodha
Faizabad,Masaudha,Ganj,1671,Masodha
Faizabad,Masaudha,Janaora,1671,Masodha
Faizabad,Masaudha,Dabhasemar,1671,Masodha
Faizabad,Masaudha,Nandigram,1671,Masodha
Faizabad,Masaudha,Pipiri,1671,Masodha
Faizabad,Masaudha,Bhadarsa Bahar,1671,Masodha
Faizabad,Masaudha,Mirjapurmafi,1671,Masodha
Faizabad,Masaudha,Saraiwan,1671,Masodha
Faizabad,Masaudha,Hansapur,1671,Masodha
Faizabad,Puraabaajaar,Nariyaon,1675,Pura Bazar
Faizabad,Sohawal,Khirwani,1676,Sohawal
Faizabad,Sohawal,Salhepur Nimecha,1676,Sohawal
Faizabad,Sohawal,cell Kola,1676,Sohawal
Faizabad,Taroon,Kakauli,1677,Tarun
Faizabad,Amaniganj,Garauli,1668,Amaniganj
Faizabad,Amaniganj,Ichoi,1668,Amaniganj
Faizabad,Amaniganj,Bawan,1668,Amaniganj
Faizabad,Amaniganj,Pichla,1668,Amaniganj
Faizabad,Amaniganj,Owa,1668,Amaniganj
Basti,Hareya,Mahughat,1561,Harraiya
Basti,Saugahat,Parsaalaalshaah,1568,Sau Ghat
Basti,Saugahat,Amauli,1568,Sau Ghat
Basti,Saugahat,Lakhanaura,1568,Sau Ghat
Basti,Ramnagar,Jagdishpur Uraf Naugadh,1565,Ramnagar
Basti,Bikramjot,Sherwadih,1569,Vikram Jot
Basti,Bikramjot,Pipari Sangram,1569,Vikram Jot
Basti,Bikramjot,Devkhar,1569,Vikram Jot
Basti,Raudhauli,Dhansa,1566,Rudauli
Basti,Raudhauli,Muriyar,1566,Rudauli
Basti,Raudhauli,Mooradiha urf Bhopal,1566,Rudauli
Basti,Kaptaiganj,Ratas Urf Kaptaanganj,1562,Kaptanganj
Basti,Kaptaiganj,Madanpura,1562,Kaptanganj
Basti,Kaptaiganj,Naktidei Buzurg,1562,Kaptanganj
Basti,Kaptaiganj,Kodikol,1562,Kaptanganj
Basti,Kaptaiganj,Ratasi,1562,Kaptanganj
Basti,Bankati,Mundeva,1557,Bankati
Basti,Bankati,Vodaval,1557,Bankati
Basti,Bankati,Sindhuria,1557,Bankati
Basti,Bankati,Khadauha Urf Chhavilaha,1557,Bankati
Basti,Bankati,Deesand,1557,Bankati
Basti,Bankati,Sasanakhanta,1557,Bankati
Basti,Bankati,Mohnaidore,1557,Bankati
Basti,Gour,Rewtakhadagbahadurshahi,1560,Gaur
Basti,Gour,Ek Tekva,1560,Gaur
Basti,Parsrampur,Neuri Rambox,1564,Paras Rampur
Basti,Parsrampur,MajgawAn MAfi,1564,Paras Rampur
Basti,Basti,Basnawa,1558,Basti
Basti,Basti,Murrdhaghat,1558,Basti
Basti,Basti,Tema,1558,Basti
Basti,Saltoya Gopalpur,PaDRiyA Chetasinh,1567,Saltaua Gopal Pur
Basti,Saltoya Gopalpur,Ahar,1567,Saltaua Gopal Pur
Basti,Kudrah,Tenuya,1563,Kudaraha
Basti,Kudrah,Vaidaree Ehtamalee,1563,Kudaraha
Basti,Kudrah,Karja Ajmatpur,1563,Kudaraha
Basti,Dubaulia,Joghata,1559,Dubauliya
Basti,Dubaulia,Gulauri Buzurg,1559,Dubauliya
Siddharth Nagar,Bansi,Fulpur,2118,Bansi
Siddharth Nagar,Bansi,Tiwaripur Purvi,2118,Bansi
Siddharth Nagar,Mithwal,Jeeva,2128,Mithwal
Siddharth Nagar,Mithwal,Chhitouna,2128,Mithwal
Siddharth Nagar,Mithwal,Karmhiya,2128,Mithwal
Siddharth Nagar,Dumriaganj,Lalajot,2122,Domariyaganj
Siddharth Nagar,Dumriaganj,Rewah,2122,Domariyaganj
Siddharth Nagar,Dumriaganj,Shyampur,2122,Domariyaganj
Siddharth Nagar,Dumriaganj,Vevahusen,2122,Domariyaganj
Siddharth Nagar,Dumriaganj,Sehrikhas,2122,Domariyaganj
Siddharth Nagar,Dumriaganj,Sekhuitaj,2122,Domariyaganj
Siddharth Nagar,Dumriaganj,Sekhui,2122,Domariyaganj
Siddharth Nagar,Bhanwaapur,Deghar,2120,Bhanwapur
Siddharth Nagar,Bhanwaapur,Khamhariya,2120,Bhanwapur
Siddharth Nagar,Wardpur No 09,Parsa,NA,NA
Siddharth Nagar,Wardpur No 10,Gaighat,NA,NA
Siddharth Nagar,Wardpur No 11,Agaya Khurd,NA,NA
Siddharth Nagar,Vardpur No. 12,Bajhaan,NA,NA
Siddharth Nagar,Wardpur No 13,Jamhuwa,NA,NA
Siddharth Nagar,Wardpur No 14,Bhagwanpur,NA,NA
Siddharth Nagar,Wardpur No 15,Mahdewa Kurmi,NA,NA
Siddharth Nagar,Wardpur No 16,Wardpur,NA,NA
Siddharth Nagar,Vardpur No. 17,Wardpur,NA,NA
Siddharth Nagar,Vardpur No. 18,Wardpur,NA,NA
Siddharth Nagar,Vardpur No. 19,Piprason,NA,NA
Siddharth Nagar,Wardpur No 20,Bharwaliya,NA,NA
Siddharth Nagar,Vardpur No. 21,Pakdi Urf Mudila,NA,NA
Siddharth Nagar,Vardpur No. 22,Booda,NA,NA
Siddharth Nagar,Wardpur No 23,Jhangti,NA,NA
Siddharth Nagar,Wardpur No 24,Khairati,NA,NA
Siddharth Nagar,Wardpur No 25,Semri,NA,NA
Siddharth Nagar,Vardpur No. 26,Baghi,NA,NA
Siddharth Nagar,Vardpur No. 27,Dulha Darmiani,NA,NA
Siddharth Nagar,Vardpur No. 28,Dulha Janubi,NA,NA
Siddharth Nagar,Wardpur No 29,Dulhasumali,NA,NA
Siddharth Nagar,Vardpur No. 30,Wardpur,NA,NA
Siddharth Nagar,Vardpur No. 31,Wardpur,NA,NA
Siddharth Nagar,Wardpur No 32,Wardpur,NA,NA
Siddharth Nagar,Wardpur No 33,Dulhakhurd,NA,NA
Siddharth Nagar,Vardpur No. 34,Wardpur,NA,NA
Siddharth Nagar,Wardpur No 35,Wardpur,NA,NA
Siddharth Nagar,Vardpur No. 36,Bargadi,NA,NA
Siddharth Nagar,Vardpur No. 37,Wardpur,NA,NA
Siddharth Nagar,Vardpur No. 38,Bargdi,NA,NA
Siddharth Nagar,Vardpur No. 39,Chakaijot,NA,NA
Siddharth Nagar,Wardpur No 40,Wardpur,NA,NA
Siddharth Nagar,Vardpur No. 41,Wardpur,NA,NA
Siddharth Nagar,Vardpur No. 42,Wardpur,NA,NA
Siddharth Nagar,Wardpur No 43,Wardpur,NA,NA
Siddharth Nagar,Naugadh,Bhim Par,2129,Naugarh
Siddharth Nagar,Naugadh,Sadi,2129,Naugarh
Siddharth Nagar,Naugadh,Pipra Pandey,2129,Naugarh
Siddharth Nagar,Itwa,Semra,2123,Itwa
Siddharth Nagar,Itwa,Vairia Khalsa,2123,Itwa
Siddharth Nagar,Itwa,Pedari,2123,Itwa
Siddharth Nagar,Itwa,Vishnupur Saini,2123,Itwa
Siddharth Nagar,Itwa,Hirkhas,2123,Itwa
Siddharth Nagar,Khuniyav,Bargadiha Purvi,2126,Khuniyaon
Siddharth Nagar,Khuniyav,Duwailtiwari,2126,Khuniyaon
Siddharth Nagar,Khuniyav,Dufedeeya,2126,Khuniyaon
Siddharth Nagar,Shohratgarh,Nividohni,2130,Shoharatgarh
Siddharth Nagar,Shohratgarh,Neevimacdor,2130,Shoharatgarh
Sant Kabeer Nagar,Baghauli,Medra Par,2083,Baghauli
Sant Kabeer Nagar,Baghauli,Vadhara,2083,Baghauli
Sant Kabeer Nagar,Nathnagar,Sadhra,2088,Nath Nagar
Sant Kabeer Nagar,Hesarbazar,Malaoili,2085,Hainsar Bazar
Sant Kabeer Nagar,Hesarbazar,Mithna- sithna,2085,Hainsar Bazar
Sant Kabeer Nagar,Hesarbazar,Thaakuradadi,2085,Hainsar Bazar
Sant Kabeer Nagar,Hesarbazar,Parsakala,2085,Hainsar Bazar
Sant Kabeer Nagar,Khalilabad,Mishrauliya,2086,Khalilabad
Sant Kabeer Nagar,Khalilabad,Dhaicha,2086,Khalilabad
Sant Kabeer Nagar,Khalilabad,Bhorohiya,2086,Khalilabad
Sant Kabeer Nagar,Mehdawal,Visoua,2087,Mehdawal
Sant Kabeer Nagar,Mehdawal,Kanti,2087,Mehdawal
Sant Kabeer Nagar,Mehdawal,Sier,2087,Mehdawal
Sant Kabeer Nagar,Mehdawal,Gagnai Raaw,2087,Mehdawal
Sant Kabeer Nagar,Mehdawal,Khakhniya,2087,Mehdawal
Sant Kabeer Nagar,Sautha,Sewaijepar,2090,Santha
Sant Kabeer Nagar,Sautha,Sikri,2090,Santha
Sant Kabeer Nagar,Belhar Kala,Belhar Khurd,2084,Belhar Kala
Gorakhpur,Uruvaon,Viri Bu,1769,Uruwa
Gorakhpur,Uruvaon,Marwatia,1769,Uruwa
Gorakhpur,Uruvaon,Bankat,1769,Uruwa
Gorakhpur,Uruvaon,Ahiroli Bu. 0,1769,Uruwa
Gorakhpur,Uruvaon,Imli Deeh,1769,Uruwa
Gorakhpur,Uruvaon,Varipur,1769,Uruwa
Gorakhpur,Brahmpur,Kaithwaliya,1755,Brahmpur
Gorakhpur,Brahmpur,Grameen Panchayat Itaowa,1755,Brahmpur
Gorakhpur,Brahmpur,Jungle Rasoolpur No-,1755,Brahmpur
Gorakhpur,J. O. Kauriya,Budheli,1760,Jangal Kaudia
Gorakhpur,J. O. Kauriya,Vistaooli,1760,Jangal Kaudia
Gorakhpur,J. O. Kauriya,Bhorohiya,1760,Jangal Kaudia
Gorakhpur,J. O. Kauriya,Niba,1760,Jangal Kaudia
Gorakhpur,J. O. Kauriya,Nūruddīn Cak,1760,Jangal Kaudia
Gorakhpur,J. O. Kauriya,Hadkhore,1760,Jangal Kaudia
Gorakhpur,J. O. Kauriya,Waan,1760,Jangal Kaudia
Gorakhpur,J. O. Kauriya,Chauk Mafi,1760,Jangal Kaudia
Gorakhpur,J. O. Kauriya,Rannadih,1760,Jangal Kaudia
Gorakhpur,J. O. Kauriya,Waarahapaatii,1760,Jangal Kaudia
Gorakhpur,J. O. Kauriya,Gosaiur alias Jinda,1760,Jangal Kaudia
Gorakhpur,Pipraich,Rihiya,1765,Pipraich
Gorakhpur,Pipraich,MudeRi Garhwa,1765,Pipraich
Gorakhpur,Pipraich,Iмилия Urf Vijhara,1765,Pipraich
Gorakhpur,Gagaha,GaDDhee,1758,Gagaha
Gorakhpur,Gagaha,Bhiti Sammay Than,1758,Gagaha
Gorakhpur,Pali,Visri,1764,Pali
Gorakhpur,Pali,Tharuapar,1764,Pali
Gorakhpur,Pali,Bijowa,1764,Pali
Gorakhpur,Campier,LakshmiPur -,1756,Campierganj
Gorakhpur,Campier,Vazhi,1756,Campierganj
Gorakhpur,Campier,Kalyanpur,1756,Campierganj
Gorakhpur,Campier,J 0 Vihli,1756,Campierganj
Gorakhpur,Campier,J 0 Aghai,1756,Campierganj
Gorakhpur,Campier,J 0 Jhajhwa,1756,Campierganj
Gorakhpur,Campier,Sahabganj,1756,Campierganj
Gorakhpur,Campier,Vaghi Bhaari,1756,Campierganj
Gorakhpur,Chargaawon,Murila Urf Mudera,1757,Chargawan
Gorakhpur,Chargaawon,Karamaha,1757,Chargawan
Gorakhpur,Chargaawon,Jan 0 Tinkonia Nan-,1757,Chargawan
Gorakhpur,Chargaawon,Nūruddīn Cak,1757,Chargawan
Gorakhpur,Gola,NeebeeDoobe,1759,Gola
Gorakhpur,Gola,Ataraura,1759,Gola
Gorakhpur,Gola,Visra,1759,Gola
Gorakhpur,Gola,Ghora Lotan,1759,Gola
Gorakhpur,Barhalganj,Weily,1752,Barhalganj
Gorakhpur,Khorabaar,Jn Kewtaliya,1763,Khorabar
Gorakhpur,Khorabaar,Jung 0 Gauri No-,1763,Khorabar
Gorakhpur,Khorabaar,Jan 0 Gauri Nan  Alias,1763,Khorabar
Gorakhpur,Khorabaar,Sahukoil alias Mirza,1763,Khorabar
Gorakhpur,Khorabaar,Badgo,1763,Khorabar
Gorakhpur,Khorabaar,Gayghat Bujurg,1763,Khorabar
Gorakhpur,Khorabaar,Bharwaliya Bujurg,1763,Khorabar
Gorakhpur,Belghat,Wasai,1753,Belghat
Gorakhpur,Belghat,Raipur,1753,Belghat
Gorakhpur,Sardarnagar,Balkhurd,1768,Sardarnagar
Gorakhpur,Sardarnagar,Bhowapar,1768,Sardarnagar
Gorakhpur,Sahjanwao,Bhagoora,1767,Sahjanawa
Gorakhpur,Khajni,Dauro,1762,Khajni
Gorakhpur,Khajni,tuft Auji,1762,Khajni
Gorakhpur,Kauriram,Sier Bu,1761,Kauri Ram
Gorakhpur,Kauriram,Rudain alias Mazhrava,1761,Kauri Ram
Maharajganj,Paniyara,Badwaar,1934,Paniyara
Maharajganj,Paniyara,Tenduyahiya,1934,Paniyara
Maharajganj,Paniyara,Badharalala,1934,Paniyara
Maharajganj,Ghughli,Bhaisi Parsiya,1928,Ghughli
Maharajganj,Maharajganj Sadar,Badhara,1930,Mahrajganj
Maharajganj,Maharajganj Sadar,Amrutiya,1930,Mahrajganj
Maharajganj,Maharajganj Sadar,Chauperia,1930,Mahrajganj
Maharajganj,Maharajganj Sadar,Salamatgarh / Jagpur,1930,Mahrajganj
Maharajganj,Mithoura,Sihulii Parsaa,1931,Mithaura
Maharajganj,Mithoura,Chowk,1931,Mithaura
Maharajganj,Siswa Bazar,Beejapar,1937,Siswa
Maharajganj,Nichlaul,Jharwalia,1933,Nichlaul
Maharajganj,Nautanwa,Kunserva,1932,Nautanwa
Maharajganj,Nautanwa,Jugoli,1932,Nautanwa
Maharajganj,Nautanwa,Vrilokpur,1932,Nautanwa
Maharajganj,Nautanwa,Sheeshgadh,1932,Nautanwa
Maharajganj,Ferenda,Ferendakhurd,1936,Pharenda
Maharajganj,Ferenda,Lejar Mahdeva,1936,Pharenda
Maharajganj,Dhani,Ghivpeed,1927,Dhani
Kushinagar,Padrauna,Jn  Vishunpura,1899,Padrauna
Kushinagar,Padrauna,Jn 0 Kuramol,1899,Padrauna
Kushinagar,Padrauna,Jan 0 Wakulha,1899,Padrauna
Kushinagar,Padrauna,Lamua Kevalchapara,1899,Padrauna
Kushinagar,Padrauna,Vohorapur,1899,Padrauna
Kushinagar,Sewarhi,Sewarhi,1901,Seorahi
Kushinagar,Kasaya,Sapaha,1895,Kasaya
Kushinagar,Kasaya,Narkatia Bujurg,1895,Kasaya
Kushinagar,Kasaya,Ekadera,1895,Kasaya
Kushinagar,Kasaya,Parsauni khurd,1895,Kasaya
Kushinagar,Kasaya,DIGHWA BUJURG,1895,Kasaya
Kushinagar,Kasaya,Parsoni Mukandha,1895,Kasaya
Kushinagar,Kasaya,Mathouli,1895,Kasaya
Kushinagar,Kasaya,Bhaluhima Dari Patti,1895,Kasaya
Kushinagar,Kasaya,Semradhusi,1895,Kasaya
Kushinagar,Kasaya,Belwa Ramjas,1895,Kasaya
Kushinagar,Kasaya,Velva Durgarray,1895,Kasaya
Kushinagar,Kasaya,Khorabar,1895,Kasaya
Kushinagar,Kasaya,Narkatia Khurd,1895,Kasaya
Kushinagar,Kasaya,Kuramauta,1895,Kasaya
Kushinagar,Kasaya,Digwa Khurd,1895,Kasaya
Kushinagar,Kasaya,Siswaan,1895,Kasaya
Kushinagar,Kasaya,Velwa Palakadhari,1895,Kasaya
Kushinagar,Kasaya,Tetariya,1895,Kasaya
Kushinagar,Kasaya,Sabiya,1895,Kasaya
Kushinagar,Kasaya,Gopalmad,1895,Kasaya
Kushinagar,Kasaya,Barwa Jungle,1895,Kasaya
Kushinagar,Kasaya,Karmauni Premvalia,1895,Kasaya
Kushinagar,Kasaya,Dhanhan aka Malludih,1895,Kasaya
Kushinagar,Kasaya,Mudera Ratan Patti,1895,Kasaya
Kushinagar,Kasaya,Khedni,1895,Kasaya
Kushinagar,Hata,Deoria Dehat,1893,Hata
Kushinagar,Hata,Radhia Deoria,1893,Hata
Kushinagar,Hata,Muzhanna Rahim,1893,Hata
Kushinagar,Hata,Pagra,1893,Hata
Kushinagar,Hata,Sahabazpur,1893,Hata
Kushinagar,Hata,Baghnath,1893,Hata
Kushinagar,Hata,Gopalpur,1893,Hata
Kushinagar,Hata,Mahuwawa Masjidia,1893,Hata
Kushinagar,Hata,Ḍhāḍhā Bujurg,1893,Hata
Kushinagar,Hata,Dhaadha Khurd,1893,Hata
Kushinagar,Hata,Pipratiwari,1893,Hata
Kushinagar,Moti Chak,Farhada,1897,Motichak
Kushinagar,Moti Chak,Lohepar,1897,Motichak
Kushinagar,Moti Chak,Mu 0 J 0 Sikatiya,1897,Motichak
Kushinagar,Ramkola,Vaairiya,1900,Ramkola
Kushinagar,Ramkola,Motipakad,1900,Ramkola
Kushinagar,Ramkola,Dhanaujikhas,1900,Ramkola
Kushinagar,Ramkola,Urdha,1900,Ramkola
Kushinagar,Vishunpura,Maadhokothitvaa,1904,Vishunpura
Kushinagar,Vishunpura,Dumri Sahodar Patti,1904,Vishunpura
Kushinagar,Vishunpura,Goitibu O,1904,Vishunpura
Kushinagar,Vishunpura,Piparabhu O,1904,Vishunpura
Kushinagar,Vishunpura,M 0 Pr 0 Tiwari,1904,Vishunpura
Kushinagar,Sukaroli,Lehni,1902,Sukrauli
Kushinagar,Sukaroli,Benduwar,1902,Sukrauli
Kushinagar,Sukaroli,Lehni Dvitiya,1902,Sukrauli
Kushinagar,Sukaroli,Sukaroli,1902,Sukrauli
Kushinagar,Sukaroli,Devtahan,1902,Sukrauli
Kushinagar,Sukaroli,Semri Maheshpur,1902,Sukrauli
Kushinagar,Sukaroli,Karamhan Agrasen,1902,Sukrauli
Kushinagar,Sukaroli,Motipakkad Shrikant,1902,Sukrauli
Kushinagar,Sukaroli,MotiPakad Kabilsaha,1902,Sukrauli
Kushinagar,Fazilnagar,Fazilnagar,1892,Fazilnagar
Kushinagar,Fazilnagar,Satthianv,1892,Fazilnagar
Kushinagar,Fazilnagar,Piprarajab,1892,Fazilnagar
Kushinagar,Fazilnagar,Duboli Basdila,1892,Fazilnagar
Kushinagar,Fazilnagar,Badhara,1892,Fazilnagar
Kushinagar,Tamkuhiraj,Labniyan,1903,Tamkuhiraj
Mau,Baragaon,Kailvar,1961,Badraon
Mau,Baragaon,Hemai Pipiri,1961,Badraon
Mau,Baragaon,Vijpura,1961,Badraon
Mau,Baragaon,Mu 0 Sipah,1961,Badraon
Mau,Dohrighat,Kasaila,1962,Dohri Ghat
Mau,Ranipur,Badagaon,1968,Ranipur
Mau,Ranipur,Mandusara,1968,Ranipur
Mau,Kopaganj,Rewarideeh,1965,Kopaganj
Mau,Kopaganj,Kopaganj Dehat,1965,Kopaganj
Mau,Kopaganj,Hikmagaadha,1965,Kopaganj
Mau,Kopaganj,Kurthijafarpur,1965,Kopaganj
Mau,Pardha,Salahabad,1967,Pardaha
Mau,Pardha,Reni,1967,Pardaha
Mau,Pardha,Sanegpur,1967,Pardaha
Mau,Pardha,Badhua Godam,1967,Pardaha
Mau,Pardha,Sarayan Raghunathpur,1967,Pardaha
Baliya,Sier,Vidua,1506,Siar
Baliya,Sier,Patanri,1506,Siar
Baliya,Sier,Ubahaw,1506,Siar
Baliya,Bairiya,Bairiya,1491,Bairia
Baliya,Baasadeeh,Pura,1492,Bansdih
Baliya,Gadwar,JigneeJiganhara,1497,Garwar
Baliya,Gadwar,Kotwan,1497,Garwar
Baliya,Gadwar,Ratsadkhurd,1497,Garwar
Baliya,Sohaon,Sarvanapur,1507,Sohanv
Baliya,Sohaon,Mahrev,1507,Sohanv
Baliya,Nagra,Chachyaan,1501,Nagra
Baliya,Chilakhar,J 0 N 0 Margupur,1495,Chilkahar
Baliya,Chilakhar,Gaura,1495,Chilkahar
Baliya,Belhari,Dhudhela,1493,Belhari
Baliya,Maniyar,Chakkidiyar Sultanpur,1499,Maniar
Baliya,Maniyar,Dear Manier Tukra No.,1499,Maniar
Baliya,Revti,NavkaaGaanv,1505,Reoti
Baliya,Revti,Haderhan,1505,Reoti
Ghazipur,Kasimabad,Nuanv,1725,Kasimabad
Ghazipur,Kasimabad,Vadaagaon,1725,Kasimabad
Ghazipur,Muhammadabad,Paranpur,1728,Mohammadabad
Ghazipur,Revatipur,Aasaanv,1729,Revatipur
Ghazipur,Manihari,Para,1726,Manihari
Ghazipur,Manihari,Jagmaljyo,1726,Manihari
Ghazipur,Manihari,Adila,1726,Manihari
Ghazipur,Jamaniya,Chakmedni No .,1734,Zamania
Ghazipur,Saidpur,Laulehra,1731,Saidpur
Ghazipur,Saidpur,Vishunpur Mathura,1731,Saidpur
Ghazipur,Saidpur,AmaDDhee,1731,Saidpur
Ghazipur,Saidpur,Rajhati,1731,Saidpur
Ghazipur,Saidpur,Gajadharpur,1731,Saidpur
Ghazipur,Saidpur,Jabranpur,1731,Saidpur
Ghazipur,Sadaat,Wudhanpur,1730,Sadat
Ghazipur,Sadaat,Ibrapur,1730,Sadat
Ghazipur,Sadaat,Vijrahi,1730,Sadat
Ghazipur,Sadaat,Semarol,1730,Sadat
Ghazipur,Jakhniya,Deva,1723,Jakhania
Ghazipur,Jakhniya,Odrai,1723,Jakhania
Ghazipur,Sadar,Weekapur,1722,Ghazipur
Ghazipur,Sadar,Vavedi,1722,Ghazipur
Ghazipur,Sadar,Pahadpur urf Langgarpur,1722,Ghazipur
Ghazipur,Sadar,Cantonment Lane,1722,Ghazipur
Ghazipur,Barachwar,Bareji,1732,Varachakwar
Ghazipur,Barachwar,Karakpur,1732,Varachakwar
Ghazipur,Karanda,Sisauda,1724,Karanda
Ghazipur,Virano,Afzalpur,1733,Virno
Chandauli,Sakaldeeha,Revsawo Dhus,1623,Sakaldiha
Chandauli,Barhani,Adsod,1615,Berahani
Chandauli,Niyamatabad,Leduwa,1621,Niyamatabad
Chandauli,Niyamatabad,Gauri,1621,Niyamatabad
Chandauli,Chakia,Biaasad,1617,Chakiya
Chandauli,Chakia,Kodochak,1617,Chakiya
Chandauli,Chahniya,Sevdi,1616,Chahniya
Chandauli,Shahababganj,Waraw,1622,Sahabganj
Varanasi,Sewapuri,Isarwar,2205,Sevapuri
Varanasi,Chiraigaon,Rasulgarh,2200,Chiraigaon
Varanasi,Chiraigaon,Parnapur,2200,Chiraigaon
Varanasi,Chiraigaon,Tilmapur,2200,Chiraigaon
Varanasi,Chiraigaon,Chhitouna,2200,Chiraigaon
Varanasi,Chiraigaon,Kotwan,2200,Chiraigaon
Varanasi,Araji Lines,Sihori D 0,2198,Arajiline
Varanasi,Araji Lines,Gajaapur,2198,Arajiline
Varanasi,Kashividyapeeth,Maudoli,2203,Kashi Vidyapeeth
Varanasi,Kashividyapeeth,Jalalipatti,2203,Kashi Vidyapeeth
