gp_code,gp_name,block_code,block_name,zila_code,zila_name
42422,Karda,262243,Sayra,108,Udaipur
262895,Kardoo,1263,Suratgarh,91,Ganganagar
35807,Kareda,295453,Kareda,83,Bhilwara
42095,Kareda Bujurg,1371,Newai,107,Tonk
38317,Kareda Khurd,1269,Chaksu,93,Jaipur
36490,Karediya,1226,Bhadesar,86,Chittorgarh
35429,Kareeli,1198,Nadbai,82,Bharatpur
37335,Kareempur,262816,Saipau,89,Dholpur
41378,Karel,295310,Malarna Dungar,104,Sawai Madhopur
34279,Karenda,1169,Tijara,78,Alwar
294870,Karhal Mata,1253,Bichiwara,90,Dungarpur
35430,Karhi,1198,Nadbai,82,Bharatpur
39514,Kari,1301,Nawalgarh,97,Jhunjhunu
38653,Kariri,1278,Shahpura,93,Jaipur
40151,Kariri,1317,Todabhim,99,Karauli
41237,Kariya,1348,Kumbhalgarh,103,Rajsamand
37562,Kariyana,1255,Sagwara,90,Dungarpur
36665,Karjali,1233,Kapasan,86,Chittorgarh
35646,Karjaliya,1203,Asind,83,Bhilwara
34376,Karji,1172,Bagidora,79,Banswara
36556,Karjoo,1229,Chhoti Sadri,573,Pratapgarh
33727,Karkeri,1153,Kishangarh (Silora),77,Ajmer
40656,Karloo,1330,Mundwa,101,Nagaur
35224,Karmawas,262774,Samdari,81,Barmer
41069,Karmawas,1342,Sojat,102,Pali
41494,Karmoda,1355,Sawai Madhopur,104,Sawai Madhopur
294138,Karmooka,1196,Kaman,82,Bharatpur
35185,Karna,1192,Sindhari,81,Barmer
34738,Karnahera,1181,Baran (Full),80,Baran
262447,Karnauva,1381,Kherwara,108,Udaipur
37058,Karnawar,295152,Baswa,88,Dausa
34081,Karni Kot,1163,Mandawar,78,Alwar
36024,Karnisar Bhatiyan,295168,Poogal,84,Bikaner
33804,Karnos,1155,Pisangan,77,Ajmer
40705,Karnu,262085,Khinvsar,101,Nagaur
33915,Karoda,1158,Behror,78,Alwar
35976,Karoi,1213,Suwana,83,Bhilwara
39013,Karola,1288,Sanchore,95,Jalore
33981,Karoli,1160,Kishangarh Bas,78,Alwar
37479,Karoli,1253,Bichiwara,90,Dungarpur
38516,Karoli,262104,Paota,93,Jaipur
41200,Karoli,295391,Delwada,103,Rajsamand
36696,Karoonda,1234,Nimbahera,86,Chittorgarh
37234,Karori,1247,Sikrai,88,Dausa
40024,Karsai,1314,Karauli,99,Karauli
36620,Karsana,1231,Dungla,86,Chittorgarh
39979,Karsoli,1313,Hindaun,99,Karauli
35096,Kartiya,262545,Sedwa,81,Barmer
36557,Karunda,1229,Chhoti Sadri,573,Pratapgarh
40197,Karwad,1318,Itawa,100,Kota
36279,Karwala,1220,Keshoraipatan,85,Bundi
36280,Karwala Ki Jho.,1220,Keshoraipatan,85,Bundi
262558,Karwan,262760,Bapini,98,Jodhpur
36317,Karwar,1221,Nainwa,85,Bundi
39805,Karwar,295381,Keru,98,Jodhpur
38981,Karwara,1287,Raniwara,95,Jalore
35271,Karwari,1194,Bayana,82,Bharatpur
34829,Karwari Kalan,1184,Kishanganj,80,Baran
36802,Karwasar,1237,Churu,87,Churu
40620,Karwasaron Ki Dhani,1329,Merta,101,Nagaur
294224,Kasane Ka Nagal,1313,Hindaun,99,Karauli
40257,Kasar,1320,Ladpura,100,Kota
41665,Kasarda,1359,Khandela,105,Sikar
37620,Kasariya,262105,Galiyakoat,90,Dungarpur
34638,Kasarwari,1178,Sajjangarh,79,Banswara
34318,Kasba Dahra,1170,Umren,78,Alwar
37265,Kasba Nagar,1248,Bari,89,Dholpur
34857,Kasba Nonera,1185,Shahbad,80,Baran
34858,Kasba Thana,1185,Shahbad,80,Baran
40114,Kased,262184,Mandrayal,99,Karauli
42021,Kaseer,1369,Deoli,107,Tonk
39515,Kaseru,1301,Nawalgarh,97,Jhunjhunu
33604,Kasheer,1149,Arain,77,Ajmer
294477,Kashinagar,1328,Makrana,101,Nagaur
38283,Kashipura,295305,Tunga,93,Jaipur
40025,Kashipura,1314,Karauli,99,Karauli
42175,Kashipura,295476,Peeplu,107,Tonk
35143,Kashmir,1191,Sheo,81,Barmer
36585,Kashmor,1230,Chittorgarh,86,Chittorgarh
39851,Kashti,6901,Bawadi,98,Jodhpur
34997,Kashumbla Bhatiyan,262778,Gira,81,Barmer
37383,Kasimpur,1250,Dhaulpur,89,Dholpur
39442,Kasimpura,1299,Jhunjhunu,97,Jhunjhunu
41581,Kasli,1357,Dhod,105,Sikar
35678,Kasoriya,1204,Banera,83,Bhilwara
35313,Kasot,1195,Deeg,82,Bharatpur
42698,Katanwada,1385,Sarada,108,Udaipur
35647,Katar,1203,Asind,83,Bhilwara
262536,Katar,1381,Kherwara,108,Udaipur
35431,Katara,1198,Nadbai,82,Bharatpur
40152,Katara Aziz,1317,Todabhim,99,Karauli
36984,Katar Chhoti,262145,Bidasar,87,Churu
295493,Katarla Khileriyan,1190,Dhorimanna,81,Barmer
42522,Katarwaas,1381,Kherwara,108,Udaipur
34711,Katawar,1180,Atru,80,Baran
42523,Katev,262235,Rishbhdeo,108,Udaipur
42243,Kathar,1375,Bargaon,108,Udaipur
35225,Kathari,1193,Siwana,81,Barmer
42176,Kathmana,295476,Peeplu,107,Tonk
38725,Kathodi(G),295287,Mohangarh,94,Jaisalmer
35354,Kathol,262581,Pahari,82,Bharatpur
34118,Kathoowas,1164,Neemrana,78,Alwar
40461,Kathoti,1325,Jayal,101,Nagaur
36641,Kati,1232,Gangrar,86,Chittorgarh
37425,Katisore,1252,Aspur,90,Dungarpur
34424,Katiyor,1173,Banswara,79,Banswara
39980,Katkar,295250,Shri Mahaveer Ji,99,Karauli
36025,Katriasar,1214,Bikaner,84,Bikaner
33605,Katsoora,1149,Arain,77,Ajmer
34608,Katumbi,6835,Chhoti Sarwan,79,Banswara
36460,Katunda,1225,Begun,86,Chittorgarh
40778,Katyasani,1329,Merta,101,Nagaur
262809,Kaucha,1382,Kotra,108,Udaipur
295342,Kau Ka Khera,295251,Barmer Rural,81,Barmer
262391,Kavel,262252,Phalasiya,108,Udaipur
42244,Kavita,1375,Bargaon,108,Udaipur
34712,Kawai,1180,Atru,80,Baran
35432,Kawai,1198,Nadbai,82,Bharatpur
262604,Kawaliya Dara,1253,Bichiwara,90,Dungarpur
34998,Kawas,295251,Barmer Rural,81,Barmer
38889,Kawatra,295292,Bagoda,95,Jalore
36026,Kawni,1214,Bikaner,84,Bikaner
38856,Kawrada,1283,Ahore,95,Jalore
42382,Kaya,1378,Girwa,108,Udaipur
259730,Kayad,295190,Ajmer Rural,77,Ajmer
295410,Kayam Ki Basti,1191,Sheo,81,Barmer
33844,Kayampura,295190,Ajmer Rural,77,Ajmer
41628,Kayamsar,1358,Fatehpur,105,Sikar
34119,Kaysa,1164,Neemrana,78,Alwar
295030,Kazi,295394,Pilani,97,Jhunjhunu
33635,Kebaniya,262721,Sarwar,77,Ajmer
39588,Ked,1303,Udaipurwati,97,Jhunjhunu
42278,Kedariya,1376,Bhinder,108,Udaipur
294171,Kedli,262410,Panchoo,84,Bikaner
36933,Keekasar,1240,Sardarshahar,87,Churu
42281,Keekawas,295182,Vallabhnagar,108,Udaipur
42527,Keekawat,262235,Rishbhdeo,108,Udaipur
34219,Keelpur,1167,Reni,78,Alwar
36433,Keeratpura,1224,Bari Sadri,86,Chittorgarh
294507,Keeratpura,1243,Bandikui,88,Dausa
38726,Keeta,1280,Jaisalmer,94,Jaisalmer
39124,Keetiya,1291,Dag,96,Jhalawar
39407,Keharpura Kalan,1298,Chirawa,97,Jhunjhunu
42699,Kejad,1385,Sarada,108,Udaipur
35097,Kekad,262545,Sedwa,81,Barmer
40877,Kekindara,1336,Jaitaran,102,Pali
36108,Kela,295168,Poogal,84,Bikaner
262423,Kela Ka Bas,295307,Andhi,93,Jaipur
34609,Kelamela,1177,Peepal Khoont,573,Pratapgarh
38175,Kelaniyan,6845,Rawatsar,92,Hanumangarh
39656,Kelansar,295378,Ghantiyali,98,Jodhpur
38809,Kelawa,1282,Sankra,94,Jaisalmer
39852,Kelawa Kalan,6901,Bawadi,98,Jodhpur
36697,Keli,1234,Nimbahera,86,Chittorgarh
36586,Keljer,1230,Chittorgarh,86,Chittorgarh
35051,Kelnore,1189,Chohtan,81,Barmer
39125,Keloo Khera,1291,Dag,96,Jhalawar
41304,Kelwa,1350,Rajsamand,103,Rajsamand
41070,Kelwad,1342,Sojat,102,Pali
34859,Kelwara,1185,Shahbad,80,Baran
41240,Kelwara,1348,Kumbhalgarh,103,Rajsamand
40067,Kemla,1315,Nadauti,99,Karauli
294187,Ker,1365,Pindwara,106,Sirohi
40404,Kerap,1324,Didwana,101,Nagaur
295337,Kerawa,1187,Barmer,81,Barmer
35808,Keriya,1208,Mandal,83,Bhilwara
246060,Keriya,6907,Chitalwana,95,Jalore
262715,Kerla,295387,Aau,98,Jodhpur
294791,Kerlanada,262762,Lohawat,98,Jodhpur
41012,Kerli,1340,Rani Station,102,Pali
262761,Kernada,1189,Chohtan,81,Barmer
39806,Keroo,295381,Keru,98,Jodhpur
33636,Kerot,1150,Bhinay,77,Ajmer
36461,Kerpura,1225,Begun,86,Chittorgarh
41666,Kerpura,1359,Khandela,105,Sikar
295237,Kerwa Jat,295372,Malakheda,78,Alwar
34713,Kerwaliya,1180,Atru,80,Baran
36736,Kerwas,1235,Pratapgarh,573,Pratapgarh
34477,Kesarpura,262584,Arthuna,79,Banswara
41957,Kesarpura,1367,Sheoganj,106,Sirohi
262230,Kesarpura,262727,Patodi,81,Barmer
293960,Kesarpura Mewariya,1155,Pisangan,77,Ajmer
36027,Keserdesar Jatan,1214,Bikaner,84,Bikaner
262638,Keshapura,1256,Simalwara,90,Dungarpur
42336,Keshariyawad,1377,Dhariawad,573,Pratapgarh
34319,Kesharpur,1170,Umren,78,Alwar
33805,Kesharpura,1155,Pisangan,77,Ajmer
34425,Kesharpura,1173,Banswara,79,Banswara
34610,Kesharpura,295389,Suhagpura,573,Pratapgarh
294994,Kesharpura,1377,Dhariawad,573,Pratapgarh
295171,Kesharpura,295424,Dhamotar,573,Pratapgarh
39043,Keshawana,1289,Sayla,95,Jalore
38517,Keshwana Rajput,1274,Kotputli,93,Jaipur
41201,Kesooli,295391,Delwada,103,Rajsamand
37191,Kesra,301219,Mandawar,88,Dausa
262261,Kesri Singhpura,295152,Baswa,88,Dausa
34184,Kesroli,1166,Ramgarh,78,Alwar
40846,Kesuli,1335,Desuri,102,Pali
36558,Kesunda,1229,Chhoti Sadri,573,Pratapgarh
246061,Kesuri,6907,Chitalwana,95,Jalore
40198,Kethoda,1318,Itawa,100,Kota
36318,Kethooda,1221,Nainwa,85,Bundi
294757,Ketoo Hema,262801,Sekhala,98,Jodhpur
39628,Ketookalan,262801,Sekhala,98,Jodhpur
39629,Ketumada,262801,Sekhala,98,Jodhpur
42700,Kevra Khurd,295185,Jaisamand,108,Udaipur
36434,Kewalpura,1224,Bari Sadri,86,Chittorgarh
35144,Khabdala,262776,Gadra Road,81,Barmer
294486,Khabra Kalan,1310,Osian,98,Jodhpur
39853,Khabra Khurd,1310,Osian,98,Jodhpur
41540,Khachariya Was,1356,Danta Ramgarh,105,Sikar
37993,Khachawana (7 Dpn ),1264,Bhadra,92,Hanumangarh
35844,Khachrol,1209,Mandalgarh,83,Bhilwara
295495,Khadaali,262692,Gudhamalani,81,Barmer
38518,Khadab,1274,Kotputli,93,Jaipur
41859,Khadat,1364,Abu Road,106,Sirohi
34956,Khadeen,262681,Ramsar,81,Barmer
295399,Khadeen,262776,Gadra Road,81,Barmer
35561,Khadera,295303,Uchain,82,Bharatpur
36364,Khadipur,1222,Talera,85,Bundi
40285,Khadiya,1321,Sangod,100,Kota
40706,Khadkhali,1331,Nagaur,101,Nagaur
41748,Khadra,1361,Neem Ka Thana,105,Sikar
40224,Khairabad,1319,Khairabad,100,Kota
39294,Khairana,1295,Pirawa (Sunel),96,Jhalawar
36436,Khairmaliya,1224,Bari Sadri,86,Chittorgarh
36848,Khairoo Bari,1238,Rajgarh,87,Churu
37105,Khairwal,1244,Dausa,88,Dausa
40286,Khajoori,1321,Sangod,100,Kota
34676,Khajoorna Kalan,1179,Anta,80,Baran
294897,Khajoosar,295378,Ghantiyali,98,Jodhpur
39443,Khajpur Naya,1299,Jhunjhunu,97,Jhunjhunu
262210,Khajura,1176,Kushalgarh,79,Banswara
34611,Khajuri,6835,Chhoti Sarwan,79,Banswara
35734,Khajuri,1206,Jahazpur,83,Bhilwara
36319,Khajuri,1221,Nainwa,85,Bundi
37480,Khajuri,1253,Bichiwara,90,Dungarpur
42664,Khajuri,6846,Lasadiya,108,Udaipur
42562,Khajuria,1382,Kotra,108,Udaipur
40657,Khajwana,1330,Mundwa,101,Nagaur
42470,Khakhad,1380,Jhadol,108,Udaipur
42563,Khakharia,1382,Kotra,108,Udaipur
40503,Khakharki,262096,Nawa,101,Nagaur
40621,Khakharki,1329,Merta,101,Nagaur
295214,Khakharlai,1193,Siwana,81,Barmer
35882,Khakhar Mala,1210,Raipur,83,Bhilwara
41127,Khakhar Mala,1344,Amet,103,Rajsamand
35470,Khakhawali,1199,Nagar Pahari,82,Bharatpur
40405,Khakholi,262369,Molasar,101,Nagaur
41582,Khakholi,1357,Dhod,105,Sikar
262186,Khakhoosar,301218,Hadan,84,Bikaner
42212,Khalaniya,1374,Uniara,107,Tonk
294155,Khalda,1184,Kishanganj,80,Baran
35145,Khalife Ki Baori,262776,Gadra Road,81,Barmer
37426,Khalil,1252,Aspur,90,Dungarpur
262322,Khalilpuri,1169,Tijara,78,Alwar
295232,Khalsa Nagar,1166,Ramgarh,78,Alwar
262803,Kham,301231,Devla,108,Udaipur
41980,Khambal,1368,Sirohi,106,Sirohi
34542,Khamera,1175,Ghatol,79,Banswara
40550,Khamiyad,1327,Ladnu,101,Nagaur
41202,Khamnor,1347,Khamnor,103,Rajsamand
35945,Khamor,1212,Shahpura,83,Bhilwara
37427,Khanan,262099,Sabla,90,Dungarpur
35226,Khandap,262774,Samdari,81,Barmer
34856,Khanda Sahrol,1185,Shahbad,80,Baran
42096,Khandawa,1371,Newai,107,Tonk
41410,Khandeep,1353,Gangapur City,104,Sawai Madhopur
38592,Khandel,1276,Sambhar,93,Jaipur
34830,Khandela,1184,Kishanganj,80,Baran
41541,Khandelsar,295269,Palsana,105,Sikar
41455,Khandewala,1354,Khandar,104,Sawai Madhopur
42097,Khandewat,1371,Newai,107,Tonk
35471,Khandewla,262581,Pahari,82,Bharatpur
39216,Khandi,1293,Khanpur,96,Jhalawar
41038,Khandi,1341,Rohat,102,Pali
42524,Khandi Ovri,1381,Kherwara,108,Udaipur
39373,Khandwa,1297,Buhana,97,Jhunjhunu
36803,Khandwa Patta Churu,1237,Churu,87,Churu
39686,Khangata,262755,Peepad Sahar,98,Jodhpur
35433,Khangri,1198,Nadbai,82,Bharatpur
35146,Khaniyani,262776,Gadra Road,81,Barmer
295455,Khanji Ka Tala,1188,Baytoo,81,Barmer
35906,Khankhala,1211,Sahara,83,Bhilwara
35272,Khankhera,1194,Bayana,82,Bharatpur
42525,Khanmeen,1381,Kherwara,108,Udaipur
38241,Khannipura,262103,Jalsu,93,Jaipur
34897,Khanora,262727,Patodi,81,Barmer
37102,Khanpur,262601,Lawan,88,Dausa
38948,Khanpur,1284,Bhinmal,95,Jalore
39374,Khanpur,295392,Singhana,97,Jhunjhunu
294545,Khanpur,1246,Mahwa,88,Dausa
36320,Khanpura,1221,Nainwa,85,Bundi
294069,Khanpura,1249,Baseri,89,Dholpur
34082,Khanpur Aheer,1163,Mandawar,78,Alwar
34011,Khanpur Aheeran,1161,Kotkasim,78,Alwar
41411,Khanpur Baroda,1353,Gangapur City,104,Sawai Madhopur
39173,Khanpuriya,1292,Jhalrapatan,96,Jhalawar
295227,Khanpur Kalan,1166,Ramgarh,78,Alwar
37266,Khanpur Maina,1248,Bari,89,Dholpur
33982,Khanpur Mewan,1160,Kishangarh Bas,78,Alwar
36804,Khansoli,1237,Churu,87,Churu
35517,Khan Surjapur,1200,Rupbas,82,Bharatpur
35518,Khanua,1200,Rupbas,82,Bharatpur
37103,Khanwas,262601,Lawan,88,Dausa
36028,Khara,1214,Bikaner,84,Bikaner
39015,Khara,1288,Sanchore,95,Jalore
39903,Khara,1311,Phalodi,98,Jodhpur
39769,Kharaberapurohitan,1308,Luni,98,Jodhpur
295491,Kharad,1190,Dhorimanna,81,Barmer
42132,Kharada,1372,Todaraisingh,107,Tonk
34999,Kharada Bharat Singh,262778,Gira,81,Barmer
295117,Kharadi,1336,Jaitaran,102,Pali
38067,Khara Khera,6844,Tibbi,92,Hanumangarh
35186,Khara Mahechan,1192,Sindhari,81,Barmer
35187,Kharantiya,1192,Sindhari,81,Barmer
35000,Kharapar,262778,Gira,81,Barmer
262450,Khara Rathoran,262681,Ramsar,81,Barmer
37019,Kharathwasiya,1242,Taranagar,87,Churu
295240,Kharawala,1189,Chohtan,81,Barmer
36281,Kharayta,1220,Keshoraipatan,85,Bundi
41276,Khar Bamaniya,1349,Railmagra,103,Rajsamand
262751,Kharbar A,1385,Sarada,108,Udaipur
36109,Kharbara 3 DL,295168,Poogal,84,Bikaner
42701,Kharbar B,1385,Sarada,108,Udaipur
35147,Kharchi,262776,Gadra Road,81,Barmer
41039,Kharda,1341,Rohat,102,Pali
294010,Kharda,1214,Bikaner,84,Bikaner
39854,Kharda Maiwasa,1310,Osian,98,Jodhpur
36435,Khardeola,1224,Bari Sadri,86,Chittorgarh
295322,Khardi,262727,Patodi,81,Barmer
295520,Khardi Beri,295254,Aadel,81,Barmer
40504,Khardiya,262096,Nawa,101,Nagaur
40592,Khardiya,1328,Makrana,101,Nagaur
262392,Khardiya,262252,Phalasiya,108,Udaipur
295282,Khareda,295372,Malakheda,78,Alwar
35519,Kharera,295303,Uchain,82,Bharatpur
35273,Khareri,1194,Bayana,82,Bharatpur
40406,Kharesh,1324,Didwana,101,Nagaur
39981,Khareta,1313,Hindaun,99,Karauli
37563,Khargada,1255,Sagwara,90,Dungarpur
35098,Khari,1190,Dhorimanna,81,Barmer
39630,Khariberi,1304,Balesar,98,Jodhpur
36083,Khari Charnan,1215,Kolayat,84,Bikaner
40707,Khari Karamsota,1331,Nagaur,101,Nagaur
295328,Kharinadi,262727,Patodi,81,Barmer
40505,Khariya,1326,Kuchaman City,101,Nagaur
262716,Khariya,295387,Aau,98,Jodhpur
294556,Khariya Anawas,262755,Peepad Sahar,98,Jodhpur
36985,Khariya Kaniram,1241,Sujangarh,87,Churu
39687,Khariya Khangar,262755,Peepad Sahar,98,Jodhpur
295517,Khariya Khurd,295254,Aadel,81,Barmer
294946,Khariya Malinath,301218,Hadan,84,Bikaner
39727,Khariya Meethapur,1307,Bilara,98,Jodhpur
41071,Khariya Neev,1342,Sojat,102,Pali
262192,Khariya Patawatan,301218,Hadan,84,Bikaner
262460,Khariya Rathoran,262681,Ramsar,81,Barmer
41072,Khariya Soda,1342,Sojat,102,Pali
262768,Khariya Tala,295251,Barmer Rural,81,Barmer
42665,Kharka,1384,Salumbar,108,Udaipur
38454,Kharkara,1272,Jamwa Ramgarh,93,Jaipur
34715,Kharkhada Ramlothan,1180,Atru,80,Baran
36642,Kharkhanda,1232,Gangrar,86,Chittorgarh
39473,Kharkhara,1300,Khetri,97,Jhunjhunu
34247,Kharkhari Kalan,1168,Thanagazi,78,Alwar
38068,Kharliyan,6842,Pilibanga,92,Hanumangarh
40658,Kharnal,1330,Mundwa,101,Nagaur
41242,Kharnota,1348,Kumbhalgarh,103,Rajsamand
37304,Kharoli,295306,Saramathura,89,Dholpur
39249,Kharpa,262180,Aklera,96,Jhalawar
39295,Kharpa Kalan,1295,Pirawa (Sunel),96,Jhalawar
262524,Kharpeda,1256,Simalwara,90,Dungarpur
294511,Kharpina,1378,Girwa,108,Udaipur
42279,Kharsan,295182,Vallabhnagar,108,Udaipur
295195,Kharsanki,295311,Govindgarh,78,Alwar
42607,Khartana,1383,Mavli,108,Udaipur
33766,Kharwa,1154,Masooda,77,Ajmer
262836,Kharwa,262692,Gudhamalani,81,Barmer
36029,Kharwali,6898,Khajuwala,84,Bikaner
40407,Kharwaliya,1324,Didwana,101,Nagaur
294872,Kharwar Khunian,262679,Jothari,90,Dungarpur
294407,Khasarvi,6907,Chitalwana,95,Jalore
39250,Khata Kheri,1294,Manoharthana,96,Jhalawar
41305,Khatamla,1350,Rajsamand,103,Rajsamand
37875,Khatan,1261,Raisinghnagar,91,Ganganagar
35434,Khatauti,1198,Nadbai,82,Bharatpur
38284,Khatepura,295305,Tunga,93,Jaipur
42471,Khati Kamdi,262252,Phalasiya,108,Udaipur
36518,Khati Khera,1227,Bhainsrorgarh,86,Chittorgarh
39807,Khatiyasani,1309,Mandor,98,Jodhpur
34860,Khatka,1185,Shahbad,80,Baran
36365,Khatkar,257862,Bundi,85,Bundi
41749,Khatkar,295265,Ajeetgarh,105,Sikar
37757,Khatlabana,1258,Ganganagar,91,Ganganagar
301214,Khatolai,1279,Viratnagar,93,Jaipur
33728,Khatoli,1153,Kishangarh (Silora),77,Ajmer
40199,Khatoli,1318,Itawa,100,Kota
42213,Khatoli,1374,Uniara,107,Tonk
37148,Khatoombar,1245,Lalsot,88,Dausa
40659,Khatora,262085,Khinvsar,101,Nagaur
37911,Khat Sajwar,1262,Sadulshahar,91,Ganganagar
34898,Khattu,1186,Balotra,81,Barmer
40462,Khatu Kallan,1325,Jayal,101,Nagaur
41667,Khatundara,1359,Khandela,105,Sikar
41495,Khatupura,1355,Sawai Madhopur,104,Sawai Madhopur
37149,Khatwa,1245,Lalsot,88,Dausa
35845,Khatwada,1209,Mandalgarh,83,Bhilwara
38455,Khawa Raniji,1272,Jamwa Ramgarh,93,Jaipur
37104,Khawaraoji,295150,Nangal Rajawatan,88,Dausa
33704,Khawas,1152,Kekri,77,Ajmer
42022,Khawaspura,1369,Deoli,107,Tonk
36367,Khayawda,257862,Bundi,85,Bundi
262308,Khed,1186,Balotra,81,Barmer
34478,Kheda,1174,Garhi,79,Banswara
295142,Kheda,1160,Kishangarh Bas,78,Alwar
37428,Kheda Aspur,1252,Aspur,90,Dungarpur
34426,Kheda Badlipada,1173,Banswara,79,Banswara
37520,Kheda Kachhawara,1254,Dungarpur,90,Dungarpur
38176,Khedasari (4 Khd ),6845,Rawatsar,92,Hanumangarh
35435,Khedi Devisingh,1198,Nadbai,82,Bharatpur
38594,Khedi Milak,295304,Kishangarh Renwal,93,Jaipur
40026,Khediya,295309,Masalpur,99,Karauli
295262,Khedka,1170,Umren,78,Alwar
295263,Khedlanaobad,262581,Pahari,82,Bharatpur
35679,Khedliya,1204,Banera,83,Bhilwara
262231,Khedpur,1176,Kushalgarh,79,Banswara
40622,Kheduli,1329,Merta,101,Nagaur
39904,Kheechan,1311,Phalodi,98,Jodhpur
40225,Kheemach,1319,Khairabad,100,Kota
41152,Kheema Khera,1345,Bhim,103,Rajsamand
293963,Kheempura,1154,Masooda,77,Ajmer
36932,Kheenwansar,1240,Sardarshahar,87,Churu
36805,Kheenwasar,1237,Churu,87,Churu
41700,Kheenwasar,1360,Lachhmangarh,105,Sikar
38727,Kheenwsar,295287,Mohangarh,94,Jaisalmer
40660,Kheenwsar,262085,Khinvsar,101,Nagaur
294269,Kheenwsar-Ii,295290,Bhaniyana,94,Jaisalmer
36234,Kheenya,1219,Hindoli,85,Bundi
295315,Kheepali Khera,262773,Kalyanpur,81,Barmer
294220,Kheep Ka Pura,1313,Hindaun,99,Karauli
33606,Kheeriya,262721,Sarwar,77,Ajmer
262411,Kheerwa,1305,Bap,98,Jodhpur
294866,Kheerwa,1360,Lachhmangarh,105,Sikar
38728,Kheeya,295287,Mohangarh,94,Jaisalmer
294501,Khegro Ki Bhagal,1378,Girwa,108,Udaipur
246062,Khejadiyali,6907,Chitalwana,95,Jalore
262655,Khejariyali,262774,Samdari,81,Barmer
39728,Khejarla,1307,Bilara,98,Jodhpur
39770,Khejarlikalan,1308,Luni,98,Jodhpur
38593,Khejdawas,295302,Jobner,93,Jaipur
294612,Khejra Dikhnada,1240,Sardarshahar,87,Churu
35703,Khejri,1205,Hurda,83,Bhilwara
295465,Khelana,295290,Bhaniyana,94,Jaisalmer
35883,Khemana,1210,Raipur,83,Bhilwara
294964,Khemaroo,1254,Dungarpur,90,Dungarpur
262516,Khemawas,1245,Lalsot,88,Dausa
42608,Khemli,301230,Khemli,108,Udaipur
37521,Khempur,262207,Dovada,90,Dungarpur
42609,Khempur,1383,Mavli,108,Udaipur
295236,Khempura,1189,Chohtan,81,Barmer
35562,Khemra,1201,Sewar,82,Bharatpur
33886,Khera,1157,Bansur,78,Alwar
39218,Khera,1293,Khanpur,96,Jhalawar
39982,Khera,295250,Shri Mahaveer Ji,99,Karauli
262571,Khera,1250,Dhaulpur,89,Dholpur
35977,Kherabad,1213,Suwana,83,Bhilwara
262732,Khera Bagoriya,262719,Dechu,98,Jodhpur
41412,Khera Barh Ramgarh,1353,Gangapur City,104,Sawai Madhopur
35314,Khera Brahman,1195,Deeg,82,Bharatpur
42666,Kherad,1384,Salumbar,108,Udaipur
262520,Khera Ghati,295178,Nayagaon,108,Udaipur
295177,Khera (Kajlikhera),295424,Dhamotar,573,Pratapgarh
34739,Kherali,1181,Baran (Full),80,Baran
34044,Khera Mahmood,295311,Govindgarh,78,Alwar
34045,Khera Mangal Singh,1162,Laxmangarh,78,Alwar
33946,Khera Meda,1159,Kathumar,78,Alwar
295165,Khera Naharsingh Mata,295424,Dhamotar,573,Pratapgarh
294354,Khera Nihalpura,1274,Kotputli,93,Jaipur
34479,Kheran Ka Parda,1174,Garhi,79,Banswara
39855,Kherapa,6901,Bawadi,98,Jodhpur
40226,Kherarudhha,1319,Khairabad,100,Kota
40463,Kherat,1325,Jayal,101,Nagaur
33945,Khera Tarf Kalyanpura,1159,Kathumar,78,Alwar
35520,Khera Thakur,1200,Rupbas,82,Bharatpur
34427,Kherdabra,1173,Banswara,79,Banswara
36462,Kheri,1225,Begun,86,Chittorgarh
40153,Kheri,1317,Todabhim,99,Karauli
262258,Kheri,295151,Baijupada,88,Dausa
39983,Kheri Hewat,1313,Hindaun,99,Karauli
41701,Kheri Radan,1360,Lachhmangarh,105,Sikar
262260,Kheriram,1276,Sambhar,93,Jaipur
39688,Kheri Salwa,1306,Bhopalgarh,98,Jodhpur
40593,Kheri Sheela,1328,Makrana,101,Nagaur
39091,Kheriya,1290,Bakani,96,Jhalawar
36235,Kherkhata,1219,Hindoli,85,Bundi
39251,Kher Khera,1294,Manoharthana,96,Jhalawar
39174,Kherla,1292,Jhalrapatan,96,Jhalawar
39554,Kherla,295394,Pilani,97,Jhunjhunu
40115,Kherla,1316,Sapotra,99,Karauli
37192,Kherla Bujurg,1246,Mahwa,88,Dausa
37193,Kherla Gadali,1246,Mahwa,88,Dausa
34801,Kherla Jageer,1183,Chhipabarod,80,Baran
37150,Kherlakhurd,1245,Lalsot,88,Dausa
37384,Kherli,1251,Rajakhera,89,Dholpur
40227,Kherli,1319,Khairabad,100,Kota
41341,Kherli,1351,Bamanwas,104,Sawai Madhopur
35274,Kherli Gadasiya,1194,Bayana,82,Bharatpur
39984,Kherli Goojar,1313,Hindaun,99,Karauli
294128,Kherli Goojar,1202,Weir,82,Bharatpur
35376,Kherli Gumani,1196,Kaman,82,Bharatpur
262825,Kherli Manna,262581,Pahari,82,Bharatpur
295275,Kherli Pichnot,295372,Malakheda,78,Alwar
33947,Kherli Rel,1159,Kathumar,78,Alwar
34186,Kherli Saiyed,295372,Malakheda,78,Alwar
40317,Kherli Tawran,1322,Sultanpur,100,Kota
42280,Kheroda,1376,Bhinder,108,Udaipur
36737,Kherot,1235,Pratapgarh,573,Pratapgarh
40318,Kherula,1322,Sultanpur,100,Kota
