district,samiti,elex_gp,lgd_gp,lgd_gp_code,match_distance,match_quality,sl_no_2010
alwar,RAMGARH,ramgarh,Rasgan,34200,0.253968253968254,loose,630
alwar,RAINI,bhuda,Bhooda,34209,0.17777777777777778,strict,546
alwar,RAINI,behadkokla,Bhooda,34209,0.2888888888888888,loose,544
alwar,THANAGAZI,ajabgarh,Ajabgarh,34231,0,exact,636
alwar,THANAGAZI,aagar,Ajabgarh,34231,0.12500000000000006,strict,635
alwar,THANAGAZI,angari,Angari,34233,0,exact,638
alwar,THANAGAZI,thanagaji,Angari,34233,0.2703703703703703,loose,668
alwar,THANAGAZI,bhangdoli,Angari,34233,0.29629629629629634,loose,642
alwar,THANAGAZI,dwarapur,Dwarapur,34240,0,exact,646
alwar,THANAGAZI,narayanpur,Dwarapur,34240,0.21666666666666667,loose,660
alwar,UMREN,aklarpur,Akbarpur,34298,0.08333333333333338,strict,703
alwar,UMREN,mohabbatpur,Akbarpur,34298,0.23484848484848492,loose,728
alwar,UMREN,bakthpura,Bakhtpura,34300,0.037037037037037104,strict,704
alwar,UMREN,prathvipura,Bakhtpura,34300,0.242905242905243,loose,733
alwar,UMREN,berkhera,Bakhtpura,34300,0.27314814814814825,loose,707
alwar,UMREN,madhogarh,Bhoogar,34306,0.24338624338624346,loose,725
alwar,UMREN,bhugour,Bhoogar,34306,0.2571428571428572,loose,710
alwar,UMREN,chandoli,Chandoli,34307,0,exact,712
alwar,UMREN,bhandodi,Chandoli,34307,0.1666666666666667,strict,708
alwar,UMREN,pala,Palkhari,34326,0.1666666666666667,strict,730
alwar,UMREN,palkhedi,Palkhari,34326,0.1666666666666667,strict,731
alwar,UMREN,diwakari,Palkhari,34326,0.25000000000000006,loose,716
alwar,UMREN,shahpur,Shahpur,34331,0,exact,736
alwar,UMREN,salpur,Shahpur,34331,0.1507936507936509,strict,735
banswara,ANANDPURI,badliya,Barliya,34338,0.09523809523809525,strict,741
banswara,ANANDPURI,berjdiya,Barliya,34338,0.22023809523809523,loose,742
banswara,ANANDPURI,pat navadhra,Mena Padhar,34349,0.23653198653198648,loose,757
banswara,ANANDPURI,maina padar,Mena Padhar,34349,0.2508417508417509,loose,753
banswara,BAGIDORA,klinjra,Kalinjara,34375,0.12169312169312176,strict,784
banswara,BAGIDORA,lankai,Kalinjara,34375,0.25000000000000006,loose,786
banswara,BAGIDORA,kuta machhar,Khoonta Machar,34379,0.1507936507936509,strict,785
banswara,BAGIDORA,khunta galiya,Khoonta Machar,34379,0.27106227106227104,loose,782
banswara,BAGIDORA,nagavada,Nagawara,34384,0.1666666666666667,strict,789
banswara,BAGIDORA,gaminya hamira,Nagawara,34384,0.255952380952381,loose,774
banswara,BAGIDORA,suvala,Suwala,34398,0.11111111111111106,strict,803
banswara,BAGIDORA,saliya,Suwala,34398,0.22222222222222238,loose,799
banswara,BAGIDORA,sallopat,Suwala,34398,0.27777777777777785,loose,800
banswara,GARHI,bhimpur,Bhimpur,34465,0,exact,889
banswara,GARHI,timurva,Bhimpur,34465,0.28571428571428575,loose,931
banswara,GARHI,choupasang,Chupasag,34469,0.06666666666666678,strict,893
banswara,GARHI,jhadsa,Chupasag,34469,0.27777777777777785,loose,898
banswara,GARHI,daduka,Dadooka,34470,0.1507936507936509,strict,894
banswara,GARHI,odvada,Dadooka,34470,0.253968253968254,loose,915
banswara,GARHI,partapur,Karanpur,34476,0.1666666666666667,strict,920
banswara,GARHI,keserpura,Karanpur,34476,0.27314814814814825,loose,901
banswara,GARHI,kotda bada,Kotda Bada,34482,0,exact,906
banswara,GARHI,kotda,Kotda Bada,34482,0.1666666666666667,strict,905
banswara,GARHI,madelva,Madalda,34485,0.19047619047619044,strict,909
banswara,GARHI,malana,Madalda,34485,0.21746031746031746,loose,910
banswara,GARHI,paloda,Paloda,34493,0,exact,917
banswara,GARHI,biloda,Paloda,34493,0.22222222222222238,loose,891
banswara,GARHI,paraheda,Parheda,34495,0.13690476190476192,strict,919
banswara,GARHI,padedi,Parheda,34495,0.253968253968254,loose,916
banswara,GARHI,arthuna,Parheda,34495,0.28571428571428575,loose,882
banswara,GARHI,rohida,Rohida,34498,0,exact,923
banswara,GARHI,garhi,Rohida,34498,0.3,loose,895
banswara,GARHI,vajvana,Vajvana,34508,0,exact,933
banswara,GARHI,anjana,Vajvana,34508,0.1507936507936509,strict,881
banswara,GHATOL,badana,Badana,34512,0,exact,936
banswara,GHATOL,badi padal,Badana,34512,0.2222222222222222,loose,938
banswara,GHATOL,baman pada,Badana,34512,0.2222222222222222,loose,940
banswara,GHATOL,bansdi kheda,Bansli Kheda,34515,0.055555555555555705,strict,941
banswara,GHATOL,bassi ada,Bansli Kheda,34515,0.2605820105820106,loose,942
banswara,GHATOL,bhundga,Bhungra,34519,0.09523809523809525,strict,945
banswara,GHATOL,bhuvasa,Bhungra,34519,0.28571428571428575,loose,946
banswara,GHATOL,borpi khanta,Borpikhanta,34524,0.02777777777777788,strict,949
banswara,GHATOL,borda,Borpikhanta,34524,0.27878787878787886,loose,948
banswara,GHATOL,devda,Devda,34530,0,exact,956
banswara,GHATOL,delvada,Devda,34530,0.16190476190476197,strict,955
banswara,GHATOL,duduka,Devda,34530,0.3,loose,957
banswara,GHATOL,dungriya,Dungariya,34533,0.12037037037037043,strict,959
banswara,GHATOL,mungana,Dungariya,34533,0.24338624338624346,loose,976
banswara,GHATOL,padala,Padla,34554,0.12222222222222213,strict,978
banswara,GHATOL,badliya,Padla,34554,0.20952380952380956,loose,939
banswara,GHATOL,sanrodiya,Sarondiya,34559,0.05555555555555556,strict,983
banswara,GHATOL,ganoda,Sarondiya,34559,0.2703703703703703,loose,960
banswara,KUSHALGARH,bhagatpura,Bhagatpura,34568,0,exact,992
banswara,KUSHALGARH,mohakampura,Bhagatpura,34568,0.22121212121212125,loose,1005
banswara,KUSHALGARH,mundri,Mundari,34582,0.04761904761904765,strict,1006
banswara,KUSHALGARH,mahuda,Mundari,34582,0.253968253968254,loose,1004
pratapgarh,PEEPALKHOONT,jamali,Jamli,34605,0.05555555555555556,strict,7525
pratapgarh,PEEPALKHOONT,samelia,Jamli,34605,0.20952380952380956,loose,7540
pratapgarh,PEEPALKHOONT,parthipura,Parthipura,34619,0,exact,7535
pratapgarh,PEEPALKHOONT,kesharpura,Parthipura,34619,0.2714285714285715,loose,7529
barmer,BALOTRA,asada,Asada,34874,0,exact,1263
barmer,BALOTRA,gwalnada,Asada,34874,0.23333333333333345,loose,1277
barmer,BALOTRA,jagsa,Jagsa,34890,0,exact,1278
barmer,BALOTRA,jasol,Jagsa,34890,0.26666666666666666,loose,1279
barmer,BALOTRA,kanana,Kanana,34895,0,exact,1283
barmer,BALOTRA,kankrla,Kanana,34895,0.253968253968254,loose,1284
barmer,BALOTRA,khanoda,Kanana,34895,0.253968253968254,loose,1285
barmer,BALOTRA,dhani sankhala,Kanana,34895,0.2698412698412698,loose,1271
barmer,BALOTRA,pachpadra,Pachpadra,34910,0,exact,1298
barmer,BALOTRA,sambhara,Pachpadra,34910,0.27314814814814825,loose,1302
barmer,BALOTRA,sarana,Sarana,34917,0,exact,1305
barmer,BALOTRA,sarwadi,Sarana,34917,0.253968253968254,loose,1306
barmer,BALOTRA,umarlai,Umarlai,34925,0,exact,1313
barmer,BALOTRA,thumbali,Umarlai,34925,0.22023809523809523,loose,1311
barmer,BALOTRA,mandli,Umarlai,34925,0.253968253968254,loose,1291
barmer,BARMER,balera,Balera,34930,0,exact,1318
barmer,BARMER,babuguleriya,Balera,34930,0.25000000000000006,loose,1316
barmer,BARMER,chuli,Chooli,34940,0.17777777777777778,strict,1330
barmer,BARMER,chadi,Chooli,34940,0.3,loose,1329
barmer,CHOHTAN,chichadasar,Dharasar,34942,0.23484848484848492,loose,1426
barmer,CHOHTAN,shriramwala,Dharasar,34942,0.2904040404040404,loose,1458
barmer,BARMER,garal,Garal,34946,0,exact,1336
barmer,BARMER,gangala,Garal,34946,0.20952380952380956,loose,1335
barmer,BARMER,hathitala,Hathitala,34948,0,exact,1339
barmer,BARMER,hathama,Hathitala,34948,0.1587301587301588,strict,1338
barmer,BARMER,jasai,Jasai,34954,0,exact,1344
barmer,BARMER,jalipa,Jasai,34954,0.2611111111111111,loose,1343
barmer,BARMER,mahabar,Mahabar,34958,0,exact,1348
barmer,BARMER,ratasar,Mahabar,34958,0.28571428571428575,loose,1355
barmer,BARMER,padhi ka par,Mahabar,34958,0.2896825396825397,loose,1352
barmer,BARMER,meethda,Meethra,34960,0.09523809523809525,strict,1350
barmer,BARMER,setrau,Meethra,34960,0.253968253968254,loose,1358
barmer,CHOHTAN,bakhasar,Ratasar,34965,0.22023809523809523,loose,1415
barmer,CHOHTAN,aalamsar,Ratasar,34965,0.28690476190476194,loose,1411
barmer,CHOHTAN,santa,Sanau,34966,0.13333333333333336,strict,1452
barmer,CHOHTAN,dhanau,Sanau,34966,0.17777777777777778,strict,1429
barmer,CHOHTAN,sanwai,Sanau,34966,0.17777777777777778,strict,1453
barmer,BARMER,sanawara,Sanawara,34967,0,exact,1357
barmer,BARMER,sanau,Sanawara,34967,0.23333333333333345,loose,1356
barmer,BARMER,taratara,Sanawara,34967,0.25000000000000006,loose,1361
barmer,BARMER,bisala,Vishala,34974,0.1507936507936509,strict,1323
barmer,BARMER,ishrol,Vishala,34974,0.253968253968254,loose,1341
barmer,BAYTOO,akdra,Akdara,34976,0.12222222222222213,strict,1364
barmer,BAYTOO,jakhda,Akdara,34976,0.22222222222222238,loose,1381
barmer,BAYTOO,santara,Akdara,34976,0.253968253968254,loose,1406
barmer,BAYTOO,batadu,Batadu,34981,0,exact,1370
barmer,BAYTOO,rateu,Batadu,34981,0.3,loose,1404
barmer,BAYTOO,chhitar ka par,Chhitar Ka Par,34988,0,exact,1374
barmer,BAYTOO,kharapar,Chhitar Ka Par,34988,0.20833333333333337,loose,1387
barmer,BAYTOO,jhak,Jhak,34994,0,exact,1382
barmer,BAYTOO,bhadkha,Jhak,34994,0.2738095238095238,loose,1371
barmer,BAYTOO,kheepsar,Khipsar,35001,0.130952380952381,strict,1389
barmer,BAYTOO,khokhsar,Khipsar,35001,0.22023809523809523,loose,1390
barmer,BAYTOO,kosriya,Kosariya,35005,0.13690476190476192,strict,1393
barmer,BAYTOO,khokhsar paschim,Kosariya,35005,0.2916666666666667,loose,1391
barmer,BAYTOO,madhasar,Madhasar,35009,0,exact,1397
barmer,BAYTOO,sahar,Madhasar,35009,0.23333333333333345,loose,1405
barmer,CHOHTAN,aantiya,Antiya,35023,0.04761904761904765,strict,1412
barmer,CHOHTAN,arti,Antiya,35023,0.25000000000000006,loose,1413
barmer,CHOHTAN,bijrad,Bijrad,35032,0,exact,1422
barmer,CHOHTAN,itada,Bijrad,35032,0.3,loose,1436
barmer,CHOHTAN,gumane ka tala,Gumane Ka Tala,35044,0,exact,1433
barmer,CHOHTAN,burhan ka tala,Gumane Ka Tala,35044,0.142857142857143,strict,1424
barmer,CHOHTAN,pokrasar,Pokrasar,35060,0,exact,1448
barmer,CHOHTAN,rabsar,Pokrasar,35060,0.18055555555555555,strict,1449
barmer,CHOHTAN,uparla,Uparla,35073,0,exact,1461
barmer,CHOHTAN,sarla,Uparla,35073,0.17777777777777778,strict,1454
barmer,CHOHTAN,tarla,Uparla,35073,0.17777777777777778,strict,1460
barmer,DHORIMANNA,arniyali,Arniyali,35075,0,exact,1463
barmer,DHORIMANNA,bisarniya,Arniyali,35075,0.2824074074074075,loose,1475
barmer,DHORIMANNA,piprali,Arniyali,35075,0.28690476190476194,loose,1501
barmer,CHOHTAN,salariya,Bisarniya,35087,0.19444444444444453,strict,1451
barmer,CHOHTAN,bisasar,Bisarniya,35087,0.2142857142857143,loose,1423
barmer,DHORIMANNA,chainpura,Chainpura,35089,0,exact,1477
barmer,DHORIMANNA,ratanpura,Chainpura,35089,0.22222222222222238,loose,1503
barmer,DHORIMANNA,alapura,Chainpura,35089,0.24338624338624346,loose,1462
barmer,DHORIMANNA,khari,Khari,35098,0,exact,1487
barmer,DHORIMANNA,kartiya,Khari,35098,0.20952380952380956,loose,1485
barmer,DHORIMANNA,mangta,Mangta,35105,0,exact,1493
barmer,DHORIMANNA,banta,Mangta,35105,0.17777777777777778,strict,1466
barmer,DHORIMANNA,nagar,Mangta,35105,0.2611111111111111,loose,1496
barmer,DHORIMANNA,meethada khurd,Meethra Khurd,35106,0.15659340659340668,strict,1494
barmer,DHORIMANNA,mokhav khurd,Meethra Khurd,35106,0.297008547008547,loose,1495
barmer,DHORIMANNA,nedinadi,Nehdi Nadi,35111,0.06666666666666678,strict,1498
barmer,DHORIMANNA,nehro ki nadi,Nehdi Nadi,35111,0.17293447293447295,strict,1499
barmer,SHEO,akali,Aakli,35121,0.06666666666666678,strict,1511
barmer,SHEO,jhankali,Aakli,35121,0.23333333333333345,loose,1529
barmer,SHEO,kanasar,Kanasar,35142,0,exact,1531
barmer,SHEO,ranasar,Kanasar,35142,0.09523809523809525,strict,1544
barmer,SHEO,mokhab,Mokhab Kallan,35149,0.1794871794871795,strict,1538
barmer,SHEO,khabdala,Mokhab Kallan,35149,0.1955128205128206,strict,1533
barmer,SHEO,nagarda,Nagarda,35151,0,exact,1540
barmer,SHEO,gadraroad,Nagarda,35151,0.26984126984126994,loose,1522
barmer,SINDHARI,dankha,Dakhan,35175,0.11111111111111106,strict,1564
barmer,SINDHARI,kadanadi,Dakhan,35175,0.24722222222222212,loose,1570
barmer,SINDHARI,dhanva,Dhanwa,35176,0.11111111111111106,strict,1565
barmer,SINDHARI,chawa,Dhanwa,35176,0.17777777777777778,strict,1561
barmer,SINDHARI,dholanada,Dhanwa,35176,0.20370370370370378,loose,1566
barmer,SINDHARI,karna,Karna,35185,0,exact,1573
barmer,SINDHARI,kagau,Karna,35185,0.26666666666666666,loose,1571
barmer,SINDHARI,sarnu,Karna,35185,0.26666666666666666,loose,1595
barmer,SINDHARI,kundla,Karna,35185,0.3,loose,1579
barmer,SIWANA,dharna,Dharna,35216,0,exact,1604
barmer,SIWANA,dhindas,Dharna,35216,0.253968253968254,loose,1606
barmer,SIWANA,khandap,Dharna,35216,0.253968253968254,loose,1613
barmer,SIWANA,khankhi,Kankhi,35223,0.04761904761904765,strict,1614
barmer,SIWANA,rakhi,Kankhi,35223,0.2611111111111111,loose,1627
barmer,SIWANA,samdari,Mawari,35232,0.21746031746031746,loose,1632
barmer,SIWANA,sarwadi,Mawari,35232,0.25079365079365085,loose,1634
barmer,SIWANA,sanwarda,Mawari,35232,0.27777777777777785,loose,1633
barmer,SIWANA,majal,Mawari,35232,0.3,loose,1620
barmer,SIWANA,mahilawas,Mahilawas,35233,0,exact,1619
barmer,SIWANA,karmawas,Mahilawas,35233,0.25000000000000006,loose,1611
barmer,SIWANA,sewali,Sela,35246,0.19444444444444453,strict,1635
barmer,SIWANA,saila,Sela,35246,0.21666666666666667,loose,1631
barmer,SIWANA,siner,Siner,35249,0,exact,1637
barmer,SIWANA,silor,Siner,35249,0.26666666666666666,loose,1636
bharatpur,BAYANA,naroli,Naroli,35283,0,exact,1669
bharatpur,BAYANA,navli,Naroli,35283,0.17777777777777778,strict,1670
bharatpur,KAMAN,bhandara,Bhandara,35337,0,exact,1725
bharatpur,KAMAN,bhaisnda,Bhandara,35337,0.1666666666666667,strict,1724
bharatpur,KAMAN,gdhilawati,Dhilabati,35343,0.10370370370370369,strict,1733
bharatpur,KAMAN,dholet,Dhilabati,35343,0.29629629629629634,loose,1730
bharatpur,KAMAN,olanda,Olanda,35362,0,exact,1749
bharatpur,KAMAN,ladlaka,Olanda,35362,0.253968253968254,loose,1742
bharatpur,KAMAN,palla,Palla,35364,0,exact,1751
bharatpur,KAMAN,papda,Palla,35364,0.26666666666666666,loose,1752
bharatpur,KAMAN,sahoeda,Saheda,35367,0.04761904761904765,strict,1754
bharatpur,KAMAN,sahsan,Saheda,35367,0.22222222222222238,loose,1755
bharatpur,KAMAN,ucheda,Saheda,35367,0.22222222222222238,loose,1762
bharatpur,KAMAN,satwas,Satwas,35371,0,exact,1757
bharatpur,KAMAN,satwadi,Satwas,35371,0.1507936507936509,strict,1756
bharatpur,KAMAN,sonokhar,Sonokhar,35373,0,exact,1760
bharatpur,KAMAN,somka,Sonokhar,35373,0.23333333333333345,loose,1759
bharatpur,KUMHER,sabora,Sabora,35402,0,exact,1790
bharatpur,KUMHER,abhora,Sabora,35402,0.11111111111111106,strict,1765
bharatpur,KUMHER,therawar,Therawar,35410,0,exact,1798
bharatpur,KUMHER,mehrawar,Therawar,35410,0.130952380952381,strict,1782
bharatpur,NADBAI,bhadira,Bhadeera,35419,0.130952380952381,strict,1808
bharatpur,NADBAI,behramda,Bhadeera,35419,0.20238095238095244,loose,1807
bharatpur,NADBAI,piprau,Piprau,35445,0,exact,1832
bharatpur,NADBAI,pigora,Piprau,35445,0.22222222222222238,loose,1831
bharatpur,NADBAI,talchera,Talchhera,35448,0.037037037037037104,strict,1835
bharatpur,NADBAI,aichera,Talchhera,35448,0.1587301587301588,strict,1801
bharatpur,NAGAR,gangawak,Gangawak,35460,0,exact,1847
bharatpur,NAGAR,gangora,Gangawak,35460,0.22023809523809523,loose,1848
bharatpur,NAGAR,jaluki,Jaluki,35466,0,exact,1853
bharatpur,NAGAR,matuki,Jaluki,35466,0.22222222222222238,loose,1864
bharatpur,NAGAR,kakrala,Kakrala,35469,0,exact,1856
bharatpur,NAGAR,khandewala,Kakrala,35469,0.2619047619047619,loose,1857
bharatpur,NAGAR,khohri,Khohri Dayanabas,35473,0.20833333333333337,loose,1860
bharatpur,NAGAR,kaithawada,Khohri Dayanabas,35473,0.29583333333333345,loose,1855
bharatpur,NAGAR,palka,Palka,35483,0,exact,1870
bharatpur,NAGAR,padlwas,Palka,35483,0.20952380952380956,loose,1868
