dist_name_new_2010,samiti_name_new_2010,gp_new_2010
udaipur,SALUMBAR,jodhpurkhurd
udaipur,SALUMBAR,kalyankala
udaipur,SALUMBAR,malpur
udaipur,SALUMBAR,manpur
udaipur,SALUMBAR,morila
udaipur,SALUMBAR,sheshpur
udaipur,SARADA,amarpura
udaipur,SARADA,bargaon
udaipur,SARADA,bhorai
udaipur,SARADA,gatod
udaipur,SARADA,ghorasar
udaipur,SARADA,intali
udaipur,SARADA,kewarakhurd
udaipur,SARADA,kunda
udaipur,SARADA,kuradia
udaipur,SARADA,palodra
udaipur,SARADA,piladar
udaipur,SARADA,sadkadi
udaipur,SARADA,semmal
udaipur,SARADA,surkhan ka khera
udaipur,SARADA,tokar
udaipur,SARADA,veerpura
