sl_no,dist_name,samiti_name,gp,reservation,name,sex_manual,category,gp_new,dist_name_new,samiti_name_new
3087,CHITTORGARH,BEGUN,BARNIYAS,SC,SHAMBHULAL CHAMAR,M,SC,barniyas,CHITTORGARH,BEGUN
9722,UDAIPUR,HRUSHABHDEV,KANUW ARA,ST,SHANKAR,M,ST,kanuwara,UDAIPUR,HRUSHABHDEV
3827,DAUSA,LAWAN,KHAWARAOJI,General,SHANKAR DAYAL GURJAR,M,OBC,khawaraoji,DAUSA,LAWAN
3130,CHITTORGARH,BHADESAR,KUNT ANA,General,SHANKAR LAL,M,OBC,kunt ana,CHITTORGARH,BHADESAR
3241,CHITTORGARH,DOONGL A,NADAKHEDA,General,SHANKAR LAL,M,OBC,nadakheda,CHITTORGARH,DUNGLA
4971,JAIPUR,CHAKSU,LAXMIPURA KATHAWALA,General,SHANKAR LAL,M,OBC,laxmipura kathawala,JAIPUR,CHAKSU
1452,BARMER,BAYATU,NOSAR,SC,SHANKAR LAL,M,SC,nosar,BARMER,BAYTOO
1513,BARMER,SHIV,AKALI,SC,SHANKAR LAL,M,SC,akali,BARMER,SHEO
7898,P ALI,RAIPUR,SENDRA,SC,SHANKAR LAL,M,SC,sendra,PALI,RAIPUR
4236,DUNGARPUR,CHIKHALI,GUNDLARA,ST,SHANKAR LAL,M,ST,gundlara,DUNGARPUR,CHIKHALI
8141,PRA T APGARH,PRA T APGARH,ACHALPUR,ST,SHANKAR LAL,M,ST,achalpur,PRATAPGARH,PRATAPGARH
8948,SIROHI,ABU ROAD,SANTPUR,ST,SHANKAR LAL,M,ST,santpur,SIROHI,ABUROAD
9471,UDAIPUR,JHADOL,JHADOL,ST,SHANKAR LAL,M,ST,jhadol,UDAIPUR,JHADOL
9480,UDAIPUR,JHADOL,THOBAWARA,ST,SHANKAR LAL,M,ST,thobawara,UDAIPUR,JHADOL
2241,BHILWARA,ASIND,MOD KA NIMBAHEDA,ST,SHANKAR LAL BHIL,M,ST,mod ka nimbaheda,BHILWARA,ASIND
5398,JAIPUR,JALSU,DURAGA KA BAS,SC,SHANKAR LAL BUNKAR,M,SC,duraga ka bas,JAIPUR,JALSU
2534,BHILWARA,SHAHPURA,TASWARIYA BAS,General,SHANKAR LAL GURJAR,M,OBC,taswariya bas,BHILWARA,SHAHPURA
9777,UDAIPUR,PHALASIY A,KOLYARI,ST,SHANKAR LAL KAPAYA,M,ST,kolyari,UDAIPUR,PHALASIY A
9810,UDAIPUR,JHALLARA,PAYARA,ST,SHANKAR LAL MEENA,M,ST,payara,UDAIPUR,JHALLARA
9606,UDAIPUR,MAWALI,DABOK,General,SHANKAR LAL PALIWAL,M,General,dabok,UDAIPUR,MAVLI
4261,DUNGARPUR,JOTHALI,BHINDA,ST,SHANKAR LAL ROAT,M,ST,bhinda,DUNGARPUR,JOTHALI
1820,BARMER,GADRAROAD,GIRAB,General,SHANKAR SINGH,M,General,girab,BARMER,GADRAROAD
5471,JAISALMER,SAM,DAV,General,SHANKAR SINGH,M,General,dav,JAISALMER,SAM
1760,BARMER,SEDHAWA,SHERPUR,SC,SHANKARA,M,SC,sherpur,BARMER,SEDHAWA
1797,BARMER,GUDHAMALANI,BANDH,OBC,SHANKARLAL,M,OBC,bandh,BARMER,GUDHAMALANI
4196,DUNGARPUR,SABLA,SANGOTHA,ST,SHANKARLAL,M,ST,sangotha,DUNGARPUR,SABLA
8384,RAJSAMAND,RAJSAMAND,SUNDERCHA,General,SHANKARLAL GURJAR,M,OBC,sundercha,RAJSAMAND,RAJSAMAND
3064,CHITTORGARH,BARISADRI,BANSI,SC,SHANKARLAL SALVI,M,SC,bansi,CHITTORGARH,BARISADRI
7998,P ALI,SUMERPUR,CHANAUD,General,SHANKARLAL SUTHAR,M,OBC,chanaud,PALI,SUMERPUR
9846,UDAIPUR,KURABAD,CHANSADA,ST,SHANKER LAL,M,ST,chansada,UDAIPUR,KURABAD
2549,BHILWARA,SUWANA,HAMEERGARH,OBC,SHANKER LAL GURJAR,M,OBC,hameergarh,BHILWARA,SUWANA
6960,KARAULI,NADOTI,KEMA,ST,SHANKUNTLA MEENA,F,ST (Woman),kema,KARAULI,NADOTI
6968,KARAULI,NADOTI,RAYSNA,SC (Woman),SHANKUNTLA MHAVAR,F,SC (Woman),raysna,KARAULI,NADOTI
1392,BARMER,BARMER,JAKHDO KI DHANI,General (Woman),SHANTA,F,General (Woman),jakhdo ki dhani,BARMER,BARMER
832,BANSW ARA,BAGIDORA,RAKHO,ST (Woman),SHANTA,F,ST (Woman),rakho,BANSWARA,BAGIDORA
303,ALWAR,BANSUR,NAYABAS,General (Woman),SHANTA BAI,F,General (Woman),nayabas,ALWAR,BANSUR
3281,CHITTORGARH,KAP ASAN,KARJALI,OBC (Woman),SHANTA BAI,F,OBC (Woman),karjali,CHITTORGARH,KAPASAN
9384,UDAIPUR,BHINDER,RUNDEDA,General (Woman),SHANTA DEVI,F,General (Woman),rundeda,UDAIPUR,BHINDAR
9394,UDAIPUR,BHINDER,VANIYA TALAI,General (Woman),SHANTA DEVI,F,OBC (Woman),vaniya talai,UDAIPUR,BHINDAR
4036,DUNGARPUR,ASPUR,NEP ALPURA,ST,SHANTA DEVI,F,ST (Woman),nep alpura,DUNGARPUR,ASPUR
9831,UDAIPUR,SEMARI,SEMARI,ST (Woman),SHANTA DEVI,F,ST (Woman),semari,UDAIPUR,SEMARI
9496,UDAIPUR,KHERW ADA,BAYADI,ST,SHANTA DEVI DAMOR,F,ST (Woman),bayadi,UDAIPUR,KHERWARA
9390,UDAIPUR,BHINDER,TARAWAT,OBC (Woman),SHANTA DEVI JAT,F,OBC (Woman),tarawat,UDAIPUR,BHINDAR
9424,UDAIPUR,GIRWA,KHAJURI,ST,SHANTA MEENA,F,ST (Woman),khajuri,UDAIPUR,GIRWA
203,AJMER,PEESANGAN,MIYANPUR,General (Woman),SHANTI,F,General (Woman),miyanpur,AJMER,PEESANGAN
721,ALWAR,TIJARA,MILAKPUR TURK,General,SHANTI,F,OBC,milakpur turk,ALWAR,TIJARA
352,ALWAR,KA THUMAR,DOROLI,General (Woman),SHANTI,F,OBC (Woman),doroli,ALWAR,KATHUMAR
2656,BIKANER,DUNGARGARH,SURAJANSAR,General (Woman),SHANTI,F,OBC (Woman),surajansar,BIKANER,DUNGARGARH
1472,BARMER,CHAUHA T AN,KAPRAU,OBC (Woman),SHANTI,F,OBC (Woman),kaprau,BARMER,CHOHTAN
3477,CHURU,SARDARSHAHAR,AJITSAR,OBC (Woman),SHANTI,F,OBC (Woman),ajitsar,CHURU,SARDAR SHAHAR
6665,JODHPUR,SHERGARH,P ABUSAR,OBC (Woman),SHANTI,F,OBC (Woman),p abusar,JODHPUR,SHERGARH
7089,KOT A,ITAWA,JORAWARPURA,General (Woman),SHANTI,F,ST (Woman),jorawarpura,KOTA,ITAWA
1070,BANSW ARA,GANGAD TALAI,LANKAI,ST (Woman),SHANTI,F,ST (Woman),lankai,BANSWARA,GANGAD TALAI
8086,PRA T APGARH,DHRIABAD,GOTHEDA,ST (Woman),SHANTI,F,ST (Woman),gotheda,PRATAPGARH,DHARIAWAD
7137,KOT A,KHERABAD,SA TLKHEDI,General,SHANTI BAI,F,SC (Woman),sa tlkhedi,KOTA,KHAIRABAD
8061,PRA T APGARH,CHOTI SADRI,KESUNDA,ST (Woman),SHANTI BAI BHIL,F,ST (Woman),kesunda,PRATAPGARH,CHHOTISADRI
9564,UDAIPUR,KOTDA,UKHALIYAT,ST,SHANTI BAI W/O CHHAGAN RAM,F,ST (Woman),ukhaliyat,UDAIPUR,KOTRA
2301,BHILWARA,HURDA MANDAL,SOODAR,SC (Woman),SHANTI BALAI,F,SC (Woman),soodar,BHILWARA,HURDA
1768,BARMER,SAMDADI,LALANA,General (Woman),SHANTI DEVI,F,OBC (Woman),lalana,BARMER,SAMDADI
780,ALWAR,UMRAIN,HAJIPUR,SC,SHANTI DEVI,F,SC,hajipur,ALWAR,UMREN
9039,SIROHI,SHIVGANJ,BARGAON,SC (Woman),SHANTI DEVI,F,SC (Woman),bargaon,SIROHI,SHEOGANJ
807,BANSW ARA,ANADPURI,SUNDRA V,ST,SHANTI DEVI,F,ST (Woman),sundrav,BANSWARA,ANANDPURI
8479,S. MADHOPUR,GANGAPURCITY,MAHANANDPUR DIOD,ST (Woman),SHANTI DEVI,F,ST (Woman),mahanandpur diod,SAWAIMADHOPUR,GANGAPUR
2482,BHILWARA,SAHARA,KOSHITHAL,OBC (Woman),SHANTI DEVI JAT,F,OBC (Woman),koshithal,BHILWARA,SAHARA
7004,KARAULI,SAPOTRA,MAHMEDPUR,ST (Woman),SHANTI DEVI MEENA,F,ST (Woman),mahmedpur,KARAULI,SAPOTRA
8200,RAJSAMAND,AMET,SAKARADA,General (Woman),SHANTI KUMARI,F,OBC,sakarada,RAJSAMAND,AMET
5559,JALORE,AHORE,AGVERI,OBC,SHANTI LAL,M,OBC,agveri,JALORE,AHORE
5779,JALORE,SANCHORE,NAINOL,ST,SHANTI LAL,M,ST,nainol,JALORE,SANCHORE
9463,UDAIPUR,JHADOL,CHANDW AS,ST,SHANTI LAL,M,ST,chandwas,UDAIPUR,JHADOL
9785,UDAIPUR,PHALASIY A,SADA,ST,SHANTI LAL,M,ST,sada,UDAIPUR,PHALASIY A
3006,BUNDI,NAINW A,DODI,ST,SHANTI LAL MEENA,M,ST,dodi,BUNDI,NAINWA
4254,DUNGARPUR,JOTHALI,GANDHAVA,ST,SHANTI LAL RANGOT,M,ST,gandhava,DUNGARPUR,JOTHALI
4253,DUNGARPUR,JOTHALI,GAINJI,ST,SHANTI LAL ROAT,M,ST,gainji,DUNGARPUR,JOTHALI
4140,DUNGARPUR,SAGW ARA,THARKADA,ST (Woman),SHANTI ROAT,F,ST (Woman),tharkada,DUNGARPUR,SAGWARA
3658,DAUSA,DAUSA,CHANDARANA,General (Woman),SHANTI SHARMA,F,General (Woman),chandarana,DAUSA,DAUSA
741,ALWAR,TIJARA,Jojaka,SC (Woman),SHANTILAL,F,SC (Woman),jojaka,ALWAR,TIJARA
4197,DUNGARPUR,SABLA,SOLAJ,ST,SHANTILAL,M,ST,solaj,DUNGARPUR,SABLA
8106,PRA T APGARH,DHRIABAD,CHARPOTIYA,ST,SHANTILAL,M,ST,charpotiya,PRATAPGARH,DHARIAWAD
8982,SIROHI,PINDW ARA,NITORA,ST,SHANTILAL,M,ST,nitora,SIROHI,PINDWARA
9036,SIROHI,SHIVGANJ,ANDOR,ST,SHANTILAL,M,ST,andor,SIROHI,SHEOGANJ
9326,UDAIPUR,BADGAON,DHAR,ST,SHANTILAL GAMETI,M,ST,dhar,UDAIPUR,BARGAON
8310,RAJSAMAND,KUMBHALGARH,KHARNOT A,General (Woman),SHANU GURJAR,F,OBC (Woman),kharnot a,RAJSAMAND,KUMBHALGARH
9403,UDAIPUR,GIRWA,CHARA VDA,ST (Woman),SHARADA MEENA,F,ST (Woman),charavda,UDAIPUR,GIRWA
5357,JAIPUR,VIRA TNAGAR,TALVA BIHAJAR,OBC,SHARAN LAL,M,OBC,talva bihajar,JAIPUR,VIRATNAGAR
4519,GANGANAGAR,SRI GANGANAGAR,18 Z,OBC,SHARANJEET SINGH,M,OBC,18 z,GANGANAGAR,GANGANAGAR
468,ALWAR,LAXMANGARH,KHUDIYANA,General (Woman),SHARDA,F,General (Woman),khudiyana,ALWAR,LAXMANGARH
6839,JODHPUR,PIPAR SHAHAR,CHOUDHA,General (Woman),SHARDA,F,General (Woman),choudha,JODHPUR,PIPAR SHAHAR
173,AJMER,MASUDA,SHYAMGARH,General,SHARDA,F,OBC,shyamgarh,AJMER,MASUDA
2878,BIKANER,P ANCHU,SAISAR,OBC (Woman),SHARDA,F,OBC,saisar,BIKANER,P ANCHU
445,ALWAR,LAXMANGARH,BARELA,OBC,SHARDA,M,OBC,barela,ALWAR,LAXMANGARH
2642,BIKANER,DUNGARGARH,GUSAISER BADA,General (Woman),SHARDA,F,OBC (Woman),gusaiser bada,BIKANER,DUNGARGARH
2820,BIKANER,NOKHA,GAJSUKHDESAR,General (Woman),SHARDA,F,OBC (Woman),gajsukhdesar,BIKANER,NOKHA
3555,CHURU,T ARANAGAR,ALAYALA,General (Woman),SHARDA,F,OBC (Woman),alayala,CHURU,TARANAGAR
4422,GANGANAGAR,P ADAMPUR,54 LNP,General (Woman),SHARDA,F,OBC (Woman),54 lnp,GANGANAGAR,PADAMPUR
7690,NAGAUR,KHINW ASAR,DHINGSARA,General (Woman),SHARDA,F,OBC (Woman),dhingsara,NAGAUR,KHINW ASAR
8786,SIKAR,LAXMANGARH,SUSOTH,General (Woman),SHARDA,F,OBC (Woman),susoth,SIKAR,LAXMANGARH
2842,BIKANER,NOKHA,THAVDIYA,OBC (Woman),SHARDA,F,OBC (Woman),thavdiya,BIKANER,NOKHA
4695,ANUMANGAR,H HANUMANGARH,DHOLIP AL,OBC (Woman),SHARDA,F,OBC (Woman),dholip al,HANUMANGARH,HANUMANGARH
5597,JALORE,AHORE,UMMEDPUR,OBC (Woman),SHARDA,F,OBC (Woman),ummedpur,JALORE,AHORE
4806,ANUMANGAR,H RAWATSAR,99 RD,SC (Woman),SHARDA,F,SC,99 rd,HANUMANGARH,RAWATSAR
6940,KARAULI,KAURALI,SASEDI,General (Woman),SHARDA,F,SC (Woman),sasedi,KARAULI,KARAULI
3422,CHURU,RAJGARH,NASHAL,SC (Woman),SHARDA,F,SC (Woman),nashal,CHURU,RAJGARH
8156,PRA T APGARH,PRA T APGARH,GADOLA,ST,SHARDA,F,ST (Woman),gadola,PRATAPGARH,PRATAPGARH
958,BANSW ARA,GHATOL,DUNGAR,ST (Woman),SHARDA,F,ST (Woman),dungar,BANSWARA,GHATOL
1016,BANSW ARA,KUSHALGARH,TIMEDA BADA,ST (Woman),SHARDA,F,ST (Woman),timeda bada,BANSWARA,KUSHALGARH
4017,DUNGARPUR,ASPUR,GALIYUANA,ST (Woman),SHARDA,F,ST (Woman),galiyuana,DUNGARPUR,ASPUR
4042,DUNGARPUR,BICHIW ARA,BOKHALA,ST (Woman),SHARDA,F,ST (Woman),bokhala,DUNGARPUR,BICHHIWARA
4228,DUNGARPUR,CHIKHALI,BADGAMA,ST (Woman),SHARDA,F,ST (Woman),badgama,DUNGARPUR,CHIKHALI
4248,DUNGARPUR,CHIKHALI,SHISHOT,ST (Woman),SHARDA,F,ST (Woman),shishot,DUNGARPUR,CHIKHALI
2723,BIKANER,KOLAYAT,BHANEKA GAON,General (Woman),SHARDA DEVI,F,General (Woman),bhaneka gaon,BIKANER,KOLAYAT
4950,JAIPUR,BASSI,VIJAYPURA,General (Woman),SHARDA DEVI,F,OBC,vijaypura,JAIPUR,BASSI
8634,SIKAR,DHOD,BADLWAS,General (Woman),SHARDA DEVI,F,OBC,badlwas,SIKAR,DHOND
7323,NAGAUR,JAYAL,KAMEDIYA,General (Woman),SHARDA DEVI,F,OBC (Woman),kamediya,NAGAUR,JAYAL
8197,RAJSAMAND,AMET,OLANAKHERA,OBC (Woman),SHARDA DEVI,F,OBC (Woman),olanakhera,RAJSAMAND,AMET
7439,NAGAUR,MAKRANA,SAPHED BARI,SC (Woman),SHARDA DEVI,F,SC (Woman),saphed bari,NAGAUR,MAKRANA
8769,SIKAR,LAXMANGARH,KACHHAWA,SC (Woman),SHARDA DEVI,F,SC (Woman),kachhawa,SIKAR,LAXMANGARH
9549,UDAIPUR,KOTDA,KOTADA,ST,SHARDA DEVI,F,ST (Woman),kotada,UDAIPUR,KOTRA
688,ALWAR,THANAGAZI,NANGALBANI,ST (Woman),SHARDA DEVI,F,ST (Woman),nangalbani,ALWAR,THANAGAZI
9834,UDAIPUR,SEMARI,TOKAR,ST (Woman),SHARDA DEVI MEENA,F,ST (Woman),tokar,UDAIPUR,SEMARI
5273,JAIPUR,SAMBHARLAKE,ITAWA,General (Woman),SHARDA DEVI YADAV,F,OBC (Woman),itawa,JAIPUR,SAMBHARLAKE
9031,SIROHI,REODAR,UDAWARIYA,ST (Woman),SHARDA KUMARI,F,ST (Woman),udawariya,SIROHI,REODAR
9170,TONK,NIW AI,BIDOLI,General (Woman),SHARDA MEENA,F,ST (Woman),bidoli,TONK,NIWAI
7629,NAGAUR,MOULASAR,LADARIYA,General (Woman),SHARDA SONI,F,General,ladariya,NAGAUR,MOULASAR
8118,PRA T APGARH,PIP ALKHUNT,KAILAMELA,ST (Woman),SHARDHA,F,ST (Woman),kailamela,PRATAPGARH,PEEPALKHOONT
4326,GANGANAGAR,ANUPGARH,4 LM,General (Woman),SHARLA,F,OBC,4 lm,GANGANAGAR,ANUPGARH
7585,NAGAUR,RIYAN,BHAWAL,General (Woman),SHARLA,F,OBC (Woman),bhawal,NAGAUR,RIYAN
1829,BARMER,GADRAROAD,RANASAR,General (Woman),SHARMAA,F,OBC (Woman),ranasar,BARMER,GADRAROAD
1038,BANSW ARA,SAJJANGARH,JIVA KHUNTA,ST (Woman),SHARMILA,F,ST (Woman),jiva khunta,BANSWARA,SAJJANGARH
4238,DUNGARPUR,CHIKHALI,KAUN,ST (Woman),SHARMILA,F,ST (Woman),kaun,DUNGARPUR,CHIKHALI
9561,UDAIPUR,KOTDA,SADA,ST (Woman),SHARMILA DEVI,F,ST (Woman),sada,UDAIPUR,KOTRA
3466,CHURU,RATANGARH,P ADIHARA,OBC (Woman),SHARMILA PRAJAPAT,F,OBC (Woman),p adihara,CHURU,RATANGARH
477,ALWAR,LAXMANGARH,NIJAMNAGAR,General,SHARMILLA,F,SC,nijamnagar,ALWAR,LAXMANGARH
4704,ANUMANGAR,H HANUMANGARH,MAINAWALI,SC (Woman),SHARMILLA,F,SC (Woman),mainawali,HANUMANGARH,HANUMANGARH
67,AJMER,JAWAJA,NARBADKHERA,General (Woman),SHARVANI DEVI,F,OBC (Woman),narbadkhera,AJMER,JAWAJA
1804,BARMER,GUDHAMALANI,RANASAR KHRUD,General,SHARWAN,M,OBC,ranasar khrud,BARMER,GUDHAMALANI
8799,SIKAR,NEEMKA THANA,GAWANDI,OBC,SHARWAN KUMAR SAINI,M,OBC,gawandi,SIKAR,NEEM KA THANA
7437,NAGAUR,MAKRANA,RANIGAON,General (Woman),SHARWANI DEVI,F,OBC (Woman),ranigaon,NAGAUR,MAKRANA
8602,SIKAR,DANT ARAMGARH,GANODA,SC (Woman),SHARWANI KUMARI,F,SC (Woman),ganoda,SIKAR,DANTA RAMGARH
1308,BARAN,KISHANGANJ,NAHARGARH,General (Woman),SHASHI BHARGAV,F,General (Woman),nahargarh,BARAN,KISHANGANJ
2618,BIKANER,BIKANER,SINTHAL,General (Woman),SHASHI KIRAN,F,General (Woman),sinthal,BIKANER,BIKANER
8654,SIKAR,DHOD,MANDAWARA,OBC (Woman),SHASHI KUMAWAT,F,OBC,mandawara,SIKAR,DHOND
5683,JALORE,JALORE,MEDA UPERLA,OBC (Woman),SHAYANA BANU,F,OBC (Woman),meda uperla,JALORE,JALORE
5287,JAIPUR,SAMBHARLAKE,MANDABHEEM SINGH,SC (Woman),SHAYARI DEVI,F,SC (Woman),mandabheem singh,JAIPUR,SAMBHARLAKE
2038,BHARA TPUR,NAGAR,KAKRALA,OBC (Woman),SHBNAM,F,OBC (Woman),kakrala,BHARATPUR,NAGAR
7050,KARAULI,TODABHIM,SINGHANIYA,SC (Woman),SHEELA,F,SC (Woman),singhaniya,KARAULI,TODABHIM
834,BANSW ARA,BAGIDORA,UMMEDGARI,ST (Woman),SHEELA,F,ST (Woman),ummedgari,BANSWARA,BAGIDORA
1000,BANSW ARA,KUSHALGARH,DUNGRIP ADA,ST (Woman),SHEELA,F,ST (Woman),dungripada,BANSWARA,KUSHALGARH
8214,RAJSAMAND,BHIM,DANGERKHEDA,General (Woman),SHEELA DEVI,F,OBC (Woman),dangerkheda,RAJSAMAND,BHIM
5375,JAIPUR,PAWATA,TORDA GURJAR,ST (Woman),SHEELA DEVI,F,ST (Woman),torda gurjar,JAIPUR,PAWATA
7028,KARAULI,TODABHIM,KIRIRI,General (Woman),SHEELA MEENA,F,ST (Woman),kiriri,KARAULI,TODABHIM
3811,DAUSA,SIKRAI,SIKRAI,ST (Woman),SHEELA MEENA,F,ST (Woman),sikrai,DAUSA,SIKRAI
5835,JHALAWAR,BAKANI,BAKANI,General (Woman),SHEELA RATHORE,F,OBC (Woman),bakani,JHALAWAR,BAKANI
4127,DUNGARPUR,SAGW ARA,OBRI,ST (Woman),SHEELA ROAT,F,ST (Woman),obri,DUNGARPUR,SAGWARA
5359,JAIPUR,VIRA TNAGAR,KERALI,ST (Woman),SHEETAL DEVI,F,ST,kerali,JAIPUR,VIRATNAGAR
4374,GANGANAGAR,KARANPUR,2X,General (Woman),SHEETAL KOUR,F,OBC,2x,GANGANAGAR,KARANPUR
1845,BHARA TPUR,BAYANA,BHRAMW AD,OBC (Woman),SHEETAL KUMARI,F,OBC (Woman),bhramwad,BHARATPUR,BAYANA
8571,S. MADHOPUR,CHOUTH KA BARWADA,CHOUTH KA BARWADA,SC (Woman),SHEETAL PAHADIYA,F,SC,chouth ka barwada,SAWAIMADHOPUR,CHOUTH KA BARWADA
7259,NAGAUR,DEEDW ANA,SUPKA,General (Woman),SHEHNAJ KHANAM,F,OBC,supka,NAGAUR,DIDWANA
3284,CHITTORGARH,KAP ASAN,MUNGANA,General (Woman),SHENLATAN MANDOWARA,F,General (Woman),mungana,CHITTORGARH,KAPASAN
306,ALWAR,BANSUR,RATANPURA URF KARANA,General (Woman),SHENLATAN MANDOWARA,F,OBC (Woman),ratanpura urf karana,ALWAR,BANSUR
1737,BARMER,SEDHAWA,SALARIYA,General,SHER KHAN,M,OBC,salariya,BARMER,SEDHAWA
3414,CHURU,RAJGARH,KHENRU BADI,General,SHER SINGH,M,General,khenru badi,CHURU,RAJGARH
3423,CHURU,RAJGARH,NIMAN,SC,SHER SINGH,M,SC,niman,CHURU,RAJGARH
3533,CHURU,SUJANGARH,CHERL A,SC,SHERA RAM,M,SC,cherl a,CHURU,SUJANGARH
2693,BIKANER,KHAJUW ALA,KHARW ALI,OBC,SHERARAM,M,OBC,kharwali,BIKANER,KHAJUWALA
2413,BHILWARA,MANDAL,SEEDIYAS,General,SHETAN SINGH,M,General,seediyas,BHILWARA,MANDAL
2697,BIKANER,KHAJUW ALA,MOTIGARH,OBC (Woman),SHIBANI,F,OBC,motigarh,BIKANER,KHAJUWALA
1958,BHARA TPUR,KUMHER,BHATA WALI,OBC (Woman),SHIKHA,F,OBC (Woman),bhata wali,BHARATPUR,KUMHER
980,BANSW ARA,GHATOL,PADOLI RATHOD,ST (Woman),SHIL A,F,ST (Woman),padoli rathod,BANSWARA,GHATOL
4232,DUNGARPUR,CHIKHALI,DARIYATI,ST (Woman),SHIL A,F,ST (Woman),dariyati,DUNGARPUR,CHIKHALI
7040,KARAULI,TODABHIM,NANGAL MANDAL,General (Woman),SHILA BAI MEENA,F,ST (Woman),nangal mandal,KARAULI,TODABHIM
2968,BUNDI,K.PATAN,DOLATPURA,SC (Woman),SHILA KUMARI,F,SC (Woman),dolatpura,BUNDI,K.PATAN
5046,JAIPUR,DUDU,URSEYA,General (Woman),SHILP A,F,General (Woman),urseya,JAIPUR,DUDU
1072,BANSW ARA,GANGAD TALAI,MUNNA DUNGAR,ST (Woman),SHILP A,F,ST (Woman),munna dungar,BANSWARA,GANGAD TALAI
205,AJMER,PEESANGAN,NAND,General,SHILPA,F,General,nand,AJMER,PEESANGAN
5952,JHALAWAR,KHANPUR,SUMAR,General (Woman),SHILPI,F,OBC (Woman),sumar,JHALAWAR,KHANPUR
5054,JAIPUR,GOVINDGARH,CHHETHW ADI,General (Woman),SHILPI JAIN,F,General (Woman),chhethw adi,JAIPUR,GOVINDGARH
4309,GANGANAGAR,ANUPGARH,3 ND,General (Woman),SHIMALA DEVI,F,OBC,3 nd,GANGANAGAR,ANUPGARH
2817,BIKANER,NOKHA,BILNIYASAR,General,SHIMBH SINGH,M,General,bilniyasar,BIKANER,NOKHA
5370,JAIPUR,PAWATA,PATHEREDI,ST,SHIMBU DAYAL MEENA,M,ST,patheredi,JAIPUR,PAWATA
6930,KARAULI,KAURALI,MOHALI,General (Woman),SHIML A,F,SC (Woman),mohali,KARAULI,KARAULI
3239,CHITTORGARH,DOONGL A,MANGALWAD,General (Woman),SHIMLA DEVI,F,General (Woman),mangalwad,CHITTORGARH,DUNGLA
2260,BHILWARA,BANERA,BALDRAKHA,SC (Woman),SHIMLA DEVI,F,SC (Woman),baldrakha,BHILWARA,BANERA
3915,DHOLPUR,BASERI,PAVAINI,ST (Woman),SHIMLA KUMARI,F,ST (Woman),pavaini,DHOLPUR,BASERI
5944,JHALAWAR,KHANPUR,MUNDL A,SC (Woman),SHIMLA MEGHWAL,F,SC (Woman),mundl a,JHALAWAR,KHANPUR
9091,TONK,DEOLI,BADOLI,ST (Woman),SHIMLA MINA,F,ST (Woman),badoli,TONK,DEOLI
4668,ANUMANGAR,H BHADRA,KUNJI,OBC,SHISH RAM,M,OBC,kunji,HANUMANGARH,BHADRA
4560,GANGANAGAR,SRI GANGANAGAR,TATARSAR,SC,SHISHP AL,M,SC,tatarsar,GANGANAGAR,GANGANAGAR
3381,CHURU,CHURU,SAHAJUSAR,OBC,SHISHPAL SINGH,M,OBC,sahajusar,CHURU,CHURU
2043,BHARA TPUR,NAGAR,MORAKA,General,SHISHRAM,M,OBC,moraka,BHARATPUR,NAGAR
6181,JHUNJHUNU,CHIRAWA,OJTU,General,SHISHRAM DANGI,M,OBC,ojtu,JHUNJHUNU,CHIRAWA
1154,BARAN,ANT A,MAU,General,SHISHUPAL MEENA,M,ST,mau,BARAN,ANTAH
6908,KARAULI,KAURALI,FATEHPUR,General,SHISHUPAL SINGH,M,General,fatehpur,KARAULI,KARAULI
931,BANSW ARA,GADHI,SUJAJI KA GADA,ST (Woman),SHIT AL,F,ST (Woman),sujaji ka gada,BANSWARA,GARHI
1328,BARAN,SHAHBAD,BET A,General,SHIV,M,OBC,beta,BARAN,SHAHBAD
8526,S. MADHOPUR,KHANDAR,RAMPURA,OBC,SHIV CHRAN KUSHVAH,M,OBC,rampura,SAWAIMADHOPUR,KHANDAR
7057,KARAULI,MANDRAYAL,CHANDELIPURA,General (Woman),SHIV DAE,F,OBC (Woman),chandelipura,KARAULI,MANDRAYAL
6727,JODHPUR,DECHU,RAWATNAGAR,General,SHIV DUTT SINGH,M,General,rawatnagar,JODHPUR,DECHU
7151,KOT A,LADPURA,KALYAKHEDI,OBC,SHIV KUMAR,M,OBC,kalyakhedi,KOTA,LADPURA
9849,UDAIPUR,KURABAD,GUDALI,General,SHIV LAL PATEL,M,OBC,gudali,UDAIPUR,KURABAD
9281,TONK,TONK,SANKHNA,General,SHIV NANDAN,M,OBC,sankhna,TONK,TONK
328,ALWAR,BEHROR,KAKARDOP A,General,SHIV NARAYAN,M,OBC,kakardopa,ALWAR,BEHROR
3306,CHITTORGARH,NIMBAHERA,DORIYA,OBC,SHIV NARAYAN,M,OBC,doriya,CHITTORGARH,NIMBAHERA
2372,BHILWARA,KOTRI,SATOLA KA KHEDA,General,SHIV PARKASH OJHA,M,General,satola ka kheda,BHILWARA,KOTRI
6841,JODHPUR,PIPAR SHAHAR,MALAVAS,General,SHIV PRAKASH,M,OBC,malavas,JODHPUR,PIPAR SHAHAR
2550,BHILWARA,SUWANA,KANDA,General,SHIV RAJ JAT,M,OBC,kanda,BHILWARA,SUWANA
9212,TONK,TODARAISINGH,BHASU,SC,SHIV RAJ KHATIK,M,SC,bhasu,TONK,TODARAISINGH
616,ALWAR,RAJGARH,TEHLA,General,SHIV RAM,M,OBC,tehla,ALWAR,RAJGARH
