Year,District,NN/NP/NPP Name,Ward Name(Seat Category),Winning Candidate (Name-Party-Symbol),First Runner-up Candidate (Name-Party-Symbol),Name,Ward,Candidate,Party,Symbol,Votes Secured,Total Votes Polled,Invalid Votes,Tender Votes,Valid Votes
2013,बागेश्‍वर,न0पं0 कपकोट,7.खीरगंगा (अनारक्षित ),हेम चन्द्र-भारतीय जनता पार्टी (BJP)-कमल,नन्दन सिंह-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,न0पं0 कपकोट,7.खीरगंगा,नन्दन सिंह,भारतीय राष्ट्रीय कांग्रेस (INC),हाथ,65,364,18,0,346
2013,बागेश्‍वर,न0पं0 कपकोट,7.खीरगंगा (अनारक्षित ),हेम चन्द्र-भारतीय जनता पार्टी (BJP)-कमल,नन्दन सिंह-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,न0पं0 कपकोट,7.खीरगंगा,हेम चन्द्र,भारतीय जनता पार्टी (BJP),कमल,197,364,18,0,346
2013,बागेश्‍वर,न0पं0 कपकोट,7.खीरगंगा (अनारक्षित ),हेम चन्द्र-भारतीय जनता पार्टी (BJP)-कमल,नन्दन सिंह-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,न0पं0 कपकोट,7.खीरगंगा,गोविन्द सिंह,निर्दलीय,बस,53,364,18,0,346
2013,बागेश्‍वर,न0पं0 कपकोट,7.खीरगंगा (अनारक्षित ),हेम चन्द्र-भारतीय जनता पार्टी (BJP)-कमल,नन्दन सिंह-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,न0पं0 कपकोट,7.खीरगंगा,मोहन चन्द्र,निर्दलीय,केतली,31,364,18,0,346
2013,उत्‍तरकाशी,न0पा0प0उत्‍तरकाशी,१.इन्द्रा कालोनी ज्ञानसु पाडुली ताम्बाखानी कक्ष (अनु०जाति महिला),कमला देवी-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,अतरा देवी-भारतीय जनता पार्टी (BJP)-कमल,न0पा0प0उत्‍तरकाशी,१.इन्द्रा कालोनी ज्ञानसु पाडुली ताम्बाखानी कक्ष,अतरा देवी,भारतीय जनता पार्टी (BJP),कमल,180,882,31,0,851
2013,उत्‍तरकाशी,न0पा0प0उत्‍तरकाशी,१.इन्द्रा कालोनी ज्ञानसु पाडुली ताम्बाखानी कक्ष (अनु०जाति महिला),कमला देवी-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,अतरा देवी-भारतीय जनता पार्टी (BJP)-कमल,न0पा0प0उत्‍तरकाशी,१.इन्द्रा कालोनी ज्ञानसु पाडुली ताम्बाखानी कक्ष,कमला देवी,भारतीय राष्ट्रीय कांग्रेस (INC),हाथ,238,882,31,0,851
2013,उत्‍तरकाशी,न0पा0प0उत्‍तरकाशी,१.इन्द्रा कालोनी ज्ञानसु पाडुली ताम्बाखानी कक्ष (अनु०जाति महिला),कमला देवी-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,अतरा देवी-भारतीय जनता पार्टी (BJP)-कमल,न0पा0प0उत्‍तरकाशी,१.इन्द्रा कालोनी ज्ञानसु पाडुली ताम्बाखानी कक्ष,चन्द्री देवी,निर्दलीय,केतली,93,882,31,0,851
2013,उत्‍तरकाशी,न0पा0प0उत्‍तरकाशी,१.इन्द्रा कालोनी ज्ञानसु पाडुली ताम्बाखानी कक्ष (अनु०जाति महिला),कमला देवी-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,अतरा देवी-भारतीय जनता पार्टी (BJP)-कमल,न0पा0प0उत्‍तरकाशी,१.इन्द्रा कालोनी ज्ञानसु पाडुली ताम्बाखानी कक्ष,मातेश्वरी देवी,निर्दलीय,गैस सिलैन्डर,167,882,31,0,851
2013,उत्‍तरकाशी,न0पा0प0उत्‍तरकाशी,१.इन्द्रा कालोनी ज्ञानसु पाडुली ताम्बाखानी कक्ष (अनु०जाति महिला),कमला देवी-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,अतरा देवी-भारतीय जनता पार्टी (BJP)-कमल,न0पा0प0उत्‍तरकाशी,१.इन्द्रा कालोनी ज्ञानसु पाडुली ताम्बाखानी कक्ष,विजेश्वरी देवी,निर्दलीय,टार्च,173,882,31,0,851
2013,उत्‍तरकाशी,न0पा0प0उत्‍तरकाशी,"२.सुनार खोला, बाल्मिकी बस्ती, गंगा नगर कक्ष (अनारक्षित)",भूदेव कुडियाल-निर्दलीय-टार्च,बलवन्त राणा-भारतीय जनता पार्टी (BJP)-कमल,न0पा0प0उत्‍तरकाशी,"२.सुनार खोला, बाल्मिकी बस्ती, गंगा नगर कक्ष",गजेन्द्र सिंह,भारतीय राष्ट्रीय कांग्रेस (INC),हाथ,292,1020,20,0,1000
2013,उत्‍तरकाशी,न0पा0प0उत्‍तरकाशी,"८.रामलीला मैदान जयपुर मन्दिर, केदारघाट कक्ष (महिला )",गोदाम्बरी थलवाल-निर्दलीय-टार्च,सीमा नौटियाल-निर्दलीय-गैस सिलैन्डर,न0पा0प0उत्‍तरकाशी,"८.रामलीला मैदान जयपुर मन्दिर, केदारघाट कक्ष",गोदाम्बरी थलवाल,निर्दलीय,टार्च,307,822,25,0,797
2013,उत्‍तरकाशी,न0पा0प0उत्‍तरकाशी,"८.रामलीला मैदान जयपुर मन्दिर, केदारघाट कक्ष (महिला )",गोदाम्बरी थलवाल-निर्दलीय-टार्च,सीमा नौटियाल-निर्दलीय-गैस सिलैन्डर,न0पा0प0उत्‍तरकाशी,"८.रामलीला मैदान जयपुर मन्दिर, केदारघाट कक्ष",दुर्गा देवी,निर्दलीय,केला,44,822,25,0,797
2013,उत्‍तरकाशी,न0पा0प0उत्‍तरकाशी,"८.रामलीला मैदान जयपुर मन्दिर, केदारघाट कक्ष (महिला )",गोदाम्बरी थलवाल-निर्दलीय-टार्च,सीमा नौटियाल-निर्दलीय-गैस सिलैन्डर,न0पा0प0उत्‍तरकाशी,"८.रामलीला मैदान जयपुर मन्दिर, केदारघाट कक्ष",सीमा नौटियाल,निर्दलीय,गैस सिलैन्डर,124,822,25,0,797
2013,उत्‍तरकाशी,न0पा0प0उत्‍तरकाशी,९.कपूर मौहल्ला जड़भरत व काली कमली धर्मशाला कक्ष (महिला),जगदम्बा रावत-निर्दलीय-टार्च,कृष्णा बहुगुणा-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,न0पा0प0उत्‍तरकाशी,९.कपूर मौहल्ला जड़भरत व काली कमली धर्मशाला कक्ष,कृष्णा बहुगुणा,भारतीय राष्ट्रीय कांग्रेस (INC),हाथ,293,774,21,0,753
2013,उत्‍तरकाशी,न0पं0बडकोट,७.सुमननगर (महिला),पुष्पा-निर्दलीय-गैस सिलैन्डर,कमला-निर्दलीय-गैस का चूल्हा,न0पं0बडकोट,७.सुमननगर,पुष्पा,निर्दलीय,गैस सिलैन्डर,156,342,9,0,333
2013,उत्‍तरकाशी,न0पं0पुरोला,1.पुरोला गांव (अनु0जाति महिला),सीमा-निर्दलीय-गैस का चूल्हा,सीता-निर्दलीय-गैस सिलैन्डर,न0पं0पुरोला,1.पुरोला गांव,किरन,निर्दलीय,बल्ला,104,402,1,0,401
2013,उत्‍तरकाशी,न0पं0पुरोला,1.पुरोला गांव (अनु0जाति महिला),सीमा-निर्दलीय-गैस का चूल्हा,सीता-निर्दलीय-गैस सिलैन्डर,न0पं0पुरोला,1.पुरोला गांव,सीता,निर्दलीय,गैस सिलैन्डर,133,402,1,0,401
2013,उत्‍तरकाशी,न0पं0पुरोला,1.पुरोला गांव (अनु0जाति महिला),सीमा-निर्दलीय-गैस का चूल्हा,सीता-निर्दलीय-गैस सिलैन्डर,न0पं0पुरोला,1.पुरोला गांव,सीमा,निर्दलीय,गैस का चूल्हा,164,402,1,0,401
2013,उत्‍तरकाशी,न0पं0पुरोला,3.विद्या मन्दिर वार्ड(अनारक्षित),बृज भूषण-निर्दलीय-बाल्टी,महेन्द्र सिंह बोहरा-निर्दलीय-अलमारी,न0पं0पुरोला,3.विद्या मन्दिर वार्ड,बृज भूषण,निर्दलीय,बाल्टी,85,252,4,0,248
2013,उत्‍तरकाशी,न0पं0पुरोला,3.विद्या मन्दिर वार्ड(अनारक्षित),बृज भूषण-निर्दलीय-बाल्टी,महेन्द्र सिंह बोहरा-निर्दलीय-अलमारी,न0पं0पुरोला,3.विद्या मन्दिर वार्ड,महेन्द्र सिंह बोहरा,निर्दलीय,अलमारी,80,252,4,0,248
2013,उत्‍तरकाशी,न0पं0पुरोला,3.विद्या मन्दिर वार्ड(अनारक्षित),बृज भूषण-निर्दलीय-बाल्टी,महेन्द्र सिंह बोहरा-निर्दलीय-अलमारी,न0पं0पुरोला,3.विद्या मन्दिर वार्ड,राजेश कुमार,निर्दलीय,केतली,26,252,4,0,248
2013,उत्‍तरकाशी,न0पं0पुरोला,3.विद्या मन्दिर वार्ड(अनारक्षित),बृज भूषण-निर्दलीय-बाल्टी,महेन्द्र सिंह बोहरा-निर्दलीय-अलमारी,न0पं0पुरोला,3.विद्या मन्दिर वार्ड,सकल चन्द,निर्दलीय,गैस सिलैन्डर,57,252,4,0,248
2013,उत्‍तरकाशी,न0पं0पुरोला,4.कोर्ट रोड(अनारक्षित),विजेन्द्र सिंह-निर्दलीय-ऊन,बृज मोहन-निर्दलीय-केतली,न0पं0पुरोला,4.कोर्ट रोड,अनिल सिंह,निर्दलीय,बल्ला,16,586,11,0,575
2013,उत्‍तरकाशी,न0पं0पुरोला,4.कोर्ट रोड(अनारक्षित),विजेन्द्र सिंह-निर्दलीय-ऊन,बृज मोहन-निर्दलीय-केतली,न0पं0पुरोला,4.कोर्ट रोड,जितेन्द्र सिंह,निर्दलीय,अलमारी,33,586,11,0,575
2013,उत्‍तरकाशी,न0पं0पुरोला,4.कोर्ट रोड(अनारक्षित),विजेन्द्र सिंह-निर्दलीय-ऊन,बृज मोहन-निर्दलीय-केतली,न0पं0पुरोला,4.कोर्ट रोड,दिनेश,निर्दलीय,गैस सिलैन्डर,65,586,11,0,575
2013,उत्‍तरकाशी,न0पं0पुरोला,4.कोर्ट रोड(अनारक्षित),विजेन्द्र सिंह-निर्दलीय-ऊन,बृज मोहन-निर्दलीय-केतली,न0पं0पुरोला,4.कोर्ट रोड,प्रवीन,निर्दलीय,ईट,27,586,11,0,575
2013,उत्‍तरकाशी,न0पं0पुरोला,4.कोर्ट रोड(अनारक्षित),विजेन्द्र सिंह-निर्दलीय-ऊन,बृज मोहन-निर्दलीय-केतली,न0पं0पुरोला,4.कोर्ट रोड,प्रवेश कुमार,निर्दलीय,बाल्टी,130,586,11,0,575
2013,उत्‍तरकाशी,न0पं0पुरोला,4.कोर्ट रोड(अनारक्षित),विजेन्द्र सिंह-निर्दलीय-ऊन,बृज मोहन-निर्दलीय-केतली,न0पं0पुरोला,4.कोर्ट रोड,बृज मोहन,निर्दलीय,केतली,133,586,11,0,575
2013,उत्‍तरकाशी,न0पं0पुरोला,4.कोर्ट रोड(अनारक्षित),विजेन्द्र सिंह-निर्दलीय-ऊन,बृज मोहन-निर्दलीय-केतली,न0पं0पुरोला,4.कोर्ट रोड,रमेश चन्द्र,निर्दलीय,केला,30,586,11,0,575
2013,उत्‍तरकाशी,न0पं0पुरोला,4.कोर्ट रोड(अनारक्षित),विजेन्द्र सिंह-निर्दलीय-ऊन,बृज मोहन-निर्दलीय-केतली,न0पं0पुरोला,4.कोर्ट रोड,विजेन्द्र सिंह,निर्दलीय,ऊन,141,586,11,0,575
2013,उत्‍तरकाशी,न0पं0पुरोला,5.खावली सेरा (पिछडी जाति महिला ),संगीता-निर्दलीय-केतली,मीरा-निर्दलीय-ईट,न0पं0पुरोला,5.खावली सेरा,मीरा,निर्दलीय,ईट,181,601,12,0,589
2013,उत्‍तरकाशी,न0पं0पुरोला,5.खावली सेरा (पिछडी जाति महिला ),संगीता-निर्दलीय-केतली,मीरा-निर्दलीय-ईट,न0पं0पुरोला,5.खावली सेरा,संगीता,निर्दलीय,केतली,408,601,12,0,589
2013,उत्‍तरकाशी,न0पं0पुरोला,6.दुर्गा मन्दिर (अनारक्षित),सेवक राम गैरोला-निर्दलीय-बस,भोपाल सिंह-निर्दलीय-मोमबती,न0पं0पुरोला,6.दुर्गा मन्दिर,जयेन्द्र सिंह,निर्दलीय,बाल्टी,90,438,5,0,433
2013,उत्‍तरकाशी,न0पं0पुरोला,6.दुर्गा मन्दिर (अनारक्षित),सेवक राम गैरोला-निर्दलीय-बस,भोपाल सिंह-निर्दलीय-मोमबती,न0पं0पुरोला,6.दुर्गा मन्दिर,भोपाल सिंह,निर्दलीय,मोमबती,104,438,5,0,433
2013,उत्‍तरकाशी,न0पं0पुरोला,6.दुर्गा मन्दिर (अनारक्षित),सेवक राम गैरोला-निर्दलीय-बस,भोपाल सिंह-निर्दलीय-मोमबती,न0पं0पुरोला,6.दुर्गा मन्दिर,विनोद,निर्दलीय,गैस सिलैन्डर,100,438,5,0,433
2013,उधमसिंह नगर,न0पं0सुलतानपुर,३.टांडा बन्जारा (अनारक्षित ),संजीव कुमार-निर्दलीय-ऊन,नारायण सिंह-निर्दलीय-बाल्टी,न0पं0सुलतानपुर,३.टांडा बन्जारा,चन्‍द्र प्रकाश,निर्दलीय,वायुयान,113,1046,99,0,947
2013,उत्‍तरकाशी,न0पं0पुरोला,6.दुर्गा मन्दिर (अनारक्षित),सेवक राम गैरोला-निर्दलीय-बस,भोपाल सिंह-निर्दलीय-मोमबती,न0पं0पुरोला,6.दुर्गा मन्दिर,सेवक राम गैरोला,निर्दलीय,बस,139,438,5,0,433
2013,उत्‍तरकाशी,न0पं0बडकोट,७.सुमननगर (महिला),पुष्पा-निर्दलीय-गैस सिलैन्डर,कमला-निर्दलीय-गैस का चूल्हा,न0पं0बडकोट,७.सुमननगर,कमला,निर्दलीय,गैस का चूल्हा,90,342,9,0,333
2013,बागेश्‍वर,न0पं0 कपकोट,1.मण्‍डलखेत (अनारक्षित),बलवन्त सिंह-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,दीवान सिंह-भारतीय जनता पार्टी (BJP)-कमल,न0पं0 कपकोट,1.मण्‍डलखेत,प्रकाश चन्द्र,निर्दलीय,टोकरी,77,352,12,0,340
2013,उत्‍तरकाशी,न0पं0बडकोट,७.सुमननगर (महिला),पुष्पा-निर्दलीय-गैस सिलैन्डर,कमला-निर्दलीय-गैस का चूल्हा,न0पं0बडकोट,७.सुमननगर,मीना देवी,भारतीय जनता पार्टी (BJP),कमल,87,342,9,0,333
2013,उत्‍तरकाशी,न0पं0बडकोट,६.शास्त्रीनगर (अनारक्षित ),हरपाल सिंह-निर्दलीय-टोकरी,राकेश रावत-निर्दलीय-बाल्टी,न0पं0बडकोट,६.शास्त्रीनगर,शिवप्रसाद,निर्दलीय,गैस का चूल्हा,27,483,4,0,479
2013,उत्‍तरकाशी,न0पा0प0उत्‍तरकाशी,९.कपूर मौहल्ला जड़भरत व काली कमली धर्मशाला कक्ष (महिला),जगदम्बा रावत-निर्दलीय-टार्च,कृष्णा बहुगुणा-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,न0पा0प0उत्‍तरकाशी,९.कपूर मौहल्ला जड़भरत व काली कमली धर्मशाला कक्ष,भारती उप्पल,भारतीय जनता पार्टी (BJP),कमल,152,774,21,0,753
2013,उत्‍तरकाशी,न0पा0प0उत्‍तरकाशी,९.कपूर मौहल्ला जड़भरत व काली कमली धर्मशाला कक्ष (महिला),जगदम्बा रावत-निर्दलीय-टार्च,कृष्णा बहुगुणा-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,न0पा0प0उत्‍तरकाशी,९.कपूर मौहल्ला जड़भरत व काली कमली धर्मशाला कक्ष,जगदम्बा रावत,निर्दलीय,टार्च,308,774,21,0,753
2013,उत्‍तरकाशी,न0पं0बडकोट,१. गांधीनगर (अनु०जाति महिला ),राजकुमारी-निर्दलीय-केतली,खजनी देवी-निर्दलीय-गैस का चूल्हा,न0पं0बडकोट,१. गांधीनगर,खजनी देवी,निर्दलीय,गैस का चूल्हा,177,613,8,0,605
2013,उत्‍तरकाशी,न0पं0बडकोट,१. गांधीनगर (अनु०जाति महिला ),राजकुमारी-निर्दलीय-केतली,खजनी देवी-निर्दलीय-गैस का चूल्हा,न0पं0बडकोट,१. गांधीनगर,राजकुमारी,निर्दलीय,केतली,428,613,8,0,605
2013,उत्‍तरकाशी,न0पं0बडकोट,२.गोविन्दनगर (महिला ),ऐलासी देवी-निर्दलीय-गैस का चूल्हा,स्वतन्त्री देवी-निर्दलीय-बंगला,न0पं0बडकोट,२.गोविन्दनगर,ऐलासी देवी,निर्दलीय,गैस का चूल्हा,220,377,4,0,373
2013,उत्‍तरकाशी,न0पं0बडकोट,२.गोविन्दनगर (महिला ),ऐलासी देवी-निर्दलीय-गैस का चूल्हा,स्वतन्त्री देवी-निर्दलीय-बंगला,न0पं0बडकोट,२.गोविन्दनगर,स्वतन्त्री देवी,निर्दलीय,बंगला,153,377,4,0,373
2013,उत्‍तरकाशी,न0पं0बडकोट,३.पटेलनगर (अनारक्षित),प्रवीन गौड़-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,राजेश नेगी-भारतीय जनता पार्टी (BJP)-कमल,न0पं0बडकोट,३.पटेलनगर,प्रवीन गौड़,भारतीय राष्ट्रीय कांग्रेस (INC),हाथ,132,349,20,0,329
2013,उत्‍तरकाशी,न0पं0बडकोट,३.पटेलनगर (अनारक्षित),प्रवीन गौड़-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,राजेश नेगी-भारतीय जनता पार्टी (BJP)-कमल,न0पं0बडकोट,३.पटेलनगर,राजेश नेगी,भारतीय जनता पार्टी (BJP),कमल,115,349,20,0,329
2013,उत्‍तरकाशी,न0पं0बडकोट,३.पटेलनगर (अनारक्षित),प्रवीन गौड़-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,राजेश नेगी-भारतीय जनता पार्टी (BJP)-कमल,न0पं0बडकोट,३.पटेलनगर,राजेश उनियाल,निर्दलीय,बाल्टी,55,349,20,0,329
2013,उत्‍तरकाशी,न0पं0बडकोट,३.पटेलनगर (अनारक्षित),प्रवीन गौड़-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,राजेश नेगी-भारतीय जनता पार्टी (BJP)-कमल,न0पं0बडकोट,३.पटेलनगर,सुनील मनवाल,निर्दलीय,केतली,27,349,20,0,329
2013,उत्‍तरकाशी,न0पं0बडकोट,४.सुभाषनगर (अनारक्षित ),रामकृष्ण-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,हरदेव सिंह-भारतीय जनता पार्टी (BJP)-कमल,न0पं0बडकोट,४.सुभाषनगर,रामकृष्ण,भारतीय राष्ट्रीय कांग्रेस (INC),हाथ,133,477,9,0,432
2013,उत्‍तरकाशी,न0पं0बडकोट,४.सुभाषनगर (अनारक्षित ),रामकृष्ण-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,हरदेव सिंह-भारतीय जनता पार्टी (BJP)-कमल,न0पं0बडकोट,४.सुभाषनगर,हरदेव सिंह,भारतीय जनता पार्टी (BJP),कमल,128,477,9,0,432
2013,उत्‍तरकाशी,न0पं0बडकोट,४.सुभाषनगर (अनारक्षित ),रामकृष्ण-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,हरदेव सिंह-भारतीय जनता पार्टी (BJP)-कमल,न0पं0बडकोट,४.सुभाषनगर,किताब सिंह,निर्दलीय,केतली,4,477,9,0,432
2013,उत्‍तरकाशी,न0पं0बडकोट,४.सुभाषनगर (अनारक्षित ),रामकृष्ण-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,हरदेव सिंह-भारतीय जनता पार्टी (BJP)-कमल,न0पं0बडकोट,४.सुभाषनगर,दर्मियान सिंह,निर्दलीय,गैस सिलैन्डर,101,477,9,0,432
2013,उत्‍तरकाशी,न0पं0बडकोट,४.सुभाषनगर (अनारक्षित ),रामकृष्ण-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,हरदेव सिंह-भारतीय जनता पार्टी (BJP)-कमल,न0पं0बडकोट,४.सुभाषनगर,मनोज सिंह,निर्दलीय,वायुयान,66,477,9,0,432
2013,उत्‍तरकाशी,न0पं0बडकोट,५.पन्तनगर (अनारक्षित ),ताजबर सिंह-निर्दलीय-केतली,सुशील कुमार-निर्दलीय-नारियल,न0पं0बडकोट,५.पन्तनगर,महावीर सिंह,भारतीय जनता पार्टी (BJP),कमल,72,481,15,0,466
2013,उत्‍तरकाशी,न0पं0बडकोट,५.पन्तनगर (अनारक्षित ),ताजबर सिंह-निर्दलीय-केतली,सुशील कुमार-निर्दलीय-नारियल,न0पं0बडकोट,५.पन्तनगर,जगवीर सिंह,निर्दलीय,ईट,66,481,15,0,466
2013,उत्‍तरकाशी,न0पं0बडकोट,५.पन्तनगर (अनारक्षित ),ताजबर सिंह-निर्दलीय-केतली,सुशील कुमार-निर्दलीय-नारियल,न0पं0बडकोट,५.पन्तनगर,ताजबर सिंह,निर्दलीय,केतली,182,481,15,0,466
2013,उत्‍तरकाशी,न0पं0बडकोट,५.पन्तनगर (अनारक्षित ),ताजबर सिंह-निर्दलीय-केतली,सुशील कुमार-निर्दलीय-नारियल,न0पं0बडकोट,५.पन्तनगर,सुशील कुमार,निर्दलीय,नारियल,146,481,15,0,466
2013,उत्‍तरकाशी,न0पं0बडकोट,६.शास्त्रीनगर (अनारक्षित ),हरपाल सिंह-निर्दलीय-टोकरी,राकेश रावत-निर्दलीय-बाल्टी,न0पं0बडकोट,६.शास्त्रीनगर,गिरीश चौहान,भारतीय जनता पार्टी (BJP),कमल,57,483,4,0,479
2013,उत्‍तरकाशी,न0पं0बडकोट,६.शास्त्रीनगर (अनारक्षित ),हरपाल सिंह-निर्दलीय-टोकरी,राकेश रावत-निर्दलीय-बाल्टी,न0पं0बडकोट,६.शास्त्रीनगर,अवतार सिंह,निर्दलीय,केतली,77,483,4,0,479
2013,उत्‍तरकाशी,न0पं0बडकोट,६.शास्त्रीनगर (अनारक्षित ),हरपाल सिंह-निर्दलीय-टोकरी,राकेश रावत-निर्दलीय-बाल्टी,न0पं0बडकोट,६.शास्त्रीनगर,पूर्ण सिंह,निर्दलीय,गैस सिलैन्डर,66,483,4,0,479
2013,उत्‍तरकाशी,न0पं0बडकोट,६.शास्त्रीनगर (अनारक्षित ),हरपाल सिंह-निर्दलीय-टोकरी,राकेश रावत-निर्दलीय-बाल्टी,न0पं0बडकोट,६.शास्त्रीनगर,राकेश रावत,निर्दलीय,बाल्टी,113,483,4,0,479
2013,उत्‍तरकाशी,न0पं0बडकोट,६.शास्त्रीनगर (अनारक्षित ),हरपाल सिंह-निर्दलीय-टोकरी,राकेश रावत-निर्दलीय-बाल्टी,न0पं0बडकोट,६.शास्त्रीनगर,हरपाल सिंह,निर्दलीय,टोकरी,139,483,4,0,479
2013,नैनीताल,न0पा0प0रामनगर,६.गुल्लरघट्टी पश्चिमी (अनारक्षित ),मनव्‍वर हुसैन-निर्दलीय-गैस का चूल्हा,मै0 गुल‍फाम अहमद-निर्दलीय-कंघा,न0पा0प0रामनगर,६.गुल्लरघट्टी पश्चिमी,आफताब आलम,निर्दलीय,अलमारी,22,1765,50,0,1715
2013,बागेश्‍वर,न0पं0 कपकोट,1.मण्‍डलखेत (अनारक्षित),बलवन्त सिंह-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,दीवान सिंह-भारतीय जनता पार्टी (BJP)-कमल,न0पं0 कपकोट,1.मण्‍डलखेत,दान सिंह गडिया,निर्दलीय,गैस सिलैन्डर,29,352,12,0,340
2013,बागेश्‍वर,न0पं0 कपकोट,1.मण्‍डलखेत (अनारक्षित),बलवन्त सिंह-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,दीवान सिंह-भारतीय जनता पार्टी (BJP)-कमल,न0पं0 कपकोट,1.मण्‍डलखेत,दीवान सिंह,भारतीय जनता पार्टी (BJP),कमल,83,352,12,0,340
2013,पिथौरागढ,न0पं0डीडीहाट,२.तहसील वार्ड (महिला ),सोनू बोरा-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,भागीरथी देवी-भारतीय जनता पार्टी (BJP)-कमल,न0पं0डीडीहाट,२.तहसील वार्ड,सोनू बोरा,भारतीय राष्ट्रीय कांग्रेस (INC),हाथ,300,662,27,0,635
2013,पिथौरागढ,न0पं0डीडीहाट,२.तहसील वार्ड (महिला ),सोनू बोरा-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,भागीरथी देवी-भारतीय जनता पार्टी (BJP)-कमल,न0पं0डीडीहाट,२.तहसील वार्ड,चन्‍द्रा देवी,निर्दलीय,टोप,89,662,27,0,635
2013,पिथौरागढ,न0पं0धारचूला,१.ग्वालगांव वार्ड (अनु०जाति महिला),मानती देवी-निर्दलीय-बाल्टी,जानकी देवी-निर्दलीय-गैस सिलैन्डर,न0पं0धारचूला,१.ग्वालगांव वार्ड,जानकी देवी,निर्दलीय,गैस सिलैन्डर,222,687,24,0,663
2013,पिथौरागढ,न0पं0धारचूला,१.ग्वालगांव वार्ड (अनु०जाति महिला),मानती देवी-निर्दलीय-बाल्टी,जानकी देवी-निर्दलीय-गैस सिलैन्डर,न0पं0धारचूला,१.ग्वालगांव वार्ड,मानती देवी,निर्दलीय,बाल्टी,225,687,24,0,663
2013,पिथौरागढ,न0पं0धारचूला,१.ग्वालगांव वार्ड (अनु०जाति महिला),मानती देवी-निर्दलीय-बाल्टी,जानकी देवी-निर्दलीय-गैस सिलैन्डर,न0पं0धारचूला,१.ग्वालगांव वार्ड,लक्ष्‍मी गुंज्‍याल,निर्दलीय,छत का पंखा,216,687,24,0,663
2013,पिथौरागढ,न0पं0धारचूला,२.तहसील वार्ड (अनारक्षित),अरविन्‍द कुमार-निर्दलीय-मोमबती,रहीश गर्ब्‍याल-निर्दलीय-घंटी,न0पं0धारचूला,२.तहसील वार्ड,अरविन्‍द कुमार,निर्दलीय,मोमबती,161,254,9,0,245
2013,पिथौरागढ,न0पं0धारचूला,२.तहसील वार्ड (अनारक्षित),अरविन्‍द कुमार-निर्दलीय-मोमबती,रहीश गर्ब्‍याल-निर्दलीय-घंटी,न0पं0धारचूला,२.तहसील वार्ड,दलीप सिंह,निर्दलीय,केतली,22,254,9,0,245
2013,पिथौरागढ,न0पं0धारचूला,२.तहसील वार्ड (अनारक्षित),अरविन्‍द कुमार-निर्दलीय-मोमबती,रहीश गर्ब्‍याल-निर्दलीय-घंटी,न0पं0धारचूला,२.तहसील वार्ड,रहीश गर्ब्‍याल,निर्दलीय,घंटी,62,254,9,0,245
2013,पिथौरागढ,न0पं0धारचूला,३.घटधार वार्ड (महिला),रजनी देवी-निर्दलीय-गैस सिलैन्डर,धनेश्‍वरी-निर्दलीय-गैस का चूल्हा,न0पं0धारचूला,३.घटधार वार्ड,धनेश्‍वरी,निर्दलीय,गैस का चूल्हा,138,293,2,0,291
2013,पिथौरागढ,न0पं0धारचूला,३.घटधार वार्ड (महिला),रजनी देवी-निर्दलीय-गैस सिलैन्डर,धनेश्‍वरी-निर्दलीय-गैस का चूल्हा,न0पं0धारचूला,३.घटधार वार्ड,रजनी देवी,निर्दलीय,गैस सिलैन्डर,153,293,2,0,291
2013,पिथौरागढ,न0पं0डीडीहाट,२.तहसील वार्ड (महिला ),सोनू बोरा-भारतीय राष्ट्रीय कांग्रेस (INC)-हाथ,भागीरथी देवी-भारतीय जनता पार्टी (BJP)-कमल,न0पं0डीडीहाट,२.तहसील वार्ड,भागीरथी देवी,भारतीय जनता पार्टी (BJP),कमल,246,662,27,0,635
